(s),(mm),(kgf)
101.2,3.3727,3.66396
101.3,3.37613,3.55901
101.4,3.37931,3.45144
101.5,3.38269,3.35696
101.6,3.38609,3.26261
101.7,3.38921,3.18067
101.8,3.39255,3.10889
101.9,3.39603,3.03158
102,3.39929,2.94907
102.1,3.40249,2.85288
102.2,3.40609,2.74632
102.3,3.40927,2.64898
102.4,3.41255,2.50453
102.5,3.41608,2.32924
102.6,3.41946,2.20512
102.7,3.42258,2.09334
102.8,3.42615,1.99583
102.9,3.42942,1.89676
103,3.43262,1.79704
103.1,3.43598,1.72043
103.2,3.43935,1.65903
103.3,3.44249,1.60784
103.4,3.4459,1.56998
103.5,3.44928,1.5367
103.6,3.45272,1.50799
103.7,3.45589,1.48111
103.8,3.45928,1.45793
103.9,3.46276,1.43756
104,3.46597,1.41752
104.1,3.46934,1.39291
104.2,3.47285,1.36907
104.3,3.47599,1.34474
104.4,3.47913,1.3242
104.5,3.48271,1.30792
104.6,3.48588,1.29108
104.7,3.48918,1.27374
104.8,3.4927,1.25696
104.9,3.49603,1.24053
105,3.49912,1.22517
105.1,3.50268,1.2124
105.2,3.50602,1.20018
105.3,3.50937,1.18875
105.4,3.51277,1.17836
105.5,3.51609,1.17003
105.6,3.51931,1.16225
105.7,3.52259,1.15393
105.8,3.52602,1.14812
105.9,3.52933,1.14263
106,3.53257,1.13405
106.1,3.53592,1.12705
106.2,3.53938,1.12147
106.3,3.54255,1.11454
106.4,3.54588,1.1073
106.5,3.5495,1.10099
106.6,3.55271,1.09335
106.7,3.55593,1.0843
106.8,3.55947,1.07635
106.9,3.56265,1.06781
107,3.56591,1.05936
107.1,3.56936,1.05106
107.2,3.5727,1.04455
107.3,3.57577,1.03613
107.4,3.57929,1.02931
107.5,3.5826,1.02298
107.6,3.58598,1.01654
107.7,3.58927,1.00971
107.8,3.59273,1.00452
107.9,3.59597,0.99903
108,3.59931,0.99229
108.1,3.60272,0.98681
108.2,3.60616,0.98153
108.3,3.60932,0.97557
108.4,3.6126,0.96962
108.5,3.61605,0.96601
108.6,3.61913,0.96074
108.7,3.62254,0.95638
108.8,3.62614,0.95247
108.9,3.62932,0.9485
109,3.63246,0.94311
109.1,3.63606,0.94005
109.2,3.63931,0.93609
109.3,3.64269,0.93236
109.4,3.64612,0.92769
109.5,3.6495,0.92501
109.6,3.65256,0.91984
109.7,3.6559,0.91499
109.8,3.65933,0.91166
109.9,3.66263,0.9081
110,3.66587,0.90355
110.1,3.66935,0.90013
110.2,3.67259,0.89589
110.3,3.67585,0.89038
110.4,3.67925,0.88628
110.5,3.6828,0.88251
110.6,3.686,0.87655
110.7,3.68935,0.87115
110.8,3.69282,0.8682
110.9,3.6959,0.86404
111,3.69927,0.85989
111.1,3.70277,0.85689
111.2,3.70599,0.85304
111.3,3.70907,0.84792
111.4,3.7127,0.84383
111.5,3.71593,0.83932
111.6,3.71927,0.83446
111.7,3.72265,0.82987
111.8,3.72612,0.82598
111.9,3.72925,0.821
112,3.73271,0.81582
112.1,3.73606,0.812
112.2,3.73948,0.80943
112.3,3.74267,0.80386
112.4,3.74599,0.79951
112.5,3.74934,0.79623
112.6,3.75249,0.7915
112.7,3.75586,0.78759
112.8,3.75941,0.78434
112.9,3.76261,0.78013
113,3.76585,0.77396
113.1,3.76939,0.77082
113.2,3.77257,0.76555
113.3,3.77594,0.76169
113.4,3.7795,0.75846
113.5,3.78281,0.75543
113.6,3.78586,0.74956
113.7,3.78942,0.74682
113.8,3.79261,0.74267
113.9,3.79584,0.73836
114,3.79924,0.734
114.1,3.80275,0.73029
114.2,3.80584,0.72694
114.3,3.80931,0.72309
114.4,3.81262,0.71985
114.5,3.81606,0.71702
114.6,3.81929,0.71243
114.7,3.82274,0.70865
114.8,3.82614,0.70544
114.9,3.82933,0.7015
115,3.83264,0.69654
115.1,3.8361,0.69343
115.2,3.83928,0.68967
115.3,3.84247,0.68543
115.4,3.84606,0.68312
115.5,3.8492,0.67896
115.6,3.85256,0.67511
115.7,3.85605,0.67162
115.8,3.85937,0.66912
115.9,3.86249,0.66577
116,3.86612,0.66203
116.1,3.86942,0.65931
116.2,3.87265,0.65666
116.3,3.87602,0.65283
116.4,3.87937,0.64987
116.5,3.88252,0.64714
116.6,3.88591,0.64357
116.7,3.88928,0.64068
116.8,3.89266,0.63796
116.9,3.8959,0.63574
117,3.89926,0.63284
117.1,3.90267,0.63126
117.2,3.90591,0.6283
117.3,3.90931,0.62579
117.4,3.91292,0.62444
117.5,3.91605,0.62239
117.6,3.91919,0.61907
117.7,3.92278,0.61591
117.8,3.92596,0.6133
117.9,3.92922,0.61052
118,3.93271,0.60818
118.1,3.93601,0.6053
118.2,3.93912,0.60296
118.3,3.94271,0.60021
118.4,3.94594,0.59721
118.5,3.94927,0.59446
118.6,3.95269,0.59104
118.7,3.95613,0.58889
118.8,3.95933,0.58627
118.9,3.96265,0.58312
119,3.96604,0.5807
119.1,3.96938,0.57825
119.2,3.97255,0.57522
119.3,3.97592,0.57262
119.4,3.97929,0.57096
119.5,3.98251,0.56764
119.6,3.9859,0.56548
119.7,3.98944,0.5634
119.8,3.99261,0.56137
119.9,3.99587,0.55829
120,3.99944,0.55582
120.1,4.00272,0.55345
120.2,4.00597,0.55053
120.3,4.00945,0.54763
120.4,4.01276,0.54556
120.5,4.01583,0.54285
120.6,4.01926,0.53978
120.7,4.0226,0.53861
120.8,4.02598,0.53612
120.9,4.02928,0.53357
121,4.03273,0.53125
121.1,4.0359,0.52867
121.2,4.03928,0.52575
121.3,4.04266,0.52316
121.4,4.04623,0.52061
121.5,4.04932,0.51745
121.6,4.05267,0.51502
121.7,4.05608,0.51313
121.8,4.05917,0.51073
121.9,4.06255,0.50823
122,4.06608,0.50659
122.1,4.06926,0.50424
122.2,4.07245,0.50277
122.3,4.07604,0.50185
122.4,4.07923,0.5008
122.5,4.08253,0.49925
122.6,4.08609,0.49767
122.7,4.08951,0.49618
122.8,4.09262,0.49446
122.9,4.09601,0.49143
123,4.09937,0.49005
123.1,4.10273,0.48818
123.2,4.10594,0.48552
123.3,4.10932,0.48426
123.4,4.11254,0.48279
123.5,4.1159,0.48069
123.6,4.11922,0.4786
123.7,4.12277,0.47719
123.8,4.12596,0.47541
123.9,4.12926,0.47311
124,4.13282,0.47202
124.1,4.13598,0.47057
124.2,4.13931,0.46878
124.3,4.14284,0.46701
124.4,4.14609,0.46565
124.5,4.14914,0.4638
124.6,4.15271,0.46178
124.7,4.15587,0.46051
124.8,4.1592,0.45879
124.9,4.16263,0.45659
125,4.16613,0.45549
125.1,4.16915,0.45348
125.2,4.17258,0.45133
125.3,4.17602,0.45003
125.4,4.17942,0.44955
125.5,4.18267,0.4471
125.6,4.18606,0.44571
125.7,4.18939,0.44546
125.8,4.19257,0.4435
125.9,4.19592,0.44229
126,4.19936,0.4422
126.1,4.20256,0.44033
126.2,4.20584,0.43904
126.3,4.20939,0.43854
126.4,4.2126,0.43698
126.5,4.21588,0.43522
126.6,4.21944,0.43411
126.7,4.22278,0.43402
126.8,4.2259,0.43142
126.9,4.22951,0.43042
127,4.23272,0.42976
127.1,4.23595,0.42816
127.2,4.23933,0.42603
127.3,4.24271,0.42501
127.4,4.24581,0.42326
127.5,4.24926,0.4211
127.6,4.25262,0.42001
127.7,4.256,0.41843
127.8,4.25921,0.41619
127.9,4.26267,0.41508
128,4.26606,0.41443
128.1,4.26928,0.41186
128.2,4.27267,0.41052
128.3,4.27618,0.4089
128.4,4.27934,0.4071
128.5,4.28249,0.40537
128.6,4.28607,0.40479
128.7,4.2892,0.40285
128.8,4.29251,0.40143
128.9,4.29605,0.40089
129,4.29935,0.39941
129.1,4.30246,0.39765
129.2,4.30604,0.39596
129.3,4.30935,0.3945
129.4,4.31266,0.3935
129.5,4.31612,0.3921
129.6,4.31944,0.39064
129.7,4.32262,0.38945
129.8,4.32597,0.38843
129.9,4.32934,0.38638
130,4.33262,0.38546
130.1,4.3359,0.38409
130.2,4.33929,0.38264
130.3,4.34266,0.38144
130.4,4.34588,0.37939
130.5,4.34923,0.37875
130.6,4.35283,0.37775
130.7,4.35603,0.37683
130.8,4.35929,0.3753
130.9,4.36281,0.37439
131,4.36597,0.3738
131.1,4.36927,0.37209
131.2,4.37271,0.3713
131.3,4.376,0.37024
131.4,4.3791,0.36909
131.5,4.38265,0.36825
131.6,4.38592,0.36758
131.7,4.38928,0.36675
131.8,4.39264,0.36579
131.9,4.39607,0.36487
132,4.39924,0.36455
132.1,4.40264,0.36351
132.2,4.40607,0.36264
132.3,4.40949,0.36229
132.4,4.41267,0.36099
132.5,4.41598,0.36001
132.6,4.41936,0.3595
132.7,4.42244,0.35735
132.8,4.42589,0.35693
132.9,4.42948,0.35631
133,4.43264,0.35529
133.1,4.43583,0.35411
133.2,4.4394,0.35365
133.3,4.44261,0.35259
133.4,4.44597,0.35242
133.5,4.4495,0.35098
133.6,4.45283,0.35078
133.7,4.45588,0.34965
133.8,4.45928,0.34864
133.9,4.46265,0.34818
134,4.46591,0.34754
134.1,4.46922,0.3454
134.2,4.47271,0.34501
134.3,4.47588,0.34398
134.4,4.47919,0.3419
134.5,4.4826,0.34146
134.6,4.48612,0.34119
134.7,4.48932,0.33999
134.8,4.49272,0.3383
134.9,4.49614,0.33843
135,4.49923,0.33703
135.1,4.50265,0.33642
135.2,4.50612,0.33556
135.3,4.5093,0.33464
135.4,4.51241,0.33319
135.5,4.51605,0.33267
135.6,4.51925,0.3317
135.7,4.52258,0.33096
135.8,4.52601,0.3299
135.9,4.52945,0.32962
136,4.53254,0.32836
136.1,4.53607,0.32728
136.2,4.5394,0.32627
136.3,4.54278,0.32605
136.4,4.54602,0.32462
136.5,4.54939,0.32407
136.6,4.55264,0.32374
136.7,4.55584,0.32237
136.8,4.55921,0.32119
136.9,4.56271,0.32078
137,4.56589,0.31975
137.1,4.56922,0.3186
137.2,4.57272,0.3184
137.3,4.57588,0.31734
137.4,4.57929,0.31656
137.5,4.58288,0.31608
137.6,4.58612,0.31615
137.7,4.5892,0.31462
137.8,4.5928,0.3137
137.9,4.59593,0.31316
138,4.59918,0.31238
138.1,4.6026,0.31117
138.2,4.60607,0.31008
138.3,4.60911,0.30917
138.4,4.61267,0.30758
138.5,4.61596,0.30726
138.6,4.61934,0.30721
138.7,4.62261,0.30602
138.8,4.62613,0.30477
138.9,4.62945,0.30432
139,4.63265,0.30241
139.1,4.63598,0.30111
139.2,4.63944,0.30054
139.3,4.64263,0.29965
139.4,4.64584,0.298
139.5,4.64936,0.29796
139.6,4.65251,0.29693
139.7,4.65588,0.29565
139.8,4.6594,0.29558
139.9,4.66266,0.29472
140,4.6658,0.29362
140.1,4.66947,0.29335
140.2,4.67276,0.29269
140.3,4.67599,0.29143
140.4,4.67939,0.28989
140.5,4.68275,0.28928
140.6,4.68582,0.28881
140.7,4.68927,0.28804
140.8,4.69262,0.28718
140.9,4.69594,0.28712
141,4.69924,0.28564
141.1,4.70264,0.28495
141.2,4.70597,0.28478
141.3,4.70925,0.28399
141.4,4.71265,0.28313
141.5,4.71624,0.28323
141.6,4.71936,0.28228
141.7,4.72256,0.28154
141.8,4.72614,0.2811
141.9,4.7293,0.28002
142,4.73257,0.27972
142.1,4.73606,0.27956
142.2,4.73931,0.27928
142.3,4.74243,0.27885
142.4,4.74607,0.27849
142.5,4.74926,0.27828
142.6,4.75257,0.27804
142.7,4.75607,0.27769
142.8,4.75948,0.27701
142.9,4.76263,0.27627
143,4.766,0.27604
143.1,4.76937,0.27478
143.2,4.7727,0.27336
143.3,4.77589,0.27195
143.4,4.7793,0.26979
143.5,4.7826,0.26783
143.6,4.78584,0.26763
143.7,4.78924,0.26665
143.8,4.79278,0.26547
143.9,4.79591,0.2647
144,4.79923,0.26481
144.1,4.80278,0.26417
144.2,4.806,0.26406
144.3,4.8093,0.26392
144.4,4.81281,0.26263
144.5,4.81611,0.2618
144.6,4.81916,0.26043
144.7,4.82261,0.25986
144.8,4.82591,0.25862
144.9,4.82928,0.25707
145,4.83264,0.25633
145.1,4.83608,0.25546
145.2,4.83918,0.25494
145.3,4.84262,0.25295
145.4,4.84602,0.2527
145.5,4.84954,0.24721
145.6,4.85264,0.24445
145.7,4.85604,0.24305
145.8,4.85939,0.24315
145.9,4.86249,0.24218
146,4.8659,0.24231
146.1,4.86942,0.24233
146.2,4.87257,0.24226
146.3,4.8758,0.24151
146.4,4.87939,0.24137
146.5,4.88255,0.24087
146.6,4.88587,0.24021
146.7,4.88944,0.23952
146.8,4.89281,0.23868
146.9,4.89591,0.23793
147,4.89937,0.23721
147.1,4.90271,0.23694
147.2,4.90605,0.23664
147.3,4.90928,0.23567
147.4,4.91267,0.23522
147.5,4.91584,0.23521
147.6,4.91926,0.23436
147.7,4.92257,0.23408
147.8,4.92607,0.23415
147.9,4.92927,0.23406
148,4.93264,0.23296
148.1,4.93612,0.23335
148.2,4.93931,0.23215
148.3,4.94264,0.23215
148.4,4.94619,0.23099
148.5,4.94943,0.23055
148.6,4.95248,0.23
148.7,4.95607,0.22916
148.8,4.95919,0.22874
148.9,4.96252,0.22813
149,4.96598,0.22742
149.1,4.96943,0.22686
149.2,4.97247,0.2266
149.3,4.97598,0.22583
149.4,4.97936,0.2259
149.5,4.98272,0.22541
149.6,4.98599,0.22449
149.7,4.98944,0.22428
149.8,4.99272,0.22348
149.9,4.99592,0.22233
150,4.99925,0.22177
150.1,5.00265,0.2215
150.2,5.00589,0.22061
150.3,5.00923,0.21935
150.4,5.0127,0.21926
150.5,5.0159,0.21883
150.6,5.01921,0.21771
150.7,5.02279,0.21688
150.8,5.02608,0.21664
150.9,5.02922,0.21539
151,5.03286,0.2148
151.1,5.03606,0.21429
151.2,5.0393,0.21349
151.3,5.04268,0.21259
151.4,5.04604,0.21221
151.5,5.04911,0.21206
151.6,5.05264,0.21119
151.7,5.05596,0.21048
151.8,5.05929,0.21012
151.9,5.06255,0.20961
152,5.06605,0.20933
152.1,5.06934,0.20966
152.2,5.07262,0.20811
152.3,5.07602,0.20787
152.4,5.07949,0.20805
152.5,5.08268,0.20797
152.6,5.08587,0.20761
152.7,5.08936,0.20886
152.8,5.09252,0.20918
152.9,5.09587,0.20882
153,5.09942,0.20997
153.1,5.10265,0.21089
153.2,5.10579,0.2105
153.3,5.1094,0.21018
153.4,5.11266,0.20942
153.5,5.11597,0.20932
153.6,5.11948,0.20814
153.7,5.12278,0.20815
153.8,5.12592,0.20748
153.9,5.12934,0.20655
154,5.13266,0.20615
154.1,5.13596,0.2056
154.2,5.13926,0.2048
154.3,5.14263,0.20418
154.4,5.14595,0.20387
154.5,5.14921,0.20281
154.6,5.15259,0.20229
154.7,5.15616,0.20206
154.8,5.15932,0.20143
154.9,5.16264,0.20026
155,5.16613,0.19997
155.1,5.16931,0.19862
155.2,5.17262,0.19785
155.3,5.17606,0.19705
155.4,5.17929,0.19713
155.5,5.18244,0.19618
155.6,5.186,0.19576
155.7,5.18923,0.19506
155.8,5.19261,0.19478
155.9,5.196,0.19357
156,5.19942,0.19268
156.1,5.20254,0.19239
156.2,5.20599,0.19103
156.3,5.20943,0.19061
156.4,5.21279,0.18977
156.5,5.216,0.18885
156.6,5.21936,0.18813
156.7,5.22266,0.18802
156.8,5.22579,0.18704
156.9,5.22923,0.18662
157,5.23281,0.18606
157.1,5.23594,0.18579
157.2,5.23917,0.18501
157.3,5.24274,0.18427
157.4,5.24594,0.18394
157.5,5.24931,0.18379
157.6,5.25284,0.18278
157.7,5.25611,0.18256
157.8,5.25921,0.18241
157.9,5.26268,0.18164
158,5.26597,0.18195
158.1,5.26924,0.18058
158.2,5.2726,0.18058
158.3,5.27604,0.17949
158.4,5.27916,0.17935
158.5,5.28255,0.1789
158.6,5.28594,0.17842
158.7,5.28941,0.17827
158.8,5.29264,0.17788
158.9,5.29609,0.17752
159,5.29945,0.17733
159.1,5.30256,0.17666
159.2,5.30599,0.17642
159.3,5.30946,0.17593
159.4,5.31261,0.17603
159.5,5.31577,0.17528
159.6,5.3194,0.17487
159.7,5.32257,0.17457
159.8,5.32588,0.17459
159.9,5.32936,0.17374
160,5.33278,0.1736
160.1,5.33586,0.17303
160.2,5.33946,0.17229
160.3,5.34274,0.17223
160.4,5.34609,0.17194
160.5,5.34937,0.17106
160.6,5.35277,0.17066
160.7,5.35593,0.17059
160.8,5.3592,0.17008
160.9,5.36255,0.16974
161,5.36603,0.17005
161.1,5.36924,0.16977
161.2,5.37259,0.16882
161.3,5.37604,0.16906
161.4,5.37917,0.16848
161.5,5.38263,0.16834
161.6,5.3862,0.16805
161.7,5.38941,0.16786
161.8,5.39253,0.1673
161.9,5.39616,0.16732
162,5.39925,0.16682
162.1,5.40251,0.16617
162.2,5.40596,0.16557
162.3,5.4094,0.16516
162.4,5.41243,0.16458
162.5,5.41601,0.16381
162.6,5.41929,0.16411
162.7,5.42265,0.16328
162.8,5.42596,0.16278
162.9,5.42947,0.16209
163,5.43273,0.1625
163.1,5.43601,0.16128
163.2,5.43937,0.16119
163.3,5.44276,0.16164
163.4,5.44593,0.1617
163.5,5.44921,0.16068
163.6,5.45267,0.16092
163.7,5.45585,0.1597
163.8,5.45922,0.15995
163.9,5.46274,0.15966
164,5.46598,0.15947
164.1,5.46916,0.15855
164.2,5.47282,0.15822
164.3,5.47601,0.15835
164.4,5.47929,0.15736
164.5,5.48277,0.15719
164.6,5.48611,0.15697
164.7,5.48913,0.15698
164.8,5.49262,0.15651
164.9,5.49595,0.15607
165,5.49925,0.1558
165.1,5.5026,0.15474
165.2,5.506,0.15454
165.3,5.50926,0.1541
165.4,5.51259,0.15348
165.5,5.51601,0.15337
165.6,5.51954,0.15351
165.7,5.52271,0.15311
165.8,5.52593,0.15239
165.9,5.52946,0.15214
166,5.5326,0.15211
166.1,5.53589,0.15168
166.2,5.5394,0.15123
166.3,5.54263,0.15106
166.4,5.54579,0.14975
166.5,5.54939,0.14957
166.6,5.55256,0.14863
166.7,5.55587,0.14801
166.8,5.55943,0.14749
166.9,5.56283,0.14753
167,5.56595,0.14684
167.1,5.56937,0.14585
167.2,5.57274,0.14599
167.3,5.57604,0.14538
167.4,5.57924,0.14503
167.5,5.58267,0.144
167.6,5.5859,0.14403
167.7,5.58918,0.14368
167.8,5.59259,0.14354
167.9,5.59611,0.14396
168,5.59923,0.1435
168.1,5.6026,0.14253
168.2,5.60611,0.14294
168.3,5.60933,0.14229
168.4,5.61265,0.14215
168.5,5.61617,0.14169
168.6,5.6194,0.14151
168.7,5.62249,0.14124
168.8,5.62599,0.14099
168.9,5.62924,0.14024
169,5.63257,0.14
169.1,5.63601,0.13857
169.2,5.63941,0.13883
169.3,5.64248,0.13873
169.4,5.64599,0.13798
169.5,5.64936,0.13752
169.6,5.65282,0.13745
169.7,5.65598,0.13681
169.8,5.65942,0.1363
169.9,5.6627,0.1359
170,5.66584,0.13548
170.1,5.66925,0.13457
170.2,5.67273,0.13478
170.3,5.6759,0.13426
170.4,5.67917,0.13326
170.5,5.68273,0.13242
170.6,5.68584,0.13224
170.7,5.6892,0.13164
170.8,5.69281,0.13103
170.9,5.69613,0.13119
171,5.69925,0.13056
171.1,5.70273,0.13039
171.2,5.70601,0.12982
171.3,5.70937,0.12953
171.4,5.71264,0.12919
171.5,5.71603,0.12864
171.6,5.71915,0.12843
171.7,5.7226,0.12749
171.8,5.72591,0.127
171.9,5.7294,0.12663
172,5.73259,0.12583
172.1,5.73601,0.12555
172.2,5.73941,0.12555
172.3,5.74266,0.12519
172.4,5.746,0.12508
172.5,5.74954,0.12522
172.6,5.75271,0.12469
172.7,5.75584,0.12405
172.8,5.75942,0.12399
172.9,5.76251,0.12338
173,5.76584,0.12359
173.1,5.76934,0.1235
173.2,5.77275,0.12323
173.3,5.77579,0.12292
173.4,5.77932,0.12231
173.5,5.78268,0.12232
173.6,5.78603,0.12219
173.7,5.78936,0.12102
173.8,5.79282,0.12057
173.9,5.79597,0.12086
174,5.79929,0.12001
174.1,5.80264,0.12045
174.2,5.80597,0.12061
174.3,5.80921,0.12015
174.4,5.81258,0.12019
174.5,5.816,0.1201
174.6,5.81923,0.11973
174.7,5.82256,0.119
174.8,5.82614,0.11783
174.9,5.82937,0.11849
175,5.8326,0.11759
175.1,5.83621,0.11766
175.2,5.83934,0.11759
175.3,5.8426,0.11713
175.4,5.84605,0.11584
175.5,5.84939,0.11555
175.6,5.85244,0.11496
175.7,5.85597,0.11412
175.8,5.85928,0.11446
175.9,5.86264,0.11434
176,5.86592,0.11393
176.1,5.86938,0.11329
176.2,5.8726,0.11333
176.3,5.87597,0.11252
176.4,5.87938,0.11237
176.5,5.88282,0.1122
176.6,5.88598,0.11143
176.7,5.88924,0.11106
176.8,5.89269,0.11108
176.9,5.89585,0.1109
177,5.8992,0.11008
177.1,5.90274,0.10983
177.2,5.90596,0.11015
177.3,5.90912,0.10943
177.4,5.91273,0.1098
177.5,5.91594,0.10967
177.6,5.9193,0.10931
177.7,5.92287,0.10845
177.8,5.92612,0.10837
177.9,5.92921,0.10803
178,5.93269,0.10741
178.1,5.93602,0.10731
178.2,5.93926,0.10733
178.3,5.94261,0.10667
178.4,5.94599,0.10661
178.5,5.94925,0.10635
178.6,5.95259,0.10555
178.7,5.95592,0.10557
178.8,5.95944,0.1047
178.9,5.96265,0.10458
179,5.96601,0.10372
179.1,5.96946,0.10387
179.2,5.97261,0.10326
179.3,5.97595,0.10215
179.4,5.97942,0.10191
179.5,5.98263,0.10138
179.6,5.98579,0.10137
179.7,5.98932,0.10074
179.8,5.99255,0.10038
179.9,5.99591,0.09984
180,5.99936,0.09957
180.1,6.00273,0.09971
180.2,6.00583,0.09924
180.3,6.00936,0.09849
180.4,6.01276,0.09791
180.5,6.01607,0.09774
180.6,6.01933,0.09757
180.7,6.02273,0.09747
180.8,6.02598,0.09752
180.9,6.02913,0.09727
181,6.03257,0.09748
181.1,6.03611,0.09706
181.2,6.03927,0.0968
181.3,6.04255,0.09688
181.4,6.04605,0.09637
181.5,6.04925,0.09611
181.6,6.05265,0.09576
181.7,6.05624,0.09526
181.8,6.05942,0.09534
181.9,6.06254,0.09516
182,6.06603,0.09507
182.1,6.06927,0.09433
182.2,6.07253,0.09445
182.3,6.07595,0.09413
182.4,6.07938,0.09346
182.5,6.08249,0.09316
182.6,6.08592,0.09255
182.7,6.08928,0.09282
182.8,6.09272,0.09249
182.9,6.09599,0.09196
183,6.09945,0.09202
183.1,6.10275,0.09198
183.2,6.10591,0.09153
183.3,6.10931,0.09163
183.4,6.1128,0.09108
183.5,6.11591,0.09155
183.6,6.11914,0.09063
183.7,6.12271,0.09102
183.8,6.1259,0.09091
183.9,6.12921,0.09063
184,6.13272,0.09074
184.1,6.13607,0.0904
184.2,6.13917,0.09079
184.3,6.14281,0.09029
184.4,6.14607,0.09023
184.5,6.14937,0.08948
184.6,6.1527,0.08942
184.7,6.15612,0.08927
184.8,6.15923,0.08913
184.9,6.16256,0.08831
185,6.1659,0.0879
185.1,6.16933,0.08795
185.2,6.17257,0.08714
185.3,6.17596,0.08718
185.4,6.17934,0.08773
185.5,6.18251,0.08654
185.6,6.18597,0.08609
185.7,6.18953,0.08621
185.8,6.19272,0.08585
185.9,6.19589,0.08528
186,6.19949,0.08526
186.1,6.20257,0.08518
186.2,6.20583,0.08534
186.3,6.20932,0.08534
186.4,6.21273,0.08561
186.5,6.21576,0.08435
186.6,6.21938,0.08414
186.7,6.22263,0.08412
186.8,6.22595,0.08406
186.9,6.22932,0.08375
187,6.23282,0.08359
187.1,6.236,0.08289
187.2,6.23937,0.08279
187.3,6.24271,0.08199
187.4,6.24607,0.08204
187.5,6.24927,0.08187
187.6,6.25257,0.08131
187.7,6.25598,0.08166
187.8,6.25919,0.08125
187.9,6.26258,0.08088
188,6.26607,0.08031
188.1,6.26927,0.08024
188.2,6.27252,0.07988
188.3,6.27616,0.07958
188.4,6.27936,0.07917
188.5,6.28262,0.07855
188.6,6.28613,0.07856
188.7,6.2894,0.07855
188.8,6.29245,0.07867
188.9,6.29599,0.07817
189,6.29929,0.07783
189.1,6.30255,0.07795
189.2,6.30596,0.07755
189.3,6.30936,0.0777
189.4,6.31254,0.07735
189.5,6.31593,0.0773
189.6,6.31936,0.07717
189.7,6.32284,0.07693
189.8,6.32602,0.07652
189.9,6.3293,0.07677
190,6.33275,0.07671
190.1,6.33593,0.07609
190.2,6.33926,0.07581
190.3,6.34274,0.07605
190.4,6.34594,0.07587
190.5,6.34916,0.07508
190.6,6.35275,0.07551
190.7,6.3559,0.07484
190.8,6.35919,0.07481
190.9,6.36279,0.07464
191,6.36613,0.07432
191.1,6.36925,0.0741
191.2,6.37272,0.0733
191.3,6.37606,0.07329
191.4,6.37932,0.07374
191.5,6.38258,0.07265
191.6,6.38601,0.07305
191.7,6.38921,0.07314
191.8,6.39253,0.07344
191.9,6.39593,0.07248
192,6.39942,0.07241
192.1,6.40256,0.07256
192.2,6.40597,0.07192
192.3,6.40942,0.07224
192.4,6.41263,0.07193
192.5,6.41597,0.07141
192.6,6.41952,0.07145
192.7,6.42272,0.07106
192.8,6.42584,0.07061
192.9,6.42934,0.07037
193,6.43254,0.07062
193.1,6.43588,0.06983
193.2,6.43937,0.06975
193.3,6.44274,0.06968
193.4,6.44578,0.06917
193.5,6.44933,0.06891
193.6,6.4527,0.069
193.7,6.45613,0.06861
193.8,6.45934,0.06835
193.9,6.4628,0.06774
194,6.46599,0.06721
194.1,6.46915,0.06698
194.2,6.47261,0.06663
194.3,6.47606,0.06671
194.4,6.4792,0.06655
194.5,6.48253,0.06638
194.6,6.48606,0.06612
194.7,6.48917,0.06597
194.8,6.49254,0.06575
194.9,6.49614,0.06581
195,6.49941,0.06516
195.1,6.5026,0.0654
195.2,6.5061,0.06471
195.3,6.50933,0.06509
195.4,6.51266,0.0643
195.5,6.51601,0.06394
195.6,6.51937,0.06395
195.7,6.52244,0.06384
195.8,6.52596,0.06276
195.9,6.52926,0.06317
196,6.53271,0.06287
196.1,6.5359,0.0634
196.2,6.53938,0.06293
196.3,6.54271,0.06312
196.4,6.54599,0.06301
196.5,6.54934,0.06302
196.6,6.55287,0.0629
196.7,6.55602,0.06282
196.8,6.5592,0.0621
196.9,6.56274,0.06222
197,6.56582,0.0617
197.1,6.56918,0.06147
197.2,6.57271,0.06124
197.3,6.57605,0.06149
197.4,6.5791,0.06132
197.5,6.5827,0.061
197.6,6.586,0.06162
197.7,6.58934,0.06111
197.8,6.59272,0.06081
197.9,6.59616,0.06053
198,6.59929,0.06091
198.1,6.60265,0.06004
198.2,6.60596,0.06001
198.3,6.60928,0.06019
198.4,6.61253,0.06001
198.5,6.61599,0.05952
198.6,6.6193,0.0595
198.7,6.62255,0.0586
198.8,6.62589,0.05867
198.9,6.62947,0.05866
199,6.63267,0.05845
199.1,6.63595,0.05807
199.2,6.63955,0.05763
199.3,6.64268,0.05783
199.4,6.64593,0.05768
199.5,6.64941,0.05742
199.6,6.65267,0.05739
199.7,6.65576,0.05677
199.8,6.65933,0.05684
199.9,6.66261,0.05688
200,6.66593,0.05647
200.1,6.66927,0.05646
200.2,6.67275,0.05644
200.3,6.6759,0.0558
200.4,6.67932,0.05627
200.5,6.68272,0.05565
200.6,6.68611,0.05585
200.7,6.68931,0.05553
200.8,6.6926,0.05535
200.9,6.69597,0.05553
201,6.69919,0.05512
201.1,6.70256,0.05514
201.2,6.70609,0.05525
201.3,6.70927,0.055
201.4,6.71247,0.05467
201.5,6.71606,0.05459
201.6,6.7193,0.05469
201.7,6.72262,0.05463
201.8,6.7262,0.05448
201.9,6.72944,0.05451
202,6.73254,0.05429
202.1,6.73607,0.0543
202.2,6.73935,0.05405
202.3,6.74257,0.05417
202.4,6.74597,0.05391
202.5,6.74935,0.05414
202.6,6.75254,0.054
