(s),(mm),(kgf)
15.2,0.50606,0.51826
15.3,0.50927,0.53318
15.4,0.5127,0.54917
15.5,0.51608,0.56473
15.6,0.51931,0.5797
15.7,0.52264,0.59511
15.8,0.52618,0.61208
15.9,0.52937,0.6268
16,0.53252,0.64135
16.1,0.53608,0.65842
16.2,0.53915,0.67269
16.3,0.5425,0.68877
16.4,0.54603,0.70552
16.5,0.54943,0.72169
16.6,0.55246,0.73584
16.7,0.55603,0.75285
16.8,0.55933,0.76892
16.9,0.56267,0.78488
17,0.56604,0.80092
17.1,0.56947,0.81744
17.2,0.5726,0.83209
17.3,0.57597,0.84831
17.4,0.57929,0.86448
17.5,0.58265,0.88031
17.6,0.58588,0.89567
17.7,0.58926,0.9124
17.8,0.59265,0.9289
17.9,0.59589,0.94428
18,0.59924,0.96065
18.1,0.60282,0.97793
18.2,0.60601,0.99354
18.3,0.60925,1.00929
18.4,0.61286,1.02691
18.5,0.61601,1.0419
18.6,0.61928,1.0579
18.7,0.62272,1.07463
18.8,0.62603,1.09082
18.9,0.6291,1.10585
19,0.63265,1.12279
19.1,0.63594,1.139
19.2,0.63928,1.15527
19.3,0.64261,1.17141
19.4,0.64607,1.18883
19.5,0.64926,1.20418
19.6,0.65265,1.22066
19.7,0.65605,1.23795
19.8,0.65946,1.25437
19.9,0.66266,1.27033
20,0.66594,1.28587
20.1,0.66933,1.30302
20.2,0.67252,1.31832
20.3,0.67586,1.33494
20.4,0.67941,1.35229
20.5,0.68264,1.36835
20.6,0.6858,1.38421
20.7,0.68941,1.40179
20.8,0.69262,1.41801
20.9,0.69593,1.43438
21,0.69954,1.45228
21.1,0.70279,1.46774
21.2,0.70586,1.48293
21.3,0.70939,1.50068
21.4,0.71269,1.51705
21.5,0.71592,1.53301
21.6,0.71927,1.54918
21.7,0.72266,1.56607
21.8,0.72589,1.58202
21.9,0.72928,1.59873
22,0.73263,1.61544
22.1,0.73611,1.63284
22.2,0.73932,1.64864
22.3,0.74269,1.66549
22.4,0.7461,1.68186
22.5,0.74927,1.69776
22.6,0.75262,1.71409
22.7,0.75611,1.73135
22.8,0.75929,1.74677
22.9,0.76246,1.76244
23,0.76599,1.77974
23.1,0.76918,1.79578
23.2,0.77256,1.81205
23.3,0.77606,1.82946
23.4,0.77941,1.84611
23.5,0.78249,1.86109
23.6,0.78604,1.8785
23.7,0.78941,1.89467
23.8,0.79269,1.91075
23.9,0.79599,1.92681
24,0.79941,1.94345
24.1,0.80263,1.95892
24.2,0.80583,1.9744
24.3,0.80926,1.99113
24.4,0.81278,2.00809
24.5,0.81593,2.0236
24.6,0.81925,2.03927
24.7,0.82273,2.05662
24.8,0.82594,2.07208
24.9,0.82928,2.08837
25,0.83291,2.10604
25.1,0.83607,2.12093
25.2,0.83921,2.13572
25.3,0.84272,2.15235
25.4,0.84593,2.16762
25.5,0.8492,2.18328
25.6,0.85263,2.19966
25.7,0.85604,2.21618
25.8,0.85913,2.23083
25.9,0.86264,2.2481
26,0.86595,2.26352
26.1,0.86934,2.27959
26.2,0.87265,2.29537
26.3,0.87613,2.31191
26.4,0.87939,2.32725
26.5,0.88256,2.34238
26.6,0.88598,2.35842
26.7,0.88949,2.37503
26.8,0.8926,2.38928
26.9,0.89583,2.40447
27,0.89935,2.42169
27.1,0.90257,2.43632
27.2,0.90586,2.45181
27.3,0.90941,2.46885
27.4,0.91274,2.48419
27.5,0.91586,2.49864
27.6,0.91947,2.51582
27.7,0.92271,2.53068
27.8,0.92602,2.54661
27.9,0.92938,2.56222
28,0.93279,2.57756
28.1,0.93588,2.5922
28.2,0.93925,2.60746
28.3,0.94257,2.6235
28.4,0.946,2.63875
28.5,0.94923,2.6541
28.6,0.95265,2.66988
28.7,0.95598,2.6856
28.8,0.95918,2.70048
28.9,0.96265,2.71655
29,0.96619,2.73252
29.1,0.96934,2.74731
29.2,0.97257,2.76211
29.3,0.97617,2.77854
29.4,0.97924,2.79277
29.5,0.98251,2.80742
29.6,0.98599,2.82362
29.7,0.98937,2.83929
29.8,0.99242,2.85278
29.9,0.99606,2.86987
30,0.9993,2.88483
30.1,1.00261,2.89994
30.2,1.006,2.91529
30.3,1.00948,2.93124
30.4,1.01263,2.94488
30.5,1.01601,2.96024
30.6,1.01937,2.97576
30.7,1.02272,2.9908
30.8,1.02593,3.00545
30.9,1.02927,3.02022
31,1.03263,3.03593
31.1,1.03587,3.05048
31.2,1.03925,3.06585
31.3,1.04273,3.08138
31.4,1.04593,3.09627
31.5,1.0492,3.11061
31.6,1.05282,3.12722
31.7,1.05597,3.14133
31.8,1.05928,3.15588
31.9,1.0628,3.17149
32,1.06612,3.18677
32.1,1.06912,3.19948
32.2,1.07265,3.21508
32.3,1.07594,3.22996
32.4,1.07919,3.24435
32.5,1.08261,3.25947
32.6,1.08601,3.27436
32.7,1.08921,3.2893
32.8,1.09263,3.30432
32.9,1.09602,3.3194
33,1.09948,3.33488
33.1,1.1027,3.3488
33.2,1.10598,3.36269
33.3,1.10943,3.37838
33.4,1.11261,3.39203
33.5,1.11593,3.40636
33.6,1.11941,3.42176
33.7,1.12262,3.43565
33.8,1.12583,3.44935
33.9,1.1294,3.46557
34,1.13255,3.47861
34.1,1.13586,3.49321
34.2,1.13948,3.50898
34.3,1.14275,3.52282
34.4,1.14588,3.53603
34.5,1.14939,3.55122
34.6,1.1527,3.5658
34.7,1.15598,3.57974
34.8,1.15927,3.59409
34.9,1.16268,3.60806
35,1.16584,3.6214
35.1,1.16922,3.63615
35.2,1.1726,3.65044
35.3,1.17607,3.66537
35.4,1.17924,3.67838
35.5,1.18268,3.69322
35.6,1.18609,3.70709
35.7,1.18929,3.72121
35.8,1.19265,3.73508
35.9,1.1962,3.75016
36,1.19939,3.76322
36.1,1.20251,3.77593
36.2,1.20601,3.79129
36.3,1.2092,3.8045
36.4,1.21257,3.81853
36.5,1.21605,3.83326
36.6,1.21939,3.84696
36.7,1.22246,3.85971
36.8,1.22604,3.87455
36.9,1.22936,3.88804
37,1.23274,3.90276
37.1,1.236,3.91582
37.2,1.23947,3.93029
37.3,1.24266,3.94318
37.4,1.24583,3.95592
37.5,1.24928,3.97002
37.6,1.25273,3.98471
37.7,1.25587,3.99718
37.8,1.25923,4.01061
37.9,1.26271,4.02522
38,1.26582,4.03729
38.1,1.2692,4.05137
38.2,1.27283,4.06659
38.3,1.27605,4.07928
38.4,1.27924,4.09206
38.5,1.28278,4.10637
38.6,1.28598,4.11938
38.7,1.28934,4.13271
38.8,1.29269,4.14599
38.9,1.29604,4.15932
39,1.2991,4.17148
39.1,1.30264,4.18614
39.2,1.30593,4.19897
39.3,1.30936,4.21297
39.4,1.31259,4.22578
39.5,1.31608,4.23993
39.6,1.31936,4.25253
39.7,1.32265,4.26543
39.8,1.32599,4.27889
39.9,1.32953,4.2935
40,1.33268,4.30523
40.1,1.33589,4.31746
40.2,1.33943,4.332
40.3,1.34249,4.3434
40.4,1.34585,4.35699
40.5,1.34937,4.37114
40.6,1.3527,4.38394
40.7,1.35578,4.39523
40.8,1.3594,4.41022
40.9,1.36262,4.42269
41,1.36597,4.43585
41.1,1.36941,4.44912
41.2,1.37283,4.46279
41.3,1.37592,4.47438
41.4,1.37933,4.48776
41.5,1.38262,4.50026
41.6,1.38592,4.51339
41.7,1.38919,4.52561
41.8,1.39265,4.53908
41.9,1.39594,4.5519
42,1.39925,4.56437
42.1,1.4026,4.57738
42.2,1.40615,4.59146
42.3,1.40931,4.60339
42.4,1.41262,4.61599
42.5,1.4162,4.63071
42.6,1.41932,4.64172
42.7,1.4226,4.65409
42.8,1.42608,4.66841
42.9,1.42935,4.68094
43,1.43243,4.69162
43.1,1.43603,4.70644
43.2,1.43928,4.71838
43.3,1.44258,4.7312
43.4,1.44595,4.74428
43.5,1.44942,4.75781
43.6,1.45255,4.76939
43.7,1.45601,4.78299
43.8,1.45938,4.796
43.9,1.46274,4.80877
44,1.46597,4.82093
44.1,1.46931,4.83413
44.2,1.47265,4.84654
44.3,1.47587,4.85902
44.4,1.47923,4.87236
44.5,1.48274,4.88587
44.6,1.48594,4.89804
44.7,1.48915,4.91051
44.8,1.49274,4.92555
44.9,1.49593,4.93782
45,1.49927,4.95132
45.1,1.5029,4.9671
45.2,1.50611,4.97982
45.3,1.5092,4.99231
45.4,1.51274,5.00783
45.5,1.516,5.02096
45.6,1.51922,5.03481
45.7,1.52263,5.04982
45.8,1.52601,5.06453
45.9,1.52919,5.07822
46,1.53263,5.09328
46.1,1.53597,5.10813
46.2,1.5394,5.12332
46.3,1.54264,5.1373
46.4,1.54604,5.15188
46.5,1.54941,5.16625
46.6,1.55261,5.17977
46.7,1.55597,5.19322
46.8,1.55944,5.20858
46.9,1.56258,5.22081
47,1.56585,5.234
47.1,1.56936,5.24938
47.2,1.57253,5.26115
47.3,1.57588,5.27489
47.4,1.5794,5.28885
47.5,1.5827,5.30145
47.6,1.58582,5.31253
47.7,1.58941,5.32742
47.8,1.59275,5.33977
47.9,1.59602,5.35156
48,1.59936,5.36437
48.1,1.60277,5.37666
48.2,1.60591,5.38793
48.3,1.60917,5.39967
48.4,1.61259,5.41235
48.5,1.61608,5.426
48.6,1.61925,5.43679
48.7,1.6226,5.44883
48.8,1.62602,5.4615
48.9,1.62926,5.47299
49,1.63265,5.48532
49.1,1.63626,5.49902
49.2,1.63936,5.509
49.3,1.64258,5.52015
49.4,1.64608,5.53296
49.5,1.64924,5.54335
49.6,1.65253,5.55441
49.7,1.656,5.56714
49.8,1.65936,5.5791
49.9,1.66244,5.58903
50,1.66599,5.60179
50.1,1.66928,5.61312
50.2,1.67264,5.62459
50.3,1.67599,5.63617
50.4,1.67948,5.64858
50.5,1.68269,5.65878
50.6,1.68592,5.66977
50.7,1.68932,5.68105
50.8,1.69281,5.69382
50.9,1.69592,5.70297
51,1.6992,5.71411
51.1,1.70269,5.72634
51.2,1.70589,5.7368
51.3,1.7092,5.74794
51.4,1.71277,5.76067
51.5,1.71605,5.77143
51.6,1.71919,5.78105
51.7,1.72281,5.79379
51.8,1.72602,5.80392
51.9,1.72932,5.81513
52,1.73274,5.82596
52.1,1.73615,5.83712
52.2,1.73918,5.84654
52.3,1.74263,5.85792
52.4,1.7459,5.86897
52.5,1.74927,5.8799
52.6,1.75256,5.89059
52.7,1.75603,5.90211
52.8,1.75926,5.9126
52.9,1.76252,5.92257
53,1.766,5.93403
53.1,1.76952,5.94658
53.2,1.77269,5.95604
53.3,1.77593,5.96557
53.4,1.77948,5.97809
53.5,1.78256,5.98702
53.6,1.78587,5.99756
53.7,1.78935,6.00921
53.8,1.79269,6.01952
53.9,1.79575,6.02821
54,1.79941,6.04089
54.1,1.80262,6.0505
54.2,1.80594,6.06092
54.3,1.80936,6.07204
54.4,1.81281,6.08288
54.5,1.81594,6.09193
54.6,1.8194,6.10285
54.7,1.82274,6.11315
54.8,1.82601,6.12299
54.9,1.82928,6.13247
55,1.83264,6.14302
55.1,1.83594,6.15287
55.2,1.83922,6.16271
55.3,1.84259,6.17292
55.4,1.84607,6.18382
55.5,1.84924,6.1931
55.6,1.85255,6.20278
55.7,1.85613,6.21451
55.8,1.85931,6.22348
55.9,1.86263,6.23331
56,1.86616,6.24459
56.1,1.86942,6.25402
56.2,1.87246,6.26206
56.3,1.87602,6.27404
56.4,1.87925,6.28324
56.5,1.8825,6.29263
56.6,1.88597,6.30312
56.7,1.88938,6.31307
56.8,1.89251,6.32148
56.9,1.89597,6.33228
57,1.89936,6.34203
57.1,1.90279,6.35244
57.2,1.90606,6.36132
57.3,1.90934,6.37076
57.4,1.91269,6.38048
57.5,1.91595,6.38946
57.6,1.91931,6.39904
57.7,1.92273,6.40907
57.8,1.92592,6.41749
57.9,1.92919,6.42654
58,1.93274,6.43735
58.1,1.93588,6.44522
58.2,1.93918,6.45461
58.3,1.9428,6.46563
58.4,1.94607,6.47496
58.5,1.94925,6.4828
58.6,1.95277,6.49333
58.7,1.95601,6.50173
58.8,1.95928,6.51042
58.9,1.96265,6.5197
59,1.96604,6.52903
59.1,1.96914,6.53688
59.2,1.97255,6.54685
59.3,1.97594,6.55643
59.4,1.97941,6.56566
59.5,1.98258,6.57418
59.6,1.98602,6.58392
59.7,1.98935,6.59306
59.8,1.99261,6.60165
59.9,1.99599,6.61093
60,1.99949,6.62056
60.1,2.00267,6.62853
60.2,2.00588,6.63706
60.3,2.0094,6.64783
60.4,2.01251,6.6551
60.5,2.01586,6.66433
60.6,2.01942,6.67496
60.7,2.02272,6.68304
60.8,2.02578,6.69027
60.9,2.02938,6.701
61,2.03265,6.70936
61.1,2.03603,6.71892
61.2,2.03938,6.7278
61.3,2.04282,6.73719
61.4,2.04593,6.744
61.5,2.04922,6.75286
61.6,2.05267,6.76238
61.7,2.05603,6.77116
61.8,2.05918,6.77872
61.9,2.0626,6.78788
62,2.06601,6.79684
62.1,2.06918,6.80473
62.2,2.07255,6.81336
62.3,2.07616,6.82432
62.4,2.07936,6.83173
62.5,2.08262,6.8399
62.6,2.08611,6.84953
62.7,2.08927,6.85711
62.8,2.09262,6.86565
62.9,2.09605,6.87425
63,2.09936,6.88305
63.1,2.10241,6.88938
63.2,2.106,6.89939
63.3,2.10927,6.90794
63.4,2.11267,6.91664
63.5,2.11593,6.92467
63.6,2.11944,6.93415
63.7,2.12265,6.94182
63.8,2.12602,6.95011
63.9,2.12935,6.95802
64,2.13284,6.9675
64.1,2.13599,6.97404
64.2,2.13926,6.98214
64.3,2.14274,6.99139
64.4,2.14581,6.99803
64.5,2.14916,7.00657
64.6,2.15274,7.01628
64.7,2.15604,7.02427
64.8,2.15913,7.03084
64.9,2.16275,7.04129
65,2.16592,7.04816
65.1,2.16928,7.05635
65.2,2.17276,7.06535
65.3,2.17616,7.07381
65.4,2.17922,7.07958
65.5,2.1827,7.08834
65.6,2.18597,7.09638
65.7,2.18924,7.10363
65.8,2.19254,7.11193
65.9,2.19603,7.12095
66,2.19923,7.12839
66.1,2.20259,7.13629
66.2,2.20593,7.14431
66.3,2.20945,7.15372
66.4,2.21263,7.16062
66.5,2.21599,7.16861
66.6,2.21951,7.17785
66.7,2.22265,7.18378
66.8,2.22595,7.19138
66.9,2.22945,7.19996
67,2.23265,7.20699
67.1,2.23577,7.21327
67.2,2.23938,7.2228
67.3,2.24259,7.22959
67.4,2.24591,7.23686
67.5,2.24931,7.24523
67.6,2.25274,7.25402
67.7,2.25583,7.26053
67.8,2.25937,7.26954
67.9,2.26273,7.27753
68,2.26605,7.28509
68.1,2.26933,7.29228
68.2,2.2727,7.30029
68.3,2.27598,7.30772
68.4,2.27921,7.31458
68.5,2.28258,7.32261
68.6,2.28606,7.33171
68.7,2.28925,7.33837
68.8,2.29251,7.34542
68.9,2.29605,7.35463
69,2.29926,7.36115
69.1,2.30261,7.36869
69.2,2.30622,7.37779
69.3,2.30942,7.38426
69.4,2.31251,7.3901
69.5,2.31609,7.39925
69.6,2.31935,7.40671
69.7,2.32252,7.41275
69.8,2.326,7.42165
69.9,2.32936,7.42864
70,2.33249,7.43472
70.1,2.336,7.44329
70.2,2.3393,7.4506
70.3,2.34269,7.45873
70.4,2.34599,7.46572
70.5,2.34941,7.4737
70.6,2.35272,7.48065
70.7,2.35595,7.48673
70.8,2.35932,7.49413
70.9,2.36276,7.50258
71,2.36589,7.50775
71.1,2.3692,7.51516
71.2,2.37268,7.5234
71.3,2.37585,7.52931
71.4,2.37923,7.53715
71.5,2.38278,7.54553
71.6,2.38603,7.55237
71.7,2.38917,7.55746
71.8,2.39275,7.56645
71.9,2.39606,7.57351
72,2.39931,7.57945
72.1,2.40271,7.58669
72.2,2.40611,7.59381
72.3,2.40923,7.59935
72.4,2.41254,7.60604
72.5,2.41595,7.61373
72.6,2.41937,7.62097
72.7,2.42258,7.62607
72.8,2.42601,7.63343
72.9,2.42933,7.6406
73,2.43259,7.64615
73.1,2.43598,7.65351
73.2,2.4396,7.66142
73.3,2.44268,7.66602
73.4,2.44593,7.67186
73.5,2.44943,7.68028
73.6,2.45255,7.68506
73.7,2.45586,7.69108
73.8,2.45936,7.69846
73.9,2.46267,7.70483
74,2.46576,7.70893
74.1,2.46935,7.71748
74.2,2.4726,7.72316
74.3,2.47595,7.7297
74.4,2.47936,7.73663
74.5,2.48285,7.74383
74.6,2.48599,7.74834
74.7,2.48925,7.75433
74.8,2.49266,7.76105
74.9,2.49613,7.7685
75,2.49926,7.77295
75.1,2.50257,7.7792
75.2,2.50599,7.7862
75.3,2.50922,7.79104
75.4,2.51254,7.79698
75.5,2.5161,7.80509
75.6,2.51934,7.81026
75.7,2.52254,7.81462
75.8,2.52616,7.82311
75.9,2.52932,7.82758
76,2.53264,7.83381
76.1,2.53612,7.84044
76.2,2.53947,7.84614
76.3,2.54248,7.84997
76.4,2.54598,7.85709
76.5,2.54924,7.86218
76.6,2.55258,7.86796
76.7,2.55591,7.87357
76.8,2.55941,7.88102
76.9,2.56256,7.88547
77,2.56588,7.89124
77.1,2.56935,7.89818
77.2,2.57284,7.90437
77.3,2.57599,7.90897
77.4,2.5793,7.91487
77.5,2.58279,7.92156
77.6,2.58591,7.92565
77.7,2.58922,7.93146
77.8,2.59269,7.93861
77.9,2.59596,7.94338
78,2.5991,7.94759
78.1,2.60275,7.95591
78.2,2.60594,7.96049
78.3,2.60924,7.96572
78.4,2.61271,7.97175
78.5,2.61616,7.97858
78.6,2.61925,7.98188
78.7,2.62274,7.98852
78.8,2.62602,7.99336
78.9,2.62935,7.99958
79,2.63264,8.00369
79.1,2.63601,8.01033
79.2,2.63922,8.01511
79.3,2.64255,8.02027
79.4,2.64596,8.02683
79.5,2.64941,8.03281
79.6,2.65256,8.03665
79.7,2.65593,8.04225
79.8,2.65943,8.04949
79.9,2.66261,8.05331
80,2.66594,8.05844
80.1,2.66948,8.06546
80.2,2.67267,8.07026
80.3,2.67582,8.07408
80.4,2.67939,8.08175
80.5,2.68256,8.08602
80.6,2.68583,8.09104
80.7,2.68936,8.09792
80.8,2.69272,8.10268
80.9,2.69582,8.1066
81,2.69933,8.11329
81.1,2.70268,8.11869
81.2,2.70606,8.1243
81.3,2.70939,8.1297
81.4,2.7127,8.13483
81.5,2.71601,8.13942
81.6,2.7193,8.14432
81.7,2.72267,8.14985
81.8,2.72602,8.15494
81.9,2.72924,8.15946
82,2.73253,8.16439
82.1,2.73606,8.17127
82.2,2.73921,8.17469
82.3,2.74256,8.17959
82.4,2.7462,8.18741
82.5,2.7494,8.19086
82.6,2.75257,8.19392
82.7,2.75609,8.20064
82.8,2.75933,8.20467
82.9,2.76261,8.20943
83,2.76601,8.21511
83.1,2.76936,8.21994
83.2,2.77245,8.22333
83.3,2.77593,8.22922
83.4,2.77929,8.23438
83.5,2.78268,8.23969
83.6,2.78592,8.24276
83.7,2.7894,8.24905
83.8,2.79266,8.25309
83.9,2.79595,8.25756
84,2.79932,8.26211
84.1,2.80283,8.26869
84.2,2.80599,8.27178
84.3,2.80925,8.27641
84.4,2.81272,8.28185
84.5,2.81579,8.28477
84.6,2.81921,8.29028
84.7,2.82279,8.29706
84.8,2.82603,8.30057
84.9,2.82911,8.30312
85,2.83273,8.31056
85.1,2.83599,8.31415
85.2,2.83936,8.31929
85.3,2.84273,8.324
85.4,2.84611,8.32881
85.5,2.84923,8.33191
85.6,2.85258,8.33696
85.7,2.85601,8.34279
85.8,2.85931,8.34718
85.9,2.86251,8.35022
86,2.86598,8.35566
86.1,2.86932,8.36072
86.2,2.87251,8.36363
86.3,2.8759,8.36889
86.4,2.8795,8.37567
86.5,2.8827,8.37834
86.6,2.88597,8.38209
86.7,2.88947,8.38871
86.8,2.89258,8.39177
86.9,2.89595,8.39707
87,2.89942,8.40301
87.1,2.9027,8.40745
87.2,2.90573,8.4093
87.3,2.90935,8.41616
87.4,2.9126,8.41977
87.5,2.91597,8.42513
87.6,2.9193,8.42961
87.7,2.92279,8.43579
87.8,2.92594,8.43818
87.9,2.92935,8.44272
88,2.93269,8.44766
88.1,2.93614,8.45325
88.2,2.93933,8.45596
88.3,2.94264,8.46021
88.4,2.94606,8.46623
88.5,2.94916,8.46796
88.6,2.95251,8.47344
88.7,2.95607,8.47914
88.8,2.9593,8.48183
88.9,2.96249,8.4841
89,2.96608,8.49014
89.1,2.96926,8.49358
89.2,2.97261,8.4976
89.3,2.97615,8.50316
89.4,2.97948,8.50743
89.5,2.98252,8.50841
89.6,2.98607,8.51468
89.7,2.9893,8.51899
89.8,2.99253,8.52225
89.9,2.99588,8.52627
90,2.9994,8.53198
90.1,3.00254,8.53434
90.2,3.00597,8.53866
90.3,3.00927,8.54243
90.4,3.01276,8.54819
90.5,3.01595,8.55113
90.6,3.01934,8.55479
90.7,3.02283,8.55976
90.8,3.02599,8.56138
90.9,3.02927,8.56447
91,3.03276,8.57001
91.1,3.03599,8.57197
91.2,3.03911,8.57396
91.3,3.04274,8.58044
91.4,3.0459,8.58273
91.5,3.04925,8.58611
91.6,3.05269,8.59019
91.7,3.05606,8.59477
91.8,3.05915,8.59628
91.9,3.06273,8.60261
92,3.0661,8.60598
92.1,3.06934,8.60859
92.2,3.07267,8.6119
92.3,3.07602,8.61596
92.4,3.07922,8.61904
92.5,3.08253,8.62182
92.6,3.08592,8.62663
92.7,3.08935,8.63063
92.8,3.09259,8.63243
92.9,3.09589,8.63513
93,3.09938,8.64041
93.1,3.1026,8.64245
93.2,3.10595,8.64593
93.3,3.10956,8.65143
93.4,3.11272,8.6525
93.5,3.11585,8.65359
93.6,3.11943,8.65881
93.7,3.12265,8.66096
93.8,3.12585,8.66222
93.9,3.12936,8.66745
94,3.13268,8.67037
94.1,3.13583,8.67135
94.2,3.13936,8.6753
94.3,3.14264,8.67777
94.4,3.14599,8.68082
94.5,3.14935,8.68282
94.6,3.15277,8.68549
94.7,3.15599,8.68685
94.8,3.15928,8.68721
94.9,3.16268,8.68958
95,3.16607,8.69149
95.1,3.1692,8.68986
95.2,3.17255,8.69132
95.3,3.17599,8.69387
95.4,3.17918,8.69255
95.5,3.18256,8.6931
95.6,3.18613,8.69585
95.7,3.18933,8.69402
95.8,3.19252,8.69149
95.9,3.1961,8.69335
96,3.19938,8.69142
96.1,3.20263,8.68834
96.2,3.20607,8.68694
96.3,3.20941,8.68549
96.4,3.21252,8.68095
96.5,3.2159,8.6784
96.6,3.21928,8.67603
96.7,3.2227,8.67196
96.8,3.22595,8.66587
96.9,3.22935,8.661
97,3.23262,8.65615
97.1,3.23596,8.6509
97.2,3.23934,8.64626
97.3,3.24292,8.64117
97.4,3.24595,8.63073
97.5,3.24929,8.6236
97.6,3.25275,8.61748
97.7,3.25583,8.60764
97.8,3.25921,8.59892
97.9,3.26272,8.59141
98,3.26597,8.58066
98.1,3.26912,8.56771
98.2,3.27273,8.55849
98.3,3.27593,8.54469
98.4,3.27925,8.53116
98.5,3.28273,8.51641
98.6,3.28617,8.49949
98.7,3.28929,8.4778
98.8,3.29262,8.45625
98.9,3.29601,8.43365
99,3.29939,8.4055
99.1,3.30257,8.37308
99.2,3.30594,8.33958
99.3,3.30928,8.3023
99.4,3.31257,8.25987
99.5,3.31587,8.21291
99.6,3.31946,8.1521
99.7,3.32265,8.04743
99.8,3.32591,6.56167
99.9,3.32949,5.2901
100,3.33266,4.95445
100.1,3.33596,4.72556
100.2,3.3395,4.54173
100.3,3.34275,4.38798
100.4,3.34579,4.25974
100.5,3.34936,4.15931
100.6,3.35255,4.08216
100.7,3.3559,4.01815
100.8,3.35927,3.95309
100.9,3.36277,3.88892
101,3.36588,3.81884
101.1,3.36926,3.7478
