time,kN,disp,elongation
99.25,9.016406,12.6955,
99.3,9.015625,12.7085,
99.35,9.016406,12.721,
99.4,9.020312,12.7335,
99.45,9.022656,12.746,
99.5,9.025,12.7585,
99.55,9.025,12.771,
99.6,9.024219,12.7835,
99.65,9.021875,12.796,
99.7,9.01875,12.8085,
99.75,9.01875,12.821,
99.8,9.021875,12.8335,
99.85,9.021875,12.846,
99.9,9.022656,12.8585,
99.95,9.022656,12.8705,
100,9.022656,12.883,
100.05,9.021875,12.8955,
100.1,9.027344,12.9085,
100.15,9.026563,12.921,
100.2,9.027344,12.9335,
100.25,9.024219,12.946,
100.3,9.025782,12.9585,
100.35,9.025,12.971,
100.4,9.024219,12.984,
100.45,9.023438,12.9965,
100.5,9.025782,13.009,
100.55,9.025782,13.0215,
100.6,9.028125,13.034,
100.65,9.026563,13.0465,
100.7,9.026563,13.059,
100.75,9.030469,13.0715,
100.8,9.030469,13.084,
100.85,9.028125,13.096,
100.9,9.026563,13.1085,
100.95,9.028906,13.121,
101,9.028125,13.1335,
101.05,9.028125,13.146,
101.1,9.029688,13.1585,
101.15,9.033594,13.171,
101.2,9.033594,13.1835,
101.25,9.03125,13.1965,
101.3,9.03125,13.2085,
101.35,9.03125,13.2215,
101.4,9.032031,13.2335,
101.45,9.03125,13.246,
101.5,9.033594,13.2585,
101.55,9.032031,13.271,
101.6,9.03125,13.284,
101.65,9.032031,13.296,
101.7,9.032812,13.309,
101.75,9.035156,13.321,
101.8,9.032812,13.3335,
101.85,9.029688,13.346,
101.9,9.032031,13.3585,
101.95,9.032812,13.371,
102,9.032812,13.383,
102.05,9.032812,13.396,
102.1,9.033594,13.4085,
102.15,9.034375,13.421,
102.2,9.039844,13.4335,
102.25,9.035156,13.446,
102.3,9.034375,13.4585,
102.35,9.035937,13.471,
102.4,9.033594,13.4835,
102.45,9.034375,13.496,
102.5,9.03125,13.5085,
102.55,9.032031,13.521,
102.6,9.033594,13.5335,
102.65,9.035937,13.546,
102.7,9.036718,13.5585,
102.75,9.034375,13.571,
102.8,9.028906,13.5835,
102.85,9.028125,13.596,
102.9,9.029688,13.6085,
102.95,9.035937,13.621,
103,9.035937,13.6335,
103.05,9.038281,13.646,
103.1,9.032031,13.6585,
103.15,9.033594,13.671,
103.2,9.035156,13.6835,
103.25,9.033594,13.696,
103.3,9.0375,13.7085,
103.35,9.035937,13.721,
103.4,9.033594,13.7335,
103.45,9.033594,13.746,
103.5,9.038281,13.759,
103.55,9.042969,13.771,
103.6,9.042188,13.784,
103.65,9.0375,13.796,
103.7,9.033594,13.8085,
103.75,9.0375,13.821,
103.8,9.035156,13.8335,
103.85,9.035937,13.846,
103.9,9.035937,13.8585,
103.95,9.032812,13.871,
104,9.035937,13.8835,
104.05,9.036718,13.896,
104.1,9.0375,13.9085,
104.15,9.0375,13.921,
104.2,9.0375,13.9335,
104.25,9.036718,13.9455,
104.3,9.035156,13.9585,
104.35,9.035156,13.9705,
104.4,9.035156,13.9835,
104.45,9.039844,13.996,
104.5,9.038281,14.0085,
104.55,9.0375,14.021,
104.6,9.032812,14.034,
104.65,9.035937,14.0465,
104.7,9.035937,14.059,
104.75,9.038281,14.0715,
104.8,9.039844,14.084,
104.85,9.039063,14.096,
104.9,9.040625,14.1085,
104.95,9.038281,14.121,
105,9.035156,14.1335,
105.05,9.034375,14.146,
105.1,9.035156,14.1585,
105.15,9.038281,14.171,
105.2,9.038281,14.1835,
105.25,9.0375,14.196,
105.3,9.035156,14.2085,
105.35,9.036718,14.221,
105.4,9.035937,14.2335,
105.45,9.038281,14.246,
105.5,9.0375,14.2585,
105.55,9.039844,14.271,
105.6,9.035937,14.2835,
105.65,9.033594,14.296,
105.7,9.03125,14.309,
105.75,9.034375,14.3215,
105.8,9.033594,14.334,
105.85,9.034375,14.3465,
105.9,9.032812,14.3585,
105.95,9.0375,14.371,
106,9.0375,14.3835,
106.05,9.035156,14.396,
106.1,9.032812,14.4085,
106.15,9.038281,14.421,
106.2,9.036718,14.4335,
106.25,9.036718,14.446,
106.3,9.034375,14.459,
106.35,9.035156,14.4715,
106.4,9.038281,14.484,
106.45,9.038281,14.496,
106.5,9.039063,14.5085,
106.55,9.035156,14.521,
106.6,9.036718,14.5335,
106.65,9.039844,14.546,
106.7,9.039844,14.5585,
106.75,9.035937,14.571,
106.8,9.032812,14.5835,
106.85,9.033594,14.596,
106.9,9.036718,14.6085,
106.95,9.034375,14.621,
107,9.035937,14.633,
107.05,9.033594,14.6455,
107.1,9.033594,14.658,
107.15,9.032031,14.6705,
107.2,9.039063,14.683,
107.25,9.036718,14.6955,
107.3,9.034375,14.7085,
107.35,9.032812,14.721,
107.4,9.036718,14.7335,
107.45,9.0375,14.746,
107.5,9.035156,14.7585,
107.55,9.035156,14.771,
107.6,9.032812,14.7835,
107.65,9.034375,14.796,
107.7,9.034375,14.8085,
107.75,9.036718,14.821,
107.8,9.035937,14.8335,
107.85,9.034375,14.846,
107.9,9.035937,14.8585,
107.95,9.03125,14.871,
108,9.034375,14.884,
108.05,9.035937,14.8965,
108.1,9.035937,14.909,
108.15,9.039844,14.9215,
108.2,9.036718,14.934,
108.25,9.036718,14.9465,
108.3,9.033594,14.959,
108.35,9.032812,14.9715,
108.4,9.035937,14.9835,
108.45,9.035156,14.996,
108.5,9.032031,15.0085,
108.55,9.030469,15.021,
108.6,9.03125,15.0335,
108.65,9.029688,15.0455,
108.7,9.030469,15.058,
108.75,9.035156,15.0705,
108.8,9.0375,15.083,
108.85,9.033594,15.0955,
108.9,9.03125,15.1085,
108.95,9.028125,15.121,
109,9.028125,15.1335,
109.05,9.028125,15.146,
109.1,9.032812,15.1585,
109.15,9.034375,15.171,
109.2,9.034375,15.1835,
109.25,9.034375,15.196,
109.3,9.035937,15.2085,
109.35,9.032812,15.221,
109.4,9.035937,15.2335,
109.45,9.035156,15.246,
109.5,9.032031,15.2585,
109.55,9.030469,15.271,
109.6,9.03125,15.2835,
109.65,9.03125,15.296,
109.7,9.032031,15.3085,
109.75,9.034375,15.3215,
109.8,9.032031,15.334,
109.85,9.03125,15.347,
109.9,9.032812,15.359,
109.95,9.032031,15.372,
110,9.026563,15.384,
110.05,9.029688,15.3965,
110.1,9.032812,15.409,
110.15,9.032031,15.4215,
110.2,9.034375,15.4335,
110.25,9.032031,15.446,
110.3,9.028906,15.4585,
110.35,9.032812,15.471,
110.4,9.032812,15.4835,
110.45,9.033594,15.496,
110.5,9.033594,15.5085,
110.55,9.027344,15.521,
110.6,9.03125,15.5335,
110.65,9.029688,15.546,
110.7,9.028906,15.5585,
110.75,9.028906,15.571,
110.8,9.026563,15.5835,
110.85,9.028906,15.596,
110.9,9.03125,15.6085,
110.95,9.032812,15.621,
111,9.03125,15.6335,
111.05,9.028125,15.646,
111.1,9.030469,15.6585,
111.15,9.028125,15.671,
111.2,9.026563,15.6835,
111.25,9.030469,15.696,
111.3,9.032031,15.7085,
111.35,9.030469,15.721,
111.4,9.028125,15.7335,
111.45,9.027344,15.746,
111.5,9.025782,15.7585,
111.55,9.023438,15.771,
111.6,9.023438,15.784,
111.65,9.019531,15.7965,
111.7,9.024219,15.809,
111.75,9.026563,15.821,
111.8,9.021875,15.834,
111.85,9.028906,15.846,
111.9,9.03125,15.8585,
111.95,9.028906,15.871,
112,9.024219,15.8835,
112.05,9.021875,15.896,
112.1,9.025,15.9085,
112.15,9.025,15.921,
112.2,9.027344,15.9335,
112.25,9.025782,15.946,
112.3,9.025,15.9585,
112.35,9.024219,15.971,
112.4,9.023438,15.9835,
112.45,9.025782,15.9965,
112.5,9.025,16.009,
112.55,9.025782,16.0215,
112.6,9.024219,16.034,
112.65,9.022656,16.0465,
112.7,9.020312,16.059,
112.75,9.021093,16.071,
112.8,9.021875,16.0835,
112.85,9.021875,16.096,
112.9,9.019531,16.1085,
112.95,9.021093,16.121,
113,9.019531,16.1335,
113.05,9.017187,16.146,
113.1,9.017969,16.1585,
113.15,9.017969,16.1715,
113.2,9.020312,16.184,
113.25,9.021093,16.196,
113.3,9.022656,16.2085,
113.35,9.021093,16.221,
113.4,9.01875,16.2335,
113.45,9.017187,16.246,
113.5,9.015625,16.2585,
113.55,9.015625,16.271,
113.6,9.019531,16.284,
113.65,9.017969,16.2965,
113.7,9.014844,16.309,
113.75,9.01875,16.321,
113.8,9.017969,16.3335,
113.85,9.016406,16.346,
113.9,9.016406,16.3585,
113.95,9.017187,16.371,
114,9.015625,16.3835,
114.05,9.0125,16.396,
114.1,9.009375,16.4085,
114.15,9.009375,16.421,
114.2,9.010938,16.433,
114.25,9.011719,16.4455,
114.3,9.014063,16.4585,
114.35,9.014063,16.471,
114.4,9.015625,16.4835,
114.45,9.0125,16.496,
114.5,9.010157,16.5085,
114.55,9.011719,16.5215,
114.6,9.007813,16.534,
114.65,9.013281,16.5465,
114.7,9.0125,16.559,
114.75,9.011719,16.5715,
114.8,9.0125,16.584,
114.85,9.010938,16.5965,
114.9,9.008594,16.609,
114.95,9.007031,16.6215,
115,9.00625,16.634,
115.05,9.003906,16.646,
115.1,9.007813,16.6585,
115.15,9.005468,16.671,
115.2,9.003125,16.683,
115.25,9,16.6955,
115.3,9.005468,16.7085,
115.35,9.004687,16.721,
115.4,9.007813,16.7335,
115.45,9.00625,16.7465,
115.5,9.007031,16.759,
115.55,9.005468,16.772,
115.6,9.005468,16.784,
115.65,9.005468,16.797,
115.7,9.005468,16.809,
115.75,9.000781,16.8215,
115.8,9.003906,16.834,
115.85,9.001562,16.8465,
115.9,9.002344,16.8585,
115.95,9.003906,16.871,
116,9.002344,16.8835,
116.05,9.001562,16.896,
116.1,8.998438,16.9085,
116.15,9,16.921,
116.2,8.997656,16.9335,
116.25,8.996094,16.946,
116.3,8.999219,16.9585,
116.35,9.001562,16.971,
116.4,9.001562,16.9835,
116.45,9.001562,16.996,
116.5,9,17.008,
116.55,8.996875,17.0205,
116.6,8.99375,17.033,
116.65,8.992969,17.0455,
116.7,8.996875,17.058,
116.75,8.992969,17.071,
116.8,8.994532,17.084,
116.85,8.996094,17.0965,
116.9,8.995313,17.1095,
116.95,8.995313,17.122,
117,8.994532,17.134,
117.05,8.99375,17.1465,
117.1,8.991406,17.159,
117.15,8.992969,17.1715,
117.2,8.99375,17.184,
117.25,8.989843,17.1965,
117.3,8.989062,17.209,
117.35,8.991406,17.2215,
117.4,8.986719,17.2335,
117.45,8.985937,17.246,
117.5,8.986719,17.2585,
117.55,8.9875,17.271,
117.6,8.9875,17.2835,
117.65,8.990625,17.2955,
117.7,8.9875,17.308,
117.75,8.980469,17.3205,
117.8,8.982813,17.333,
117.85,8.983594,17.3455,
117.9,8.983594,17.3585,
117.95,8.982031,17.371,
118,8.982813,17.3835,
118.05,8.982813,17.3965,
118.1,8.980469,17.409,
118.15,8.975781,17.4215,
118.2,8.977344,17.434,
118.25,8.977344,17.4465,
118.3,8.977344,17.459,
118.35,8.979688,17.4715,
118.4,8.977344,17.484,
118.45,8.975,17.4965,
118.5,8.974218,17.509,
118.55,8.975,17.521,
118.6,8.973437,17.534,
118.65,8.971875,17.546,
118.7,8.971875,17.5585,
118.75,8.973437,17.571,
118.8,8.972656,17.5835,
118.85,8.973437,17.596,
118.9,8.972656,17.6085,
118.95,8.971094,17.621,
119,8.96875,17.6335,
119.05,8.969531,17.646,
119.1,8.965625,17.6585,
119.15,8.966406,17.671,
119.2,8.964063,17.684,
119.25,8.966406,17.6965,
119.3,8.967969,17.709,
119.35,8.967188,17.7215,
119.4,8.966406,17.734,
119.45,8.963282,17.7465,
119.5,8.963282,17.759,
119.55,8.960938,17.7715,
119.6,8.9625,17.784,
119.65,8.9625,17.7965,
119.7,8.963282,17.809,
119.75,8.960938,17.821,
119.8,8.957031,17.8335,
119.85,8.957812,17.846,
119.9,8.957031,17.8585,
119.95,8.960156,17.871,
120,8.958593,17.8835,
120.05,8.959375,17.8965,
120.1,8.957031,17.909,
120.15,8.955469,17.9215,
120.2,8.953906,17.9345,
120.25,8.951563,17.947,
120.3,8.950781,17.9595,
120.35,8.952344,17.972,
120.4,8.952344,17.9845,
120.45,8.949219,17.997,
120.5,8.950781,18.009,
120.55,8.948438,18.0215,
120.6,8.950781,18.0345,
120.65,8.946875,18.0465,
120.7,8.944531,18.059,
120.75,8.945313,18.0715,
120.8,8.946094,18.084,
120.85,8.94375,18.096,
120.9,8.939844,18.1085,
120.95,8.940625,18.121,
121,8.939844,18.1335,
121.05,8.941406,18.146,
121.1,8.942187,18.1585,
121.15,8.94375,18.171,
121.2,8.941406,18.184,
121.25,8.939062,18.1965,
121.3,8.935156,18.2085,
121.35,8.936719,18.2215,
121.4,8.941406,18.234,
121.45,8.938281,18.2465,
121.5,8.934375,18.2585,
121.55,8.935156,18.271,
121.6,8.936719,18.284,
121.65,8.934375,18.296,
121.7,8.929688,18.3085,
121.75,8.93125,18.321,
121.8,8.93125,18.3335,
121.85,8.930469,18.3465,
121.9,8.930469,18.359,
121.95,8.930469,18.372,
122,8.930469,18.3845,
122.05,8.928906,18.397,
122.1,8.93125,18.4095,
122.15,8.927343,18.422,
122.2,8.924219,18.4345,
122.25,8.924219,18.447,
122.3,8.925,18.4595,
122.35,8.921875,18.4715,
122.4,8.921875,18.484,
122.45,8.920313,18.4965,
122.5,8.922656,18.509,
122.55,8.921094,18.5215,
122.6,8.916407,18.5335,
122.65,8.914844,18.546,
122.7,8.914844,18.5585,
122.75,8.917188,18.571,
122.8,8.919531,18.5835,
122.85,8.914844,18.596,
122.9,8.909375,18.6085,
122.95,8.910937,18.6215,
123,8.9125,18.634,
123.05,8.911718,18.646,
123.1,8.9125,18.6585,
123.15,8.909375,18.671,
123.2,8.909375,18.684,
123.25,8.908594,18.696,
123.3,8.910156,18.7085,
123.35,8.909375,18.721,
123.4,8.90625,18.7335,
123.45,8.904688,18.746,
123.5,8.902344,18.7585,
123.55,8.9,18.771,
123.6,8.902344,18.7835,
123.65,8.903906,18.796,
123.7,8.9,18.8085,
123.75,8.897656,18.821,
123.8,8.899219,18.8335,
123.85,8.9,18.846,
123.9,8.898438,18.8585,
123.95,8.896093,18.871,
124,8.900782,18.8835,
124.05,8.89375,18.8965,
124.1,8.889844,18.909,
124.15,8.8875,18.9215,
124.2,8.889063,18.934,
124.25,8.888281,18.9465,
124.3,8.888281,18.959,
124.35,8.885157,18.972,
124.4,8.884375,18.984,
124.45,8.882031,18.997,
124.5,8.882031,19.0095,
124.55,8.884375,19.022,
124.6,8.882813,19.0345,
124.65,8.882813,19.047,
124.7,8.883594,19.0595,
124.75,8.882031,19.072,
124.8,8.878125,19.0845,
124.85,8.876562,19.0965,
124.9,8.877344,19.109,
124.95,8.875,19.1215,
125,8.877344,19.134,
125.05,8.875781,19.1465,
125.1,8.872656,19.159,
125.15,8.871094,19.1715,
125.2,8.869532,19.184,
125.25,8.86875,19.1965,
125.3,8.870313,19.209,
125.35,8.869532,19.2215,
125.4,8.867188,19.234,
125.45,8.864062,19.2465,
125.5,8.864843,19.259,
125.55,8.864062,19.2715,
125.6,8.8625,19.284,
125.65,8.857813,19.2965,
125.7,8.855469,19.309,
125.75,8.857031,19.3215,
125.8,8.852344,19.334,
125.85,8.857031,19.3465,
125.9,8.854688,19.359,
125.95,8.851563,19.372,
126,8.847656,19.384,
126.05,8.849218,19.3965,
126.1,8.848437,19.409,
126.15,8.842969,19.4215,
126.2,8.842188,19.434,
126.25,8.840625,19.4465,
126.3,8.845312,19.459,
126.35,8.846875,19.4715,
126.4,8.844531,19.484,
126.45,8.840625,19.4965,
126.5,8.836719,19.5095,
126.55,8.832812,19.5215,
126.6,8.834375,19.534,
126.65,8.832031,19.5465,
126.7,8.834375,19.559,
126.75,8.835938,19.5715,
126.8,8.834375,19.584,
126.85,8.827344,19.5965,
126.9,8.828125,19.609,
126.95,8.821875,19.622,
127,8.823438,19.6345,
127.05,8.825,19.647,
127.1,8.823438,19.6595,
127.15,8.820313,19.672,
127.2,8.820313,19.6845,
127.25,8.814062,19.697,
127.3,8.809375,19.7095,
127.35,8.809375,19.722,
127.4,8.808594,19.734,
127.45,8.808594,19.7465,
127.5,8.807032,19.759,
127.55,8.808594,19.7715,
127.6,8.804688,19.784,
127.65,8.803906,19.7965,
127.7,8.803125,19.809,
127.75,8.803125,19.8215,
127.8,8.800781,19.8345,
127.85,8.8,19.8465,
127.9,8.799219,19.859,
127.95,8.798437,19.8715,
128,8.794531,19.884,
128.05,8.796094,19.896,
128.1,8.796875,19.9085,
128.15,8.795313,19.9215,
128.2,8.789844,19.934,
128.25,8.7875,19.9465,
128.3,8.782031,19.9595,
128.35,8.776563,19.972,
128.4,8.775,19.9845,
128.45,8.775782,19.997,
128.5,8.776563,20.0095,
128.55,8.775782,20.022,
128.6,8.775782,20.0345,
128.65,8.773438,20.047,
128.7,8.772656,20.0595,
128.75,8.771093,20.0715,
128.8,8.767187,20.084,
128.85,8.765625,20.0965,
128.9,8.764844,20.109,
128.95,8.758594,20.1215,
129,8.75625,20.134,
129.05,8.758594,20.1465,
129.1,8.759375,20.159,
129.15,8.757813,20.1715,
129.2,8.754687,20.184,
129.25,8.753125,20.1965,
129.3,8.752344,20.209,
129.35,8.748438,20.2215,
129.4,8.746875,20.234,
129.45,8.745313,20.2465,
129.5,8.744532,20.259,
129.55,8.745313,20.2715,
129.6,8.746094,20.284,
129.65,8.739843,20.2965,
129.7,8.738281,20.309,
129.75,8.733594,20.3215,
129.8,8.728907,20.3345,
129.85,8.725,20.347,
129.9,8.725,20.3595,
129.95,8.728907,20.372,
130,8.729688,20.3845,
130.05,8.725781,20.397,
130.1,8.723437,20.4095,
130.15,8.717969,20.422,
130.2,8.714844,20.4345,
130.25,8.715625,20.447,
130.3,8.714063,20.4595,
130.35,8.708593,20.472,
130.4,8.707812,20.484,
130.45,8.705469,20.4965,
130.5,8.70625,20.5095,
130.55,8.709375,20.5215,
130.6,8.703906,20.534,
130.65,8.701563,20.5465,
130.7,8.696875,20.5595,
130.75,8.696094,20.572,
130.8,8.695313,20.584,
130.85,8.690625,20.597,
130.9,8.688281,20.609,
130.95,8.686719,20.6215,
131,8.684375,20.634,
131.05,8.683594,20.646,
131.1,8.678125,20.6585,
131.15,8.674219,20.6715,
131.2,8.671094,20.684,
131.25,8.671094,20.6965,
131.3,8.66875,20.709,
131.35,8.663281,20.7215,
131.4,8.6625,20.734,
131.45,8.664063,20.7465,
131.5,8.661718,20.759,
131.55,8.657812,20.7715,
131.6,8.654688,20.784,
131.65,8.655469,20.7965,
131.7,8.652344,20.809,
131.75,8.646875,20.8215,
131.8,8.645312,20.834,
131.85,8.641406,20.8465,
131.9,8.640625,20.859,
131.95,8.635938,20.8715,
132,8.636719,20.884,
132.05,8.636719,20.8965,
132.1,8.629687,20.909,
132.15,8.626562,20.9215,
132.2,8.625,20.934,
132.25,8.621094,20.9465,
132.3,8.619532,20.959,
132.35,8.621094,20.972,
132.4,8.616406,20.984,
132.45,8.6125,20.9965,
132.5,8.610156,21.009,
132.55,8.610156,21.0215,
132.6,8.607031,21.0335,
132.65,8.602344,21.046,
132.7,8.6,21.0585,
132.75,8.597656,21.071,
132.8,8.596094,21.0835,
132.85,8.596094,21.096,
132.9,8.59375,21.109,
132.95,8.591406,21.1215,
133,8.586719,21.134,
133.05,8.582031,21.1465,
133.1,8.58125,21.159,
133.15,8.575781,21.1715,
133.2,8.575781,21.1845,
133.25,8.573438,21.197,
133.3,8.567187,21.2095,
133.35,8.561719,21.222,
133.4,8.559375,21.235,
133.45,8.559375,21.247,
133.5,8.557032,21.26,
133.55,8.552343,21.272,
133.6,8.550781,21.2845,
133.65,8.551562,21.297,
133.7,8.546094,21.3095,
133.75,8.542969,21.3215,
133.8,8.542188,21.334,
133.85,8.539063,21.346,
133.9,8.535156,21.3585,
133.95,8.533594,21.371,
134,8.532812,21.3835,
134.05,8.529688,21.3965,
134.1,8.523438,21.409,
134.15,8.523438,21.4215,
134.2,8.521875,21.4345,
134.25,8.516406,21.447,
134.3,8.5125,21.4595,
134.35,8.508594,21.472,
134.4,8.503906,21.4845,
134.45,8.500781,21.497,
134.5,8.498438,21.5095,
134.55,8.496875,21.522,
134.6,8.492969,21.5345,
134.65,8.490625,21.547,
134.7,8.489062,21.559,
134.75,8.490625,21.5715,
134.8,8.483594,21.584,
134.85,8.478907,21.5965,
134.9,8.475,21.609,
134.95,8.474218,21.622,
135,8.470312,21.6345,
135.05,8.470312,21.647,
135.1,8.466406,21.6595,
135.15,8.461719,21.672,
135.2,8.457031,21.6845,
135.25,8.454687,21.6965,
135.3,8.449219,21.7095,
135.35,8.447657,21.7215,
135.4,8.44375,21.7345,
135.45,8.439062,21.7465,
135.5,8.435938,21.7595,
135.55,8.433594,21.772,
135.6,8.428125,21.7845,
135.65,8.421875,21.797,
135.7,8.417969,21.8095,
135.75,8.416407,21.822,
135.8,8.415625,21.8345,
135.85,8.413281,21.8465,
135.9,8.409375,21.859,
135.95,8.407031,21.8715,
136,8.400782,21.884,
136.05,8.4,21.8965,
136.1,8.396875,21.909,
136.15,8.390625,21.921,
136.2,8.388281,21.9335,
136.25,8.382813,21.946,
136.3,8.38125,21.9585,
136.35,8.378906,21.971,
136.4,8.375781,21.9835,
136.45,8.370313,21.996,
136.5,8.365625,22.0085,
136.55,8.360937,22.0215,
136.6,8.357031,22.0345,
136.65,8.352344,22.047,
136.7,8.351563,22.0595,
136.75,8.349218,22.072,
136.8,8.341406,22.0845,
136.85,8.339063,22.097,
136.9,8.334375,22.1095,
136.95,8.328906,22.122,
137,8.324219,22.1345,
137.05,8.321875,22.147,
137.1,8.320313,22.159,
137.15,8.315625,22.1715,
137.2,8.310156,22.184,
137.25,8.307813,22.1965,
137.3,8.302343,22.209,
137.35,8.292969,22.2215,
137.4,8.290625,22.234,
137.45,8.289844,22.2465,
137.5,8.282812,22.2595,
137.55,8.274219,22.272,
137.6,8.275,22.2845,
137.65,8.266406,22.297,
137.7,8.2625,22.3095,
137.75,8.2625,22.3215,
137.8,8.255468,22.334,
137.85,8.25,22.3465,
137.9,8.246094,22.359,
137.95,8.241406,22.3715,
138,8.236719,22.384,
138.05,8.229688,22.3965,
138.1,8.221875,22.409,
138.15,8.220312,22.4215,
138.2,8.216406,22.4345,
138.25,8.210938,22.447,
138.3,8.200781,22.4595,
138.35,8.196094,22.472,
138.4,8.19375,22.4845,
138.45,8.1875,22.4965,
138.5,8.180469,22.5095,
138.55,8.173437,22.522,
138.6,8.171094,22.5345,
138.65,8.161718,22.547,
138.7,8.154688,22.559,
138.75,8.149219,22.572,
138.8,8.14375,22.584,
138.85,8.136719,22.5965,
138.9,8.132813,22.609,
138.95,8.125781,22.6215,
139,8.11875,22.634,
139.05,8.108594,22.6465,
139.1,8.101563,22.659,
139.15,8.096094,22.6715,
139.2,8.0875,22.684,
139.25,8.078906,22.6965,
139.3,8.071094,22.709,
139.35,8.064062,22.722,
139.4,8.055469,22.7345,
139.45,8.046875,22.747,
139.5,8.035156,22.7595,
139.55,8.023438,22.772,
139.6,8.017187,22.7845,
139.65,8.004687,22.797,
139.7,7.994531,22.809,
139.75,7.984375,22.822,
139.8,7.973437,22.8345,
139.85,7.957812,22.847,
139.9,7.944531,22.8595,
139.95,7.934375,22.872,
140,7.920312,22.8845,
140.05,7.905469,22.8965,
140.1,7.89375,22.909,
140.15,7.875781,22.9215,
140.2,7.857031,22.934,
140.25,7.835156,22.9465,
140.3,7.820313,22.959,
140.35,7.802344,22.9715,
140.4,7.782031,22.984,
140.45,7.760156,22.9965,
140.5,7.736719,23.009,
140.55,7.715625,23.0215,
140.6,7.683594,23.034,
140.65,7.653906,23.0465,
140.7,7.621094,23.059,
140.75,7.589844,23.0715,
140.8,7.554688,23.084,
140.85,7.514062,23.0965,
140.9,7.466406,23.1095,
140.95,7.371875,23.1225,
141,7.211719,23.135,
141.05,7.020312,23.148,
141.1,6.841406,23.161,
141.15,6.682813,23.1735,
141.2,6.544531,23.186,
141.25,6.419531,23.198,
141.3,6.314844,23.2105,
141.35,6.198438,23.223,
141.4,6.067969,23.2355,
141.45,5.913281,23.248,
141.5,5.751563,23.2605,
141.55,5.596094,23.2725,
141.6,5.426562,23.285,
141.65,5.246875,23.298,
141.7,5.038281,23.3105,
141.75,4.8,23.3235,
141.8,4.388281,23.3385,
141.85,3.682812,23.3505,
