time,kN,disp,elongation
0,0.03125,0,0
0.05,0.03125,0,-0.0003125
0.1,3.05E-02,0,-0.000625
0.15,0.03125,0,-0.0003125
0.2,2.89E-02,0,-0.0009375
0.25,2.89E-02,0,-0.0003125
0.3,3.36E-02,0,-0.000625
0.35,0.034375,0,-0.0009375
0.4,0.03125,0,0
0.45,3.05E-02,0,-0.0003125
0.5,0.0328125,0,-0.0009375
0.55,3.36E-02,0,-0.000625
0.6,0.0328125,0,0
0.65,0.040625,0,-0.000625
0.7,0.0421875,0,-0.000625
0.75,0.0484375,0.0005,-0.0009375
0.8,5.70E-02,0.001,-0.0015625
0.85,0.06875,0.0015,-0.0003125
0.9,8.83E-02,0.0025,0.0003125
0.95,0.1117188,0.0035,-0.0003125
1,0.1398437,0.0045,-0.000625
1.05,0.1679688,0.006,0.0009375
1.1,0.2007813,0.008,0.0009375
1.15,0.2351563,0.0095,0.000625
1.2,0.26875,0.0115,0.0009375
1.25,0.3023438,0.0135,0.001875
1.3,0.3382812,0.0155,0.0015625
1.35,0.3671875,0.018,0.0021875
1.4,0.4,0.0205,0.0034375
1.45,0.4320312,0.0225,0.003125
1.5,0.4578125,0.025,0.003125
1.55,0.4851562,0.028,0.003125
1.6,0.5007812,0.0305,0.0034375
1.65,0.5070313,0.0325,0.004375
1.7,0.5210937,0.0355,0.0040625
1.75,0.5367187,0.038,0.0040625
1.8,0.5664063,0.04,0.003125
1.85,0.5890625,0.043,0.0040625
1.9,0.6117188,0.0455,0.0040625
1.95,0.6304687,0.048,0.005
2,0.65,0.0505,0.004375
2.05,0.6742188,0.053,0.0046875
2.1,0.6945313,0.0555,0.0053125
2.15,0.7125,0.058,0.005625
2.2,0.7328125,0.0605,0.005
2.25,0.7523438,0.063,0.0053125
2.3,0.7710937,0.0655,0.0053125
2.35,0.7914063,0.068,0.005625
2.4,0.8078125,0.0705,0.005
2.45,0.8242188,0.073,0.0053125
2.5,0.846875,0.0755,0.005625
2.55,0.8671875,0.078,0.0053125
2.6,0.884375,0.0805,0.00625
2.65,0.903125,0.083,0.006875
2.7,0.9210938,0.085,0.006875
2.75,0.9375,0.0875,0.0071875
2.8,0.9539062,0.09,0.0065625
2.85,0.9726563,0.0925,0.0065625
2.9,0.9867188,0.0945,0.0075
2.95,1.005469,0.097,0.0075
3,1.027344,0.099,0.0075
3.05,1.046875,0.1015,0.0075
3.1,1.061719,0.104,0.0078125
3.15,1.078125,0.106,0.0078125
3.2,1.095312,0.1085,0.0078125
3.25,1.109375,0.1105,0.0084375
3.3,1.123438,0.1125,0.008125
3.35,1.144531,0.115,0.008125
3.4,1.157031,0.117,0.0078125
3.45,1.172656,0.119,0.00875
3.5,1.189062,0.1215,0.0090625
3.55,1.20625,0.1235,0.00875
3.6,1.221094,0.1255,0.0090625
3.65,1.235937,0.1275,0.0084375
3.7,1.253906,0.13,0.0084375
3.75,1.267969,0.132,0.00875
3.8,1.283594,0.134,0.0096875
3.85,1.297656,0.136,0.01
3.9,1.313281,0.138,0.01
3.95,1.329687,0.14,0.01
4,1.34375,0.142,0.01
4.05,1.359375,0.144,0.010625
4.1,1.372656,0.146,0.010625
4.15,1.391406,0.148,0.0109375
4.2,1.403906,0.15,0.01
4.25,1.415625,0.152,0.010625
4.3,1.428125,0.154,0.011875
4.35,1.44375,0.156,0.0109375
4.4,1.458594,0.1575,0.0109375
4.45,1.474219,0.1595,0.0115625
4.5,1.486719,0.1615,0.011875
4.55,1.5,0.1635,0.0121875
4.6,1.5125,0.1655,0.0125
4.65,1.526562,0.167,0.011875
4.7,1.542187,0.169,0.011875
4.75,1.553906,0.171,0.011875
4.8,1.564844,0.1725,0.0125
4.85,1.578906,0.1745,0.0128125
4.9,1.592969,0.1765,0.013125
4.95,1.603906,0.178,0.0125
5,1.621094,0.18,0.0125
5.05,1.630469,0.182,0.011875
5.1,1.644531,0.1835,0.0134375
5.15,1.657812,0.1855,0.013125
5.2,1.671094,0.1875,0.013125
5.25,1.685156,0.189,0.014375
5.3,1.694531,0.191,0.0134375
5.35,1.710156,0.1925,0.0134375
5.4,1.724219,0.1945,0.01375
5.45,1.735937,0.1965,0.0140625
5.5,1.747656,0.198,0.013125
5.55,1.757813,0.1995,0.01375
5.6,1.771094,0.2015,0.014375
5.65,1.780469,0.2035,0.014375
5.7,1.796875,0.205,0.015
5.75,1.80625,0.207,0.0146875
5.8,1.817188,0.2085,0.014375
5.85,1.832813,0.2105,0.015
5.9,1.844531,0.212,0.015
5.95,1.858594,0.214,0.0146875
6,1.873438,0.2155,0.015
6.05,1.885937,0.2175,0.0146875
6.1,1.896875,0.219,0.0153125
6.15,1.903125,0.221,0.015625
6.2,1.916406,0.2225,0.01625
6.25,1.934375,0.224,0.015625
6.3,1.947656,0.226,0.015625
6.35,1.958594,0.228,0.015625
6.4,1.971875,0.2295,0.01625
6.45,1.982031,0.231,0.0159375
6.5,1.992188,0.233,0.0159375
6.55,2.001563,0.2345,0.0165625
6.6,2.014062,0.236,0.0175
6.65,2.025781,0.238,0.016875
6.7,2.035156,0.2395,0.0175
6.75,2.052344,0.241,0.0171875
6.8,2.065625,0.243,0.01625
6.85,2.078125,0.2445,0.0165625
6.9,2.090625,0.246,0.0184375
6.95,2.101563,0.2475,0.0178125
7,2.113281,0.2495,0.0171875
7.05,2.128906,0.251,0.0175
7.1,2.138281,0.2525,0.0175
7.15,2.14375,0.2545,0.0190625
7.2,2.15625,0.256,0.018125
7.25,2.16875,0.2575,0.018125
7.3,2.184375,0.259,0.0190625
7.35,2.196875,0.261,0.0190625
7.4,2.208594,0.2625,0.01875
7.45,2.221094,0.264,0.01875
7.5,2.23125,0.2655,0.019375
7.55,2.241406,0.2675,0.019375
7.6,2.25,0.2685,0.0196875
7.65,2.260937,0.2705,0.019375
7.7,2.275781,0.272,0.0190625
7.75,2.2875,0.2735,0.019375
7.8,2.295312,0.275,0.02
7.85,2.30625,0.277,0.0196875
7.9,2.316406,0.278,0.020625
7.95,2.326562,0.2795,0.020625
8,2.3375,0.2815,0.0203125
8.05,2.348438,0.283,0.02
8.1,2.360156,0.2845,0.020625
8.15,2.371094,0.286,0.0203125
8.2,2.392188,0.2875,0.02125
8.25,2.400781,0.289,0.0209375
8.3,2.409375,0.291,0.02125
8.35,2.417969,0.2925,0.0209375
8.4,2.425781,0.294,0.02125
8.45,2.434375,0.2955,0.0209375
8.5,2.448437,0.297,0.0215625
8.55,2.4625,0.2985,0.0215625
8.6,2.477344,0.3,0.0221875
8.65,2.489063,0.302,0.021875
8.7,2.499219,0.3035,0.021875
8.75,2.511719,0.3045,0.0215625
8.8,2.521094,0.3065,0.0225
8.85,2.532031,0.308,0.021875
8.9,2.545312,0.3095,0.0215625
8.95,2.553125,0.311,0.0228125
9,2.563281,0.3125,0.0228125
9.05,2.574219,0.314,0.0225
9.1,2.582031,0.3155,0.023125
9.15,2.59375,0.317,0.0228125
9.2,2.605469,0.3185,0.0225
9.25,2.617969,0.32,0.023125
9.3,2.63125,0.3215,0.0228125
9.35,2.640625,0.323,0.023125
9.4,2.655469,0.3245,0.023125
9.45,2.663281,0.326,0.023125
9.5,2.671875,0.3275,0.0234375
9.55,2.68125,0.329,0.02375
9.6,2.69375,0.3305,0.02375
9.65,2.704688,0.332,0.0234375
9.7,2.719531,0.3335,0.0240625
9.75,2.729687,0.335,0.02375
9.8,2.739063,0.3365,0.024375
9.85,2.748437,0.338,0.0240625
9.9,2.75625,0.3395,0.0253125
9.95,2.771094,0.341,0.0240625
10,2.779687,0.3425,0.024375
10.05,2.789063,0.344,0.025
10.1,2.802344,0.345,0.0246875
10.15,2.813281,0.3465,0.025
10.2,2.824219,0.3485,0.0253125
10.25,2.834375,0.3495,0.025
10.3,2.845313,0.351,0.0253125
10.35,2.854687,0.3525,0.0253125
10.4,2.8625,0.354,0.0259375
10.45,2.874219,0.3555,0.0253125
10.5,2.884375,0.357,0.025625
10.55,2.898438,0.3585,0.0259375
10.6,2.9125,0.36,0.02625
10.65,2.919531,0.361,0.025625
10.7,2.929688,0.363,0.0259375
10.75,2.940625,0.3645,0.0265625
10.8,2.948437,0.3655,0.026875
10.85,2.958594,0.367,0.02625
10.9,2.971094,0.3685,0.026875
10.95,2.978906,0.37,0.026875
11,2.991406,0.3715,0.0265625
11.05,3.001563,0.373,0.026875
11.1,3.010937,0.3745,0.026875
11.15,3.026562,0.376,0.0271875
11.2,3.032031,0.3775,0.0278125
11.25,3.041406,0.379,0.026875
11.3,3.051563,0.3805,0.0271875
11.35,3.063281,0.382,0.0271875
11.4,3.073437,0.383,0.0284375
11.45,3.085938,0.3845,0.0284375
11.5,3.096094,0.386,0.02875
11.55,3.104687,0.3875,0.0284375
11.6,3.114844,0.389,0.028125
11.65,3.127344,0.3905,0.028125
11.7,3.139844,0.3915,0.0290625
11.75,3.15,0.393,0.02875
11.8,3.164063,0.3945,0.0284375
11.85,3.171094,0.396,0.02875
11.9,3.179688,0.3975,0.0284375
11.95,3.191406,0.399,0.0290625
12,3.198437,0.4,0.0290625
12.05,3.210156,0.4015,0.0290625
12.1,3.221094,0.403,0.0296875
12.15,3.228125,0.4045,0.029375
12.2,3.239063,0.406,0.0296875
12.25,3.251563,0.407,0.0290625
12.3,3.264844,0.4085,0.03
12.35,3.272656,0.41,0.0296875
12.4,3.285156,0.4115,0.0303125
12.45,3.298438,0.413,0.03
12.5,3.307031,0.414,0.03
12.55,3.31875,0.4155,0.030625
12.6,3.325,0.417,0.0309375
12.65,3.334375,0.4185,0.03
12.7,3.340625,0.42,0.0303125
12.75,3.355469,0.421,0.0303125
12.8,3.365625,0.4225,0.0303125
12.85,3.377344,0.424,0.0315625
12.9,3.385156,0.4255,0.0315625
12.95,3.392969,0.4265,0.0309375
13,3.403906,0.428,0.0315625
13.05,3.420312,0.4295,0.0315625
13.1,3.432812,0.431,0.0321875
13.15,3.442188,0.4325,0.0325
13.2,3.449219,0.434,0.0315625
13.25,3.460938,0.435,0.03125
13.3,3.471875,0.4365,0.0315625
13.35,3.485156,0.438,0.0315625
13.4,3.496094,0.4395,0.031875
13.45,3.502344,0.4405,0.033125
13.5,3.5125,0.442,0.031875
13.55,3.523438,0.4435,0.0321875
13.6,3.533594,0.445,0.0321875
13.65,3.544531,0.446,0.033125
13.7,3.553125,0.4475,0.0328125
13.75,3.560156,0.449,0.033125
13.8,3.570313,0.45,0.033125
13.85,3.58125,0.4515,0.0334375
13.9,3.594531,0.453,0.033125
13.95,3.604687,0.4545,0.03375
14,3.619531,0.4555,0.0328125
14.05,3.624219,0.457,0.0334375
14.1,3.632813,0.4585,0.03375
14.15,3.644531,0.46,0.0334375
14.2,3.655469,0.4615,0.0334375
14.25,3.664063,0.4625,0.0346875
14.3,3.674219,0.464,0.0340625
14.35,3.690625,0.4655,0.0340625
14.4,3.698437,0.4665,0.034375
14.45,3.707031,0.468,0.03375
14.5,3.714062,0.4695,0.035
14.55,3.725781,0.4705,0.0353125
14.6,3.7375,0.472,0.0353125
14.65,3.749219,0.4735,0.0353125
14.7,3.760937,0.475,0.034375
14.75,3.769531,0.476,0.035
14.8,3.776562,0.4775,0.035625
14.85,3.789063,0.479,0.03625
14.9,3.796094,0.48,0.035625
14.95,3.80625,0.4815,0.0365625
15,3.817969,0.483,0.0365625
15.05,3.826562,0.484,0.036875
15.1,3.836719,0.4855,0.036875
15.15,3.853906,0.487,0.0371875
15.2,3.861719,0.488,0.03625
15.25,3.867188,0.4895,0.036875
15.3,3.875,0.491,0.0365625
15.35,3.884375,0.4925,0.0359375
15.4,3.897656,0.4935,0.0359375
15.45,3.908594,0.495,0.03625
15.5,3.917969,0.4965,0.0371875
15.55,3.926563,0.498,0.03625
15.6,3.934375,0.499,0.0378125
15.65,3.945313,0.5005,0.0378125
15.7,3.957813,0.502,0.038125
15.75,3.964844,0.503,0.03875
15.8,3.975781,0.5045,0.038125
15.85,3.985938,0.506,0.038125
15.9,3.996875,0.5075,0.0384375
15.95,4.008594,0.5085,0.0378125
16,4.017969,0.51,0.0378125
16.05,4.027344,0.5115,0.0384375
16.1,4.038281,0.5125,0.0378125
16.15,4.046875,0.514,0.03875
16.2,4.05625,0.5155,0.0384375
16.25,4.064063,0.517,0.0378125
16.3,4.072656,0.518,0.03875
16.35,4.084375,0.5195,0.039375
16.4,4.095313,0.521,0.039375
16.45,4.104688,0.522,0.039375
16.5,4.115625,0.5235,0.0396875
16.55,4.125781,0.525,0.0390625
16.6,4.135938,0.5265,0.040625
16.65,4.146094,0.5275,0.04
16.7,4.153125,0.529,0.0396875
16.75,4.164063,0.5305,0.0403125
16.8,4.173438,0.532,0.040625
16.85,4.178906,0.533,0.0409375
16.9,4.194531,0.5345,0.040625
16.95,4.20625,0.536,0.04125
17,4.214063,0.537,0.04
17.05,4.225781,0.5385,0.0415625
17.1,4.232812,0.54,0.0409375
17.15,4.242969,0.5415,0.04125
17.2,4.25,0.5425,0.0421875
17.25,4.263281,0.544,0.0421875
17.3,4.272656,0.545,0.041875
17.35,4.283594,0.5465,0.0415625
17.4,4.294531,0.548,0.041875
17.45,4.301562,0.5495,0.0425
17.5,4.309375,0.5505,0.041875
17.55,4.319531,0.552,0.0421875
17.6,4.330469,0.5535,0.0421875
17.65,4.340625,0.555,0.043125
17.7,4.348437,0.556,0.0428125
17.75,4.357031,0.5575,0.04375
17.8,4.367969,0.559,0.045
17.85,4.374219,0.56,0.043125
17.9,4.382031,0.5615,0.04375
17.95,4.39375,0.563,0.044375
18,4.404687,0.5645,0.044375
18.05,4.413281,0.5655,0.0440625
18.1,4.423438,0.567,0.044375
18.15,4.429688,0.5685,0.0453125
18.2,4.441406,0.57,0.0453125
18.25,4.452344,0.571,0.045
18.3,4.461719,0.5725,0.0453125
18.35,4.475781,0.574,0.0453125
18.4,4.483594,0.575,0.0459375
18.45,4.490625,0.5765,0.0459375
18.5,4.497656,0.578,0.0459375
18.55,4.510156,0.5795,0.0459375
18.6,4.519531,0.5805,0.0465625
18.65,4.528906,0.582,0.04625
18.7,4.539063,0.5835,0.0459375
18.75,4.546875,0.5845,0.04625
18.8,4.558594,0.586,0.0465625
18.85,4.567187,0.5875,0.0465625
18.9,4.578906,0.589,0.046875
18.95,4.5875,0.59,0.0465625
19,4.59375,0.5915,0.0471875
19.05,4.603125,0.593,0.0475
19.1,4.610938,0.594,0.0478125
19.15,4.620313,0.5955,0.048125
19.2,4.627344,0.597,0.0471875
19.25,4.638281,0.5985,0.0475
19.3,4.65,0.5995,0.0484375
19.35,4.659375,0.601,0.04875
19.4,4.667969,0.6025,0.0484375
19.45,4.677344,0.6035,0.0490625
19.5,4.685156,0.605,0.04875
19.55,4.695313,0.6065,0.049375
19.6,4.705469,0.608,0.0490625
19.65,4.714844,0.609,0.049375
19.7,4.722656,0.6105,0.049375
19.75,4.73125,0.612,0.049375
19.8,4.739844,0.6135,0.0503125
19.85,4.746875,0.6145,0.05
19.9,4.757813,0.616,0.050625
19.95,4.770312,0.6175,0.0503125
20,4.782813,0.619,0.050625
20.05,4.796875,0.6205,0.050625
20.1,4.8,0.6215,0.0509375
20.15,4.801562,0.623,0.05125
20.2,4.807813,0.6245,0.0515625
20.25,4.820313,0.6255,0.0515625
20.3,4.832812,0.627,0.0521875
20.35,4.840625,0.6285,0.0515625
20.4,4.853906,0.63,0.0528125
20.45,4.858594,0.631,0.0525
20.5,4.864062,0.6325,0.053125
20.55,4.879687,0.634,0.05375
20.6,4.888281,0.6355,0.0534375
20.65,4.898438,0.637,0.0534375
20.7,4.903125,0.6385,0.053125
20.75,4.910937,0.6395,0.053125
20.8,4.920312,0.641,0.054375
20.85,4.928125,0.6425,0.053125
20.9,4.939844,0.644,0.054375
20.95,4.948438,0.6455,0.0540625
21,4.955469,0.647,0.055
21.05,4.967187,0.6485,0.0546875
21.1,4.978906,0.65,0.05625
21.15,4.9875,0.651,0.055625
21.2,4.994531,0.6525,0.0553125
21.25,5.002344,0.654,0.05625
21.3,5.010156,0.6555,0.05625
21.35,5.019531,0.657,0.0559375
21.4,5.027344,0.6585,0.056875
21.45,5.036719,0.66,0.0578125
21.5,5.044531,0.6615,0.0571875
21.55,5.052344,0.663,0.056875
21.6,5.064844,0.664,0.0571875
21.65,5.076562,0.6655,0.0578125
21.7,5.084375,0.667,0.0578125
21.75,5.09375,0.6685,0.058125
21.8,5.1,0.67,0.0575
21.85,5.103125,0.6715,0.0578125
21.9,5.110156,0.673,0.0584375
21.95,5.119531,0.6745,0.0590625
22,5.134375,0.676,0.059375
22.05,5.140625,0.6775,0.0603125
22.1,5.15,0.679,0.0596875
22.15,5.161719,0.6805,0.0596875
22.2,5.171875,0.682,0.0603125
22.25,5.177344,0.6835,0.06
22.3,5.182813,0.685,0.060625
22.35,5.188281,0.6865,0.060625
22.4,5.196875,0.688,0.0615625
22.45,5.207812,0.6895,0.0621875
22.5,5.217187,0.691,0.061875
22.55,5.227344,0.6925,0.061875
22.6,5.235156,0.694,0.0625
22.65,5.24375,0.6955,0.063125
22.7,5.247656,0.697,0.063125
22.75,5.254687,0.6985,0.06375
22.8,5.265625,0.7,0.0634375
22.85,5.273438,0.7015,0.064375
22.9,5.283594,0.703,0.06375
22.95,5.294531,0.7045,0.064375
23,5.307813,0.706,0.0640625
23.05,5.317187,0.7075,0.0659375
23.1,5.321875,0.709,0.0659375
23.15,5.328125,0.7105,0.065625
23.2,5.332812,0.712,0.06625
23.25,5.340625,0.7135,0.0665625
23.3,5.35,0.715,0.0671875
23.35,5.357812,0.7165,0.0675
23.4,5.370313,0.718,0.068125
23.45,5.380469,0.7195,0.068125
23.5,5.389062,0.721,0.0690625
23.55,5.395312,0.7225,0.06875
23.6,5.400781,0.7245,0.06875
23.65,5.411719,0.726,0.07
23.7,5.41875,0.7275,0.069375
23.75,5.428906,0.729,0.0709375
23.8,5.435156,0.7305,0.07
23.85,5.445313,0.732,0.07125
23.9,5.452344,0.7335,0.07125
23.95,5.458594,0.735,0.07125
24,5.465625,0.7365,0.0725
24.05,5.474219,0.7385,0.0725
24.1,5.482031,0.74,0.0728125
24.15,5.490625,0.7415,0.0734375
24.2,5.498437,0.743,0.0740625
24.25,5.507813,0.7445,0.0740625
24.3,5.521094,0.7465,0.0746875
24.35,5.528906,0.748,0.0746875
24.4,5.533594,0.7495,0.075625
24.45,5.540625,0.751,0.07625
24.5,5.549219,0.7525,0.0759375
24.55,5.560937,0.7545,0.0765625
24.6,5.56875,0.756,0.076875
24.65,5.576562,0.7575,0.0765625
24.7,5.579688,0.759,0.0778125
24.75,5.588281,0.761,0.0784375
24.8,5.59375,0.7625,0.0784375
24.85,5.6,0.764,0.079375
24.9,5.609375,0.766,0.08
24.95,5.61875,0.7675,0.0790625
25,5.626563,0.769,0.0809375
25.05,5.635156,0.7705,0.0815625
25.1,5.644531,0.7725,0.08125
25.15,5.652344,0.774,0.08125
25.2,5.657813,0.7755,0.0825
25.25,5.664844,0.7775,0.083125
25.3,5.676562,0.779,0.0828125
25.35,5.682031,0.7805,0.0840625
25.4,5.692969,0.7825,0.08375
25.45,5.702344,0.784,0.0840625
25.5,5.710938,0.7855,0.085625
25.55,5.717187,0.7875,0.0853125
25.6,5.725,0.789,0.086875
25.65,5.735938,0.791,0.0871875
25.7,5.735938,0.7925,0.086875
25.75,5.741406,0.7945,0.08875
25.8,5.748437,0.796,0.0884375
25.85,5.752344,0.7975,0.08875
25.9,5.760938,0.7995,0.08875
25.95,5.772656,0.801,0.0896875
26,5.782813,0.803,0.09
26.05,5.792188,0.8045,0.0909375
26.1,5.798438,0.8065,0.09125
26.15,5.802344,0.808,0.0925
26.2,5.817187,0.81,0.093125
26.25,5.825781,0.8115,0.093125
26.3,5.832812,0.8135,0.0940625
26.35,5.842969,0.815,0.09375
26.4,5.849219,0.817,0.0953125
26.45,5.852344,0.8185,0.09625
26.5,5.857812,0.8205,0.09625
26.55,5.864844,0.822,0.0965625
26.6,5.876563,0.824,0.0978125
26.65,5.880469,0.8255,0.0975
26.7,5.890625,0.8275,0.09875
26.75,5.898438,0.8295,0.0996875
26.8,5.9,0.831,0.0990625
26.85,5.907031,0.833,0.099375
26.9,5.917188,0.8345,0.1009375
26.95,5.926562,0.8365,0.1021875
27,5.933594,0.8385,0.1025
27.05,5.9375,0.84,0.10375
27.1,5.946094,0.842,0.1040625
27.15,5.953125,0.844,0.1053125
27.2,5.959375,0.8455,0.1053125
27.25,5.967187,0.8475,0.105625
27.3,5.975,0.8495,0.1065625
27.35,5.98125,0.851,0.1071875
27.4,5.989062,0.853,0.1084375
27.45,5.994531,0.855,0.109375
27.5,6.003906,0.8565,0.1096875
27.55,6.007813,0.8585,0.11
27.6,6.016406,0.8605,0.1109375
27.65,6.027344,0.8625,0.1109375
27.7,6.034375,0.864,0.1128125
27.75,6.041406,0.866,0.1134375
27.8,6.049219,0.868,0.1146875
27.85,6.055469,0.87,0.115
27.9,6.060156,0.872,0.1159375
27.95,6.064063,0.874,0.1171875
28,6.071094,0.876,0.1175
28.05,6.076562,0.8775,0.118125
28.1,6.082031,0.8795,0.119375
28.15,6.092187,0.8815,0.1203125
28.2,6.100781,0.8835,0.120625
28.25,6.107812,0.8855,0.1225
28.3,6.110938,0.8875,0.1221875
28.35,6.120313,0.8895,0.1228125
28.4,6.126563,0.8915,0.12375
28.45,6.130469,0.8935,0.1253125
28.5,6.132031,0.8955,0.125625
28.55,6.139844,0.8975,0.1275
28.6,6.146094,0.8995,0.1271875
28.65,6.15625,0.9015,0.12875
28.7,6.157813,0.9035,0.129375
28.75,6.166406,0.906,0.13125
28.8,6.171875,0.908,0.1321875
28.85,6.176562,0.91,0.1334375
28.9,6.18125,0.912,0.13375
28.95,6.189844,0.914,0.1353125
29,6.19375,0.916,0.1365625
29.05,6.199219,0.9185,0.1371875
29.1,6.201562,0.9205,0.1375
29.15,6.210156,0.9225,0.1390625
29.2,6.214844,0.925,0.14
29.25,6.217969,0.927,0.1403125
29.3,6.225,0.929,0.1415625
29.35,6.232812,0.9315,0.14375
29.4,6.238281,0.9335,0.1440625
29.45,6.2375,0.9355,0.145
29.5,6.242969,0.938,0.1453125
29.55,6.248437,0.94,0.14625
29.6,6.251563,0.9425,0.1475
29.65,6.258594,0.9445,0.1490625
29.7,6.264062,0.947,0.1503125
29.75,6.2625,0.949,0.1521875
29.8,6.264844,0.9515,0.1525
29.85,6.269531,0.9535,0.1540625
29.9,6.275,0.956,0.155625
29.95,6.275,0.9585,0.1571875
30,6.275781,0.9605,0.159375
30.05,6.277344,0.963,0.160625
30.1,6.282813,0.9655,0.1621875
30.15,6.286719,0.9675,0.1634375
30.2,6.288281,0.97,0.1653125
30.25,6.289063,0.9725,0.166875
30.3,6.290625,0.975,0.1684375
30.35,6.289063,0.9775,0.1696875
30.4,6.292969,0.98,0.1709375
30.45,6.29375,0.9825,0.1734375
30.5,6.292969,0.985,0.175
30.55,6.289844,0.9875,0.1771875
30.6,6.292969,0.99,0.1784375
30.65,6.296094,0.9925,0.180625
30.7,6.298438,0.9955,0.183125
30.75,6.296875,0.998,0.1846875
30.8,6.299219,1.0005,0.18625
30.85,6.296875,1.0035,0.188125
30.9,6.296875,1.006,0.19
30.95,6.297656,1.0085,0.1915625
31,6.297656,1.0115,0.194375
31.05,6.297656,1.014,0.19625
31.1,6.299219,1.017,0.198125
31.15,6.299219,1.02,0.2009375
31.2,6.297656,1.0225,0.2028125
31.25,6.296875,1.0255,0.2053125
31.3,6.299219,1.0285,0.2071875
31.35,6.3,1.0315,0.20875
31.4,6.300781,1.0345,0.2103125
31.45,6.304688,1.037,0.2140625
31.5,6.304688,1.04,0.216875
31.55,6.301562,1.043,0.219375
31.6,6.300781,1.046,0.221875
31.65,6.303125,1.049,0.2246875
31.7,6.307813,1.0525,0.2259375
31.75,6.307031,1.0555,0.229375
31.8,6.307031,1.0585,0.231875
31.85,6.310156,1.0615,0.2346875
31.9,6.314063,1.0645,0.236875
31.95,6.311719,1.068,0.2390625
32,6.314063,1.071,0.2421875
32.05,6.314063,1.074,0.244375
32.1,6.3125,1.0775,0.2475
32.15,6.3125,1.0805,0.25
32.2,6.320313,1.084,0.253125
32.25,6.323438,1.087,0.2559375
32.3,6.321875,1.0905,0.259375
32.35,6.321094,1.094,0.261875
32.4,6.321094,1.097,0.265
32.45,6.322656,1.1005,0.2671875
32.5,6.321875,1.104,0.269375
32.55,6.323438,1.1075,0.27375
32.6,6.323438,1.111,0.2759375
32.65,6.325,1.1145,0.2803125
32.7,6.328906,1.118,0.2834375
32.75,6.328125,1.1215,0.28625
32.8,6.327344,1.125,0.289375
32.85,6.329688,1.1285,0.2925
32.9,6.325781,1.132,0.2953125
32.95,6.33125,1.1355,0.2984375
33,6.328906,1.1395,0.3015625
33.05,6.33125,1.143,0.3053125
33.1,6.325781,1.147,0.308125
33.15,6.321875,1.1505,0.3121875
33.2,6.324219,1.1545,0.314375
33.25,6.323438,1.1585,0.3190625
33.3,6.324219,1.162,0.321875
33.35,6.325,1.166,0.325
33.4,6.328125,1.17,0.3296875
33.45,6.325,1.1735,0.3328125
33.5,6.325,1.1775,0.3378125
33.55,6.327344,1.1815,0.3409375
33.6,6.322656,1.1855,0.34375
33.65,6.319531,1.1895,0.3490625
33.7,6.322656,1.1935,0.3521875
33.75,6.320313,1.1975,0.3559375
33.8,6.321875,1.2015,0.3603125
33.85,6.322656,1.206,0.36375
33.9,6.325,1.21,0.368125
33.95,6.31875,1.214,0.3715625
34,6.31875,1.218,0.37625
34.05,6.319531,1.2225,0.3809375
34.1,6.319531,1.2265,0.3846875
34.15,6.317969,1.231,0.38875
34.2,6.320313,1.235,0.393125
34.25,6.321875,1.2395,0.3965625
34.3,6.321875,1.244,0.40125
34.35,6.320313,1.248,0.405625
34.4,6.31875,1.2525,0.41
34.45,6.319531,1.257,0.414375
34.5,6.325,1.2615,0.41875
34.55,6.327344,1.266,0.4228125
34.6,6.327344,1.2705,0.426875
34.65,6.325781,1.275,0.4315625
34.7,6.328906,1.2795,0.436875
34.75,6.328125,1.284,0.44
34.8,6.325,1.2885,0.445
34.85,6.326562,1.293,0.449375
34.9,6.328125,1.2975,0.454375
34.95,6.326562,1.3025,0.458125
35,6.330469,1.307,0.4628125
35.05,6.332812,1.312,0.4671875
35.1,6.332031,1.3165,0.4721875
35.15,6.333594,1.3215,0.4771875
35.2,6.339063,1.326,0.48125
35.25,6.335156,1.331,0.4865625
35.3,6.335156,1.3355,0.4909375
35.35,6.338281,1.3405,0.4959375
35.4,6.339844,1.3455,0.4996875
35.45,6.340625,1.3505,0.5046875
35.5,6.342187,1.3555,0.5096875
35.55,6.34375,1.3605,0.515
35.6,6.34375,1.3655,0.5196875
35.65,6.346094,1.3705,0.525
35.7,6.344531,1.3755,0.5290625
35.75,6.347656,1.3805,0.5340625
35.8,6.351563,1.3855,0.53875
35.85,6.352344,1.3905,0.5434375
35.9,6.351563,1.396,0.5490625
35.95,6.353906,1.401,0.553125
36,6.35625,1.406,0.558125
36.05,6.365625,1.4115,0.5634375
36.1,6.366406,1.4165,0.56875
36.15,6.367188,1.422,0.573125
36.2,6.36875,1.427,0.5784375
36.25,6.375,1.4325,0.58375
36.3,6.375781,1.4375,0.58875
36.35,6.380469,1.443,0.5934375
36.4,6.38125,1.4485,0.599375
36.45,6.384375,1.454,0.6034375
36.5,6.385938,1.4595,0.60875
36.55,6.392188,1.4645,0.6134375
36.6,6.39375,1.47,0.6190625
36.65,6.4,1.4755,0.623125
36.7,6.404687,1.481,0.6290625
36.75,6.407031,1.4865,0.63375
36.8,6.413281,1.492,0.6384375
36.85,6.416406,1.498,0.64375
36.9,6.419531,1.5035,0.6490625
36.95,6.425781,1.509,0.6525
37,6.429688,1.5145,0.6578125
37.05,6.438281,1.52,0.6634375
