(s),(mm),(kgf)
101,3.36614,1.15197
101.1,3.36949,1.14358
101.2,3.37253,1.13369
101.3,3.37604,1.12509
101.4,3.37928,1.11608
101.5,3.38252,1.10821
101.6,3.38588,1.10099
101.7,3.3894,1.09512
101.8,3.39252,1.0883
101.9,3.39596,1.08078
102,3.39928,1.07428
102.1,3.40275,1.06851
102.2,3.40595,1.06256
102.3,3.40937,1.05723
102.4,3.41284,1.05391
102.5,3.41602,1.04846
102.6,3.41928,1.0432
102.7,3.42276,1.03859
102.8,3.42597,1.03379
102.9,3.42911,1.02767
103,3.43273,1.02401
103.1,3.43588,1.01903
103.2,3.43924,1.01447
103.3,3.44269,1.00995
103.4,3.44606,1.00619
103.5,3.44916,1.00147
103.6,3.45273,0.99833
103.7,3.45613,0.99506
103.8,3.45936,0.99129
103.9,3.46267,0.98687
104,3.46603,0.98394
104.1,3.46921,0.9803
104.2,3.47253,0.97606
104.3,3.47594,0.97293
104.4,3.47936,0.96986
104.5,3.4826,0.96514
104.6,3.4859,0.96153
104.7,3.48936,0.95859
104.8,3.49259,0.95407
104.9,3.49597,0.9499
105,3.49959,0.94537
105.1,3.50273,0.93969
105.2,3.50585,0.93445
105.3,3.50943,0.93072
105.4,3.51264,0.92717
105.5,3.51587,0.92267
105.6,3.51936,0.91967
105.7,3.5227,0.91637
105.8,3.52581,0.91292
105.9,3.52936,0.90935
106,3.53263,0.90656
106.1,3.53597,0.90317
106.2,3.53935,0.89916
106.3,3.54278,0.89624
106.4,3.546,0.89292
106.5,3.54928,0.88728
106.6,3.5527,0.8829
106.7,3.55605,0.87853
106.8,3.55923,0.87472
106.9,3.56257,0.87098
107,3.56599,0.86893
107.1,3.56916,0.86484
107.2,3.57257,0.86153
107.3,3.57612,0.85874
107.4,3.57931,0.85492
107.5,3.58252,0.85111
107.6,3.58611,0.84828
107.7,3.58942,0.84573
107.8,3.59263,0.84118
107.9,3.59607,0.83733
108,3.59942,0.83389
108.1,3.6025,0.82937
108.2,3.60589,0.82585
108.3,3.60929,0.82294
108.4,3.61268,0.81823
108.5,3.61594,0.8129
108.6,3.61936,0.80979
108.7,3.62259,0.80676
108.8,3.62593,0.8034
108.9,3.62935,0.80035
109,3.63295,0.79799
109.1,3.63598,0.79341
109.2,3.6393,0.78985
109.3,3.64273,0.78797
109.4,3.64586,0.7848
109.5,3.64922,0.78101
109.6,3.65272,0.77823
109.7,3.65597,0.77551
109.8,3.6591,0.77102
109.9,3.66271,0.7688
110,3.66593,0.76579
110.1,3.66925,0.76292
110.2,3.67272,0.75936
110.3,3.6762,0.75702
110.4,3.67928,0.75369
110.5,3.68262,0.74933
110.6,3.68603,0.74637
110.7,3.68938,0.74347
110.8,3.6926,0.73997
110.9,3.69594,0.73689
111,3.69926,0.73493
111.1,3.70255,0.73144
111.2,3.70589,0.72817
111.3,3.70945,0.72597
111.4,3.71263,0.72313
111.5,3.7159,0.71881
111.6,3.71949,0.71692
111.7,3.72268,0.71351
111.8,3.72601,0.71038
111.9,3.72948,0.70771
112,3.73275,0.70492
112.1,3.7358,0.70183
112.2,3.73936,0.69858
112.3,3.74258,0.69563
112.4,3.74589,0.69343
112.5,3.74927,0.68991
112.6,3.75278,0.68842
112.7,3.75583,0.68647
112.8,3.75921,0.68292
112.9,3.76269,0.68038
113,3.76616,0.67832
113.1,3.76934,0.67529
113.2,3.7727,0.67305
113.3,3.77609,0.67174
113.4,3.77921,0.66921
113.5,3.78257,0.66733
113.6,3.78602,0.66608
113.7,3.78926,0.66406
113.8,3.79248,0.66159
113.9,3.79608,0.6608
114,3.79926,0.65895
114.1,3.80256,0.65692
114.2,3.80609,0.65437
114.3,3.80946,0.65218
114.4,3.81256,0.64953
114.5,3.81614,0.64739
114.6,3.8194,0.64567
114.7,3.82264,0.64351
114.8,3.82598,0.64069
114.9,3.82936,0.63865
115,3.8325,0.636
115.1,3.83589,0.63352
115.2,3.83931,0.63071
115.3,3.84273,0.62837
115.4,3.84587,0.62561
115.5,3.8493,0.62254
115.6,3.85275,0.62129
115.7,3.85596,0.61895
115.8,3.85933,0.61662
115.9,3.86284,0.61468
116,3.866,0.61191
116.1,3.86913,0.60894
116.2,3.87271,0.60818
116.3,3.87588,0.60562
116.4,3.87917,0.60339
116.5,3.88272,0.60212
116.6,3.88603,0.60082
116.7,3.88911,0.59855
116.8,3.89268,0.5961
116.9,3.89602,0.59528
117,3.89936,0.59346
117.1,3.90278,0.59067
117.2,3.90606,0.58866
117.3,3.90929,0.58746
117.4,3.91261,0.58379
117.5,3.91602,0.58183
117.6,3.91935,0.57994
117.7,3.92258,0.57751
117.8,3.92592,0.57561
117.9,3.92936,0.57445
118,3.93252,0.57185
118.1,3.93588,0.56977
118.2,3.93951,0.56863
118.3,3.94272,0.5664
118.4,3.94594,0.56422
118.5,3.94947,0.56242
118.6,3.95266,0.56091
118.7,3.95592,0.5591
118.8,3.95935,0.55758
118.9,3.96269,0.55601
119,3.96576,0.55401
119.1,3.96929,0.55263
119.2,3.97262,0.55121
119.3,3.97599,0.54993
119.4,3.97926,0.54788
119.5,3.98273,0.54625
119.6,3.98595,0.54529
119.7,3.98931,0.54287
119.8,3.99274,0.54098
119.9,3.99616,0.53917
120,3.99934,0.53642
120.1,4.00262,0.53373
120.2,4.00603,0.53297
120.3,4.00914,0.53082
120.4,4.01254,0.52874
120.5,4.01615,0.52728
120.6,4.01935,0.52566
120.7,4.02245,0.52382
120.8,4.02608,0.52205
120.9,4.02931,0.52082
121,4.03266,0.51889
121.1,4.03613,0.51703
121.2,4.03951,0.51609
121.3,4.04255,0.51402
121.4,4.04592,0.51081
121.5,4.0493,0.51005
121.6,4.0526,0.50826
121.7,4.05586,0.50573
121.8,4.05933,0.50466
121.9,4.06258,0.50388
122,4.06586,0.50187
122.1,4.06925,0.49996
122.2,4.0728,0.49969
122.3,4.07599,0.49789
122.4,4.07938,0.49588
122.5,4.0828,0.49462
122.6,4.08591,0.493
122.7,4.08927,0.49157
122.8,4.09274,0.4894
122.9,4.09601,0.48822
123,4.09908,0.48622
123.1,4.10272,0.48483
123.2,4.10592,0.48422
123.3,4.10927,0.48256
123.4,4.11265,0.48067
123.5,4.11613,0.4796
123.6,4.11924,0.47821
123.7,4.12272,0.47647
123.8,4.12608,0.47562
123.9,4.12948,0.47439
124,4.13266,0.47295
124.1,4.136,0.47141
124.2,4.13932,0.47064
124.3,4.14249,0.46863
124.4,4.14586,0.46758
124.5,4.1494,0.46712
124.6,4.15259,0.46598
124.7,4.15585,0.46374
124.8,4.15939,0.4634
124.9,4.16257,0.46207
125,4.16595,0.46071
125.1,4.16951,0.45951
125.2,4.17281,0.45871
125.3,4.17586,0.45613
125.4,4.17943,0.45456
125.5,4.1826,0.45292
125.6,4.18585,0.45145
125.7,4.18924,0.45006
125.8,4.19276,0.44929
125.9,4.1958,0.44787
126,4.19931,0.44621
126.1,4.20262,0.44464
126.2,4.20606,0.4436
126.3,4.20929,0.44174
126.4,4.21274,0.43989
126.5,4.21613,0.43905
126.6,4.21933,0.43647
126.7,4.22265,0.43445
126.8,4.2261,0.43333
126.9,4.22928,0.43151
127,4.23248,0.42888
127.1,4.23606,0.42807
127.2,4.23922,0.42563
127.3,4.24255,0.42389
127.4,4.24603,0.423
127.5,4.24936,0.42174
127.6,4.25247,0.41977
127.7,4.25611,0.41852
127.8,4.25943,0.41698
127.9,4.26265,0.41529
128,4.26604,0.41392
128.1,4.26941,0.41166
128.2,4.27252,0.41056
128.3,4.2759,0.40895
128.4,4.27928,0.40776
128.5,4.28264,0.4063
128.6,4.28591,0.40388
128.7,4.28927,0.40281
128.8,4.29267,0.40169
128.9,4.29592,0.39959
129,4.29932,0.39833
129.1,4.30292,0.39764
129.2,4.30606,0.39593
129.3,4.30921,0.39458
129.4,4.31277,0.39378
129.5,4.31595,0.39298
129.6,4.31921,0.39195
129.7,4.3227,0.39038
129.8,4.326,0.38936
129.9,4.32912,0.38766
130,4.3327,0.3871
130.1,4.33595,0.38571
130.2,4.33927,0.38508
130.3,4.34272,0.38303
130.4,4.34615,0.38184
130.5,4.34931,0.38088
130.6,4.35264,0.37873
130.7,4.35606,0.37749
130.8,4.35937,0.37692
130.9,4.36255,0.37541
131,4.36593,0.37413
131.1,4.36929,0.37368
131.2,4.37249,0.37227
131.3,4.37591,0.37145
131.4,4.37945,0.37033
131.5,4.3826,0.36971
131.6,4.38586,0.36776
131.7,4.38944,0.36796
131.8,4.39271,0.36747
131.9,4.39597,0.36571
132,4.39945,0.36484
132.1,4.40279,0.364
132.2,4.40583,0.36218
132.3,4.40924,0.36128
132.4,4.4126,0.36049
132.5,4.41597,0.35963
132.6,4.41929,0.35805
132.7,4.42274,0.35749
132.8,4.42588,0.35616
132.9,4.42927,0.35504
133,4.43268,0.35391
133.1,4.43624,0.35331
133.2,4.43934,0.35164
133.3,4.44269,0.35045
133.4,4.44607,0.35027
133.5,4.44916,0.34947
133.6,4.45254,0.34782
133.7,4.45607,0.34761
133.8,4.45927,0.34661
133.9,4.46245,0.34485
134,4.46606,0.34463
134.1,4.46924,0.34313
134.2,4.47255,0.34233
134.3,4.47607,0.34098
134.4,4.4795,0.3411
134.5,4.4826,0.33932
134.6,4.486,0.33816
134.7,4.48938,0.33773
134.8,4.49271,0.33656
134.9,4.49594,0.33555
135,4.49931,0.33432
135.1,4.50254,0.33344
135.2,4.5059,0.3323
135.3,4.50923,0.33161
135.4,4.51276,0.33113
135.5,4.51595,0.32991
135.6,4.51928,0.32877
135.7,4.5228,0.3287
135.8,4.52597,0.32758
135.9,4.52931,0.32632
136,4.53286,0.32615
136.1,4.5361,0.32481
136.2,4.53913,0.32321
136.3,4.54272,0.32274
136.4,4.54589,0.32245
136.5,4.54919,0.32181
136.6,4.55261,0.3205
136.7,4.55612,0.32048
136.8,4.55915,0.31969
136.9,4.56258,0.31844
137,4.56602,0.31814
137.1,4.56945,0.31773
137.2,4.57269,0.3163
137.3,4.57607,0.31564
137.4,4.5794,0.31608
137.5,4.58257,0.31389
137.6,4.58593,0.31316
137.7,4.58935,0.31246
137.8,4.59257,0.31163
137.9,4.59584,0.3103
138,4.59937,0.31045
138.1,4.60257,0.3092
138.2,4.60588,0.30794
138.3,4.60943,0.30688
138.4,4.61279,0.30677
138.5,4.61592,0.30516
138.6,4.6195,0.30432
138.7,4.62271,0.30335
138.8,4.62596,0.3022
138.9,4.62934,0.3008
139,4.63272,0.29942
139.1,4.63579,0.2986
139.2,4.63924,0.29755
139.3,4.64263,0.29647
139.4,4.64602,0.29569
139.5,4.64921,0.29429
139.6,4.65267,0.29321
139.7,4.65602,0.29331
139.8,4.6593,0.29175
139.9,4.66271,0.29081
140,4.66618,0.29007
140.1,4.66931,0.28966
140.2,4.67249,0.28858
140.3,4.67605,0.28826
140.4,4.67921,0.28699
140.5,4.68252,0.28617
140.6,4.68609,0.28534
140.7,4.68936,0.2846
140.8,4.69246,0.28348
140.9,4.69603,0.28302
141,4.69932,0.2826
141.1,4.70266,0.28139
141.2,4.70613,0.28056
141.3,4.70942,0.27984
141.4,4.71258,0.27922
141.5,4.71599,0.27778
141.6,4.71936,0.27686
141.7,4.72265,0.27595
141.8,4.72592,0.27542
141.9,4.72928,0.27474
142,4.73265,0.27407
142.1,4.73586,0.27303
142.2,4.73924,0.27281
142.3,4.74284,0.27281
142.4,4.746,0.27174
142.5,4.74929,0.27056
142.6,4.7528,0.27021
142.7,4.75598,0.27003
142.8,4.75928,0.26917
142.9,4.76272,0.26853
143,4.766,0.26804
143.1,4.76909,0.26674
143.2,4.77266,0.26586
143.3,4.77593,0.26581
143.4,4.77928,0.26469
143.5,4.78263,0.26378
143.6,4.78608,0.26351
143.7,4.78923,0.26318
143.8,4.79264,0.26214
143.9,4.79607,0.26151
144,4.79947,0.26105
144.1,4.80266,0.26017
144.2,4.80598,0.2594
144.3,4.80933,0.25939
144.4,4.81247,0.2586
144.5,4.81588,0.25805
144.6,4.8195,0.25814
144.7,4.82265,0.25711
144.8,4.82579,0.25583
144.9,4.8294,0.25652
145,4.83262,0.25532
145.1,4.83596,0.2547
145.2,4.83949,0.25392
145.3,4.84281,0.25352
145.4,4.84587,0.2528
145.5,4.8493,0.25209
145.6,4.85265,0.252
145.7,4.85591,0.25143
145.8,4.85924,0.25046
145.9,4.86269,0.25057
146,4.86587,0.25028
146.1,4.86921,0.24902
146.2,4.87259,0.24846
146.3,4.8761,0.24829
146.4,4.87932,0.24694
146.5,4.88273,0.24604
146.6,4.88612,0.24581
146.7,4.88922,0.24446
146.8,4.89265,0.24445
146.9,4.89612,0.24391
147,4.89928,0.24285
147.1,4.90241,0.242
147.2,4.90606,0.24207
147.3,4.90927,0.24118
147.4,4.91257,0.24074
147.5,4.916,0.24037
147.6,4.91946,0.23994
147.7,4.92256,0.23972
147.8,4.92606,0.23963
147.9,4.92939,0.23908
148,4.93277,0.23915
148.1,4.93602,0.23851
148.2,4.93941,0.23864
148.3,4.94262,0.23984
148.4,4.94583,0.2392
148.5,4.94922,0.23957
148.6,4.95273,0.24076
148.7,4.9559,0.24218
148.8,4.95922,0.24212
148.9,4.96272,0.24389
149,4.9659,0.24416
149.1,4.96929,0.24424
149.2,4.97284,0.24408
149.3,4.9761,0.24401
149.4,4.9792,0.24345
149.5,4.9828,0.2428
149.6,4.98591,0.24195
149.7,4.98914,0.24141
149.8,4.99261,0.24051
149.9,4.9961,0.23982
150,4.99914,0.23913
150.1,5.00265,0.23828
150.2,5.00596,0.2379
150.3,5.00937,0.23763
150.4,5.01262,0.23653
150.5,5.01611,0.23578
150.6,5.01941,0.23576
150.7,5.02269,0.23476
150.8,5.02603,0.23381
150.9,5.02945,0.23329
151,5.03258,0.23339
151.1,5.03584,0.23214
151.2,5.03938,0.23187
151.3,5.04252,0.23085
151.4,5.04588,0.23033
151.5,5.0494,0.22959
151.6,5.05267,0.22954
151.7,5.05582,0.22886
151.8,5.05944,0.22847
151.9,5.06272,0.22784
152,5.06596,0.22753
152.1,5.06943,0.22673
152.2,5.0728,0.22638
152.3,5.07582,0.22556
152.4,5.07926,0.22529
152.5,5.08263,0.22504
152.6,5.08597,0.22458
152.7,5.08924,0.22314
152.8,5.09262,0.22289
152.9,5.09596,0.2219
153,5.09927,0.22121
153.1,5.10266,0.22042
153.2,5.10623,0.2204
153.3,5.10938,0.21964
153.4,5.11257,0.21903
153.5,5.11612,0.21885
153.6,5.11928,0.21854
153.7,5.12255,0.21788
153.8,5.12605,0.21695
153.9,5.12932,0.21661
154,5.13245,0.21559
154.1,5.13605,0.2152
154.2,5.13927,0.21465
154.3,5.14258,0.2144
154.4,5.14606,0.21291
154.5,5.14948,0.21231
154.6,5.15262,0.21188
154.7,5.15599,0.21061
154.8,5.15939,0.21003
154.9,5.16269,0.20941
155,5.16588,0.20837
155.1,5.1693,0.20751
155.2,5.17258,0.20704
155.3,5.17582,0.20522
155.4,5.17926,0.20458
155.5,5.18278,0.2042
155.6,5.18592,0.20276
155.7,5.18925,0.20239
155.8,5.19278,0.20187
155.9,5.19602,0.20113
156,5.1993,0.20042
156.1,5.20281,0.20043
156.2,5.20612,0.20016
156.3,5.20915,0.19937
156.4,5.21262,0.20014
156.5,5.21593,0.20042
156.6,5.21926,0.20148
156.7,5.22264,0.20371
156.8,5.22607,0.20823
156.9,5.22916,0.20578
157,5.23264,0.2026
157.1,5.23603,0.1997
157.2,5.23954,0.19754
157.3,5.24265,0.19539
157.4,5.24605,0.18877
157.5,5.2494,0.18753
157.6,5.25251,0.18554
157.7,5.25591,0.18393
157.8,5.25941,0.18201
157.9,5.26259,0.18128
158,5.2658,0.17963
158.1,5.26939,0.1792
158.2,5.27253,0.17817
158.3,5.27587,0.17743
158.4,5.27944,0.17644
158.5,5.28281,0.17602
158.6,5.28592,0.17512
158.7,5.28937,0.17424
158.8,5.29271,0.17369
158.9,5.29605,0.17354
159,5.29928,0.17191
159.1,5.30267,0.17207
159.2,5.30582,0.17205
159.3,5.30924,0.17105
159.4,5.31257,0.17131
159.5,5.31607,0.17096
159.6,5.31927,0.17058
159.7,5.32264,0.16973
159.8,5.32612,0.16976
159.9,5.32932,0.16896
160,5.33266,0.16852
160.1,5.33621,0.16805
160.2,5.33943,0.16801
160.3,5.34251,0.16713
160.4,5.34607,0.16717
160.5,5.34919,0.16678
160.6,5.35251,0.16636
160.7,5.35598,0.1655
160.8,5.35945,0.16535
160.9,5.36245,0.16482
161,5.36595,0.16409
161.1,5.36936,0.16442
161.2,5.37271,0.16407
161.3,5.37601,0.16343
161.4,5.37945,0.16309
161.5,5.38268,0.16297
161.6,5.38593,0.16232
161.7,5.38927,0.1619
161.8,5.39266,0.16126
161.9,5.39588,0.16097
162,5.39922,0.16008
162.1,5.40268,0.15968
162.2,5.4059,0.15987
162.3,5.40921,0.15885
162.4,5.41279,0.15921
162.5,5.41608,0.15893
162.6,5.41924,0.15784
162.7,5.42286,0.1574
162.8,5.42606,0.15781
162.9,5.42929,0.15645
163,5.43269,0.15592
163.1,5.43604,0.15547
163.2,5.4391,0.15535
163.3,5.44261,0.15476
163.4,5.44598,0.15477
163.5,5.44931,0.15453
163.6,5.45255,0.15379
163.7,5.45606,0.1532
163.8,5.45932,0.15335
163.9,5.46262,0.15227
164,5.46603,0.15142
164.1,5.46949,0.15137
164.2,5.47265,0.15062
164.3,5.47587,0.14989
164.4,5.47934,0.14994
164.5,5.48252,0.14967
164.6,5.48586,0.14917
164.7,5.48943,0.14882
164.8,5.49266,0.14832
164.9,5.49577,0.14788
165,5.49939,0.14724
165.1,5.50265,0.14681
165.2,5.50597,0.14645
165.3,5.50949,0.14588
165.4,5.51279,0.14571
165.5,5.51591,0.14538
165.6,5.51933,0.14439
165.7,5.52267,0.14396
165.8,5.52595,0.14376
165.9,5.52927,0.14313
166,5.53264,0.14238
166.1,5.53592,0.14276
166.2,5.53919,0.14203
166.3,5.5426,0.14161
166.4,5.54614,0.14141
166.5,5.54934,0.14085
166.6,5.55265,0.14017
166.7,5.55613,0.14037
166.8,5.55931,0.13989
166.9,5.56263,0.13949
167,5.5661,0.13912
167.1,5.56932,0.13925
167.2,5.57245,0.13833
167.3,5.576,0.1379
167.4,5.57924,0.13805
167.5,5.58258,0.13742
167.6,5.586,0.13659
167.7,5.58941,0.13661
167.8,5.59254,0.13613
167.9,5.59599,0.13562
168,5.59943,0.13506
168.1,5.60276,0.13482
168.2,5.60599,0.13485
168.3,5.60937,0.13408
168.4,5.61266,0.1343
168.5,5.6158,0.13412
168.6,5.61922,0.13421
168.7,5.62281,0.13405
168.8,5.62595,0.13383
168.9,5.62917,0.13362
169,5.63274,0.1335
169.1,5.63594,0.1335
169.2,5.6393,0.13262
169.3,5.64286,0.13281
169.4,5.64612,0.13263
169.5,5.64921,0.13207
169.6,5.65268,0.132
169.7,5.65595,0.13202
169.8,5.65922,0.13186
169.9,5.66258,0.13116
170,5.66603,0.13117
170.1,5.66916,0.13124
170.2,5.67256,0.13039
170.3,5.67595,0.13029
170.4,5.67943,0.13062
170.5,5.68264,0.13007
170.6,5.68611,0.12979
170.7,5.68944,0.13037
170.8,5.69257,0.12999
170.9,5.69598,0.12947
171,5.69946,0.1296
171.1,5.70261,0.12912
171.2,5.70578,0.12851
171.3,5.7094,0.12832
171.4,5.71256,0.12791
171.5,5.71589,0.12754
171.6,5.71938,0.12701
171.7,5.72278,0.12684
171.8,5.72583,0.12618
171.9,5.72943,0.12572
172,5.73275,0.12521
172.1,5.73609,0.12549
172.2,5.73936,0.12517
172.3,5.74276,0.12487
172.4,5.74592,0.12503
172.5,5.7492,0.1244
172.6,5.75256,0.12423
172.7,5.75602,0.12416
172.8,5.75922,0.12387
172.9,5.76261,0.12389
173,5.76603,0.12335
173.1,5.76918,0.12358
173.2,5.77262,0.12267
173.3,5.77621,0.12317
173.4,5.77943,0.12284
173.5,5.78254,0.12253
173.6,5.78616,0.12177
173.7,5.78925,0.1217
173.8,5.79252,0.12109
173.9,5.79596,0.12027
174,5.7994,0.12006
174.1,5.80242,0.12009
174.2,5.80603,0.12012
174.3,5.80929,0.11963
174.4,5.81264,0.1196
174.5,5.81596,0.11915
174.6,5.81948,0.11857
174.7,5.82272,0.11885
174.8,5.82601,0.11822
174.9,5.82934,0.11808
175,5.83275,0.11789
175.1,5.83594,0.11773
175.2,5.83922,0.11706
175.3,5.84267,0.11718
175.4,5.84584,0.11661
175.5,5.84924,0.11633
175.6,5.85275,0.11599
175.7,5.85597,0.11547
175.8,5.85914,0.11493
175.9,5.8628,0.11456
176,5.86604,0.11446
176.1,5.86931,0.11395
176.2,5.87276,0.11341
176.3,5.87609,0.11339
176.4,5.87914,0.11282
176.5,5.88263,0.11225
176.6,5.88596,0.11255
176.7,5.88923,0.11251
176.8,5.89259,0.11213
176.9,5.89599,0.11153
177,5.89924,0.11196
177.1,5.90257,0.11161
177.2,5.90602,0.11103
177.3,5.90958,0.11148
177.4,5.91271,0.11125
177.5,5.91593,0.11089
177.6,5.91945,0.11086
177.7,5.9226,0.11036
177.8,5.92593,0.11009
177.9,5.92941,0.10957
178,5.93262,0.10988
178.1,5.93579,0.1093
178.2,5.93941,0.10885
178.3,5.94259,0.10908
178.4,5.94587,0.10885
178.5,5.94941,0.10847
178.6,5.95279,0.10791
178.7,5.95593,0.10736
178.8,5.95936,0.10698
178.9,5.96273,0.10652
179,5.96601,0.10624
179.1,5.96925,0.1053
179.2,5.97267,0.10479
179.3,5.97589,0.10505
179.4,5.97916,0.1046
179.5,5.98261,0.10408
179.6,5.98614,0.10425
179.7,5.98923,0.10397
179.8,5.99258,0.10329
179.9,5.99609,0.10312
180,5.99934,0.10302
180.1,6.00263,0.10255
180.2,6.00617,0.10207
180.3,6.00941,0.10219
180.4,6.0125,0.10186
180.5,6.01598,0.10127
180.6,6.01923,0.10148
180.7,6.02254,0.10095
180.8,6.02601,0.1002
180.9,6.02942,0.10019
181,6.03247,0.09997
181.1,6.03598,0.0995
181.2,6.03936,0.09957
181.3,6.04284,0.09934
181.4,6.04598,0.09864
181.5,6.04942,0.0985
181.6,6.05269,0.09832
181.7,6.05584,0.0975
181.8,6.05925,0.09721
181.9,6.06272,0.09706
182,6.06587,0.09679
182.1,6.06917,0.09663
182.2,6.07273,0.0966
182.3,6.07587,0.09647
182.4,6.0792,0.09631
182.5,6.08281,0.09608
182.6,6.08611,0.09551
182.7,6.08927,0.0956
182.8,6.09273,0.09464
182.9,6.09601,0.09492
183,6.09933,0.09466
183.1,6.10264,0.09453
183.2,6.10603,0.09418
183.3,6.10913,0.09368
183.4,6.11261,0.09295
183.5,6.11592,0.09299
183.6,6.11938,0.09296
183.7,6.12257,0.09242
183.8,6.12604,0.09161
183.9,6.12944,0.09239
184,6.13265,0.09143
184.1,6.13599,0.0914
184.2,6.13954,0.09124
184.3,6.1427,0.09088
184.4,6.14584,0.09024
184.5,6.1494,0.09027
184.6,6.15252,0.08992
184.7,6.15584,0.08945
184.8,6.15936,0.08948
184.9,6.16276,0.08918
185,6.16577,0.08879
185.1,6.16931,0.08883
185.2,6.17268,0.0891
185.3,6.17602,0.08834
185.4,6.17936,0.08793
185.5,6.18281,0.08785
185.6,6.18598,0.08762
185.7,6.18929,0.087
185.8,6.19263,0.08657
185.9,6.19597,0.08662
186,6.1992,0.08647
186.1,6.2026,0.08609
186.2,6.20599,0.0861
186.3,6.20922,0.08575
186.4,6.21256,0.08558
186.5,6.21615,0.08558
186.6,6.21937,0.08551
186.7,6.2226,0.08504
186.8,6.22621,0.08506
186.9,6.22935,0.08507
187,6.23259,0.0851
187.1,6.23604,0.08473
187.2,6.23938,0.08464
187.3,6.24243,0.08463
187.4,6.24598,0.08394
187.5,6.2493,0.08344
187.6,6.25262,0.08352
187.7,6.25591,0.08315
187.8,6.25942,0.08288
187.9,6.2626,0.08276
188,6.26597,0.08252
188.1,6.26939,0.08213
188.2,6.2728,0.08184
188.3,6.27597,0.08159
188.4,6.27925,0.0813
188.5,6.28269,0.08128
188.6,6.28586,0.08139
188.7,6.28921,0.08101
188.8,6.29277,0.08093
188.9,6.29596,0.08105
189,6.29913,0.08028
189.1,6.30273,0.08033
189.2,6.30595,0.08051
189.3,6.30929,0.08004
189.4,6.31285,0.0796
189.5,6.31612,0.07904
189.6,6.31921,0.07958
189.7,6.32268,0.07889
189.8,6.32601,0.07877
189.9,6.32926,0.07859
190,6.33261,0.07822
190.1,6.33601,0.07841
190.2,6.33925,0.07816
190.3,6.34257,0.07764
190.4,6.34595,0.07745
190.5,6.34946,0.07758
190.6,6.35265,0.07763
190.7,6.35601,0.07691
190.8,6.35945,0.07671
190.9,6.36261,0.07651
191,6.36596,0.0763
191.1,6.36942,0.07585
191.2,6.37261,0.07591
191.3,6.37579,0.07532
191.4,6.37935,0.07477
191.5,6.38255,0.07519
191.6,6.38589,0.07497
191.7,6.38937,0.07472
191.8,6.39274,0.07484
191.9,6.39585,0.0746
192,6.39935,0.07409
192.1,6.40276,0.07422
192.2,6.40607,0.07407
192.3,6.40933,0.07356
192.4,6.41272,0.07376
192.5,6.41595,0.07378
192.6,6.41914,0.07327
192.7,6.42258,0.07305
192.8,6.42613,0.07298
192.9,6.42926,0.07334
193,6.43256,0.07272
193.1,6.43605,0.07254
193.2,6.43925,0.07226
193.3,6.44263,0.07196
193.4,6.44623,0.07154
193.5,6.44943,0.07171
193.6,6.45254,0.07134
193.7,6.45601,0.07126
193.8,6.45928,0.07124
193.9,6.46254,0.07094
194,6.46596,0.07066
194.1,6.46937,0.07054
194.2,6.47247,0.06994
194.3,6.47594,0.06961
194.4,6.47928,0.06955
194.5,6.48269,0.06956
194.6,6.48597,0.06932
194.7,6.48948,0.06894
194.8,6.49275,0.06901
194.9,6.49589,0.06892
195,6.49932,0.06868
195.1,6.5028,0.06841
195.2,6.50594,0.06831
195.3,6.50915,0.06759
195.4,6.51272,0.06751
195.5,6.51588,0.06789
195.6,6.51922,0.06719
195.7,6.52272,0.06692
195.8,6.52607,0.0669
195.9,6.52917,0.06685
196,6.5328,0.0664
196.1,6.53607,0.06634
196.2,6.53937,0.06637
196.3,6.5427,0.06586
196.4,6.54612,0.06588
196.5,6.54922,0.06626
196.6,6.55255,0.0662
196.7,6.55591,0.06561
196.8,6.55934,0.06575
196.9,6.56255,0.06548
197,6.56597,0.06521
197.1,6.5693,0.06482
197.2,6.57253,0.06454
197.3,6.57599,0.06438
197.4,6.57956,0.0642
197.5,6.58272,0.06398
197.6,6.58591,0.06356
197.7,6.5895,0.06325
197.8,6.59256,0.06317
197.9,6.59582,0.06322
198,6.59932,0.06312
198.1,6.60273,0.06332
198.2,6.60576,0.06277
198.3,6.60938,0.06255
198.4,6.61262,0.06224
198.5,6.61596,0.06206
198.6,6.61931,0.06191
198.7,6.62283,0.06166
198.8,6.62599,0.0615
198.9,6.62937,0.0611
199,6.63271,0.06098
199.1,6.63606,0.06111
199.2,6.63925,0.06076
199.3,6.64257,0.06057
199.4,6.64597,0.06048
199.5,6.64917,0.06062
199.6,6.6526,0.06008
199.7,6.65608,0.05996
199.8,6.65925,0.06016
199.9,6.66252,0.06013
200,6.66616,0.05985
200.1,6.66937,0.05973
200.2,6.67262,0.05969
200.3,6.67612,0.05943
200.4,6.6794,0.05963
200.5,6.68245,0.05972
200.6,6.68597,0.05909
200.7,6.68927,0.05903
200.8,6.69255,0.05883
200.9,6.69597,0.05846
201,6.69935,0.0581
201.1,6.70254,0.0582
201.2,6.70594,0.05798
201.3,6.70936,0.05744
201.4,6.71285,0.05753
201.5,6.71602,0.05781
201.6,6.7193,0.05729
201.7,6.72277,0.05725
201.8,6.72594,0.05704
201.9,6.72927,0.05644
202,6.73273,0.05673
202.1,6.73595,0.05675
202.2,6.73915,0.05638
202.3,6.74275,0.05603
