(s),(mm),(kgf)
202.4,6.7459,0.05612
202.5,6.74921,0.05554
202.6,6.7528,0.05533
202.7,6.75614,0.05558
202.8,6.75927,0.05517
202.9,6.76271,0.05517
203,6.76605,0.0546
203.1,6.7693,0.05448
203.2,6.77259,0.05464
203.3,6.77602,0.05435
203.4,6.77918,0.05448
203.5,6.78252,0.05414
203.6,6.78594,0.05407
203.7,6.78942,0.05413
203.8,6.79255,0.05377
203.9,6.79598,0.05323
204,6.79942,0.0537
204.1,6.80268,0.0531
204.2,6.80599,0.05322
204.3,6.80951,0.05298
204.4,6.81271,0.05285
204.5,6.81583,0.05276
204.6,6.81934,0.05264
204.7,6.82254,0.0523
204.8,6.82587,0.05277
204.9,6.82937,0.05221
205,6.83276,0.05246
205.1,6.83578,0.05251
205.2,6.83934,0.05188
205.3,6.8427,0.05168
205.4,6.84612,0.05168
205.5,6.84934,0.05143
205.6,6.85279,0.05132
205.7,6.85599,0.05164
205.8,6.85917,0.051
205.9,6.86263,0.05105
206,6.86604,0.05101
206.1,6.8692,0.05104
206.2,6.87254,0.05056
206.3,6.87604,0.05025
206.4,6.87919,0.05055
206.5,6.88253,0.05013
206.6,6.88616,0.05009
206.7,6.88943,0.04994
206.8,6.89261,0.04992
206.9,6.89608,0.04962
207,6.89934,0.04976
207.1,6.90264,0.04955
207.2,6.906,0.04927
207.3,6.90937,0.04907
207.4,6.91244,0.0493
207.5,6.91596,0.04925
207.6,6.91926,0.04859
207.7,6.92272,0.0491
207.8,6.92591,0.04902
207.9,6.9294,0.04907
208,6.93271,0.04898
208.1,6.93597,0.04854
208.2,6.93933,0.04866
208.3,6.94284,0.04873
208.4,6.94599,0.04878
208.5,6.9492,0.04878
208.6,6.95275,0.04815
208.7,6.95584,0.04851
208.8,6.95916,0.0482
208.9,6.96272,0.04823
209,6.96607,0.04816
209.1,6.9691,0.04839
209.2,6.97267,0.04808
209.3,6.976,0.0483
209.4,6.97937,0.04808
209.5,6.98273,0.04755
209.6,6.98615,0.04768
209.7,6.98924,0.04791
209.8,6.99264,0.04779
209.9,6.99598,0.04788
210,6.99928,0.04803
210.1,7.00251,0.04761
210.2,7.006,0.04764
210.3,7.00929,0.04777
210.4,7.01258,0.04808
210.5,7.01589,0.04748
210.6,7.01946,0.04768
210.7,7.02266,0.04805
210.8,7.02595,0.04739
210.9,7.02954,0.04741
211,7.03268,0.04769
211.1,7.03593,0.04755
211.2,7.03941,0.04756
211.3,7.04268,0.04754
211.4,7.04575,0.0472
211.5,7.04935,0.0471
211.6,7.05261,0.04721
211.7,7.05594,0.04728
211.8,7.05927,0.04713
211.9,7.06276,0.04713
212,7.06591,0.047
212.1,7.06932,0.04707
212.2,7.07274,0.04755
212.3,7.0761,0.04689
212.4,7.07932,0.04695
212.5,7.08262,0.04715
212.6,7.08599,0.04686
212.7,7.08917,0.04697
212.8,7.09258,0.04673
212.9,7.0961,0.0464
213,7.09928,0.04658
213.1,7.10248,0.04635
213.2,7.10606,0.04666
213.3,7.10929,0.04699
213.4,7.11262,0.04686
213.5,7.11622,0.04609
213.6,7.11944,0.04583
213.7,7.12252,0.046
213.8,7.12604,0.04609
213.9,7.12935,0.04607
214,7.13257,0.04582
214.1,7.13597,0.04509
214.2,7.13936,0.04553
214.3,7.14252,0.04558
214.4,7.14592,0.04521
214.5,7.1493,0.04493
214.6,7.15275,0.04566
214.7,7.15599,0.04517
214.8,7.15938,0.045
214.9,7.16276,0.04524
215,7.16594,0.04514
215.1,7.1693,0.04548
215.2,7.17275,0.04519
215.3,7.17593,0.04516
215.4,7.17915,0.04502
215.5,7.18269,0.04516
215.6,7.18585,0.04525
215.7,7.18923,0.04487
215.8,7.19273,0.0445
215.9,7.19605,0.04488
216,7.19917,0.04447
216.1,7.2027,0.0446
216.2,7.20612,0.04428
216.3,7.20937,0.04415
216.4,7.21268,0.0438
216.5,7.21609,0.04362
216.6,7.21926,0.0431
216.7,7.22249,0.04334
216.8,7.22594,0.0433
216.9,7.22944,0.04341
217,7.23259,0.04301
217.1,7.23592,0.04315
217.2,7.23935,0.04311
217.3,7.24258,0.043
217.4,7.24597,0.043
217.5,7.2496,0.04258
217.6,7.25272,0.04271
217.7,7.25589,0.04301
217.8,7.25939,0.04256
217.9,7.26258,0.04295
218,7.26585,0.04278
218.1,7.26932,0.04237
218.2,7.27271,0.04218
218.3,7.27578,0.04222
218.4,7.27929,0.04196
218.5,7.28262,0.04148
218.6,7.286,0.04147
218.7,7.28933,0.04082
218.8,7.29284,0.0405
218.9,7.29604,0.04089
219,7.29924,0.04052
219.1,7.30268,0.04041
219.2,7.30613,0.04076
219.3,7.30927,0.04041
219.4,7.31252,0.04029
219.5,7.31598,0.04069
219.6,7.31919,0.04024
219.7,7.32254,0.04019
219.8,7.3261,0.03964
219.9,7.32938,0.04004
220,7.33252,0.03962
220.1,7.33617,0.03993
220.2,7.3394,0.03989
220.3,7.34269,0.03946
220.4,7.34607,0.0396
220.5,7.34944,0.03971
220.6,7.35252,0.03966
220.7,7.35591,0.03968
220.8,7.35925,0.03981
220.9,7.36262,0.04005
221,7.36588,0.03961
221.1,7.36935,0.03989
221.2,7.37259,0.03943
221.3,7.37585,0.03944
221.4,7.37933,0.03964
221.5,7.38289,0.0395
221.6,7.38603,0.03967
221.7,7.38927,0.03943
221.8,7.39281,0.03935
221.9,7.39589,0.03933
222,7.39918,0.03903
222.1,7.40267,0.03896
222.2,7.40601,0.0391
222.3,7.4091,0.03875
222.4,7.41272,0.03828
222.5,7.41595,0.03858
222.6,7.41927,0.03829
222.7,7.42268,0.03853
222.8,7.42619,0.03843
222.9,7.42929,0.03833
223,7.43273,0.03825
223.1,7.43605,0.03793
223.2,7.43936,0.03817
223.3,7.4426,0.03802
223.4,7.44595,0.03801
223.5,7.44926,0.03877
223.6,7.45251,0.03846
223.7,7.45594,0.03819
223.8,7.45942,0.03845
223.9,7.46257,0.03831
224,7.4659,0.03833
224.1,7.46949,0.03868
224.2,7.47266,0.0387
224.3,7.47596,0.03835
224.4,7.47948,0.03826
224.5,7.4827,0.03882
224.6,7.48576,0.03778
224.7,7.48935,0.03829
224.8,7.49259,0.03843
224.9,7.49587,0.03849
225,7.49933,0.03861
225.1,7.50271,0.03824
225.2,7.50584,0.03801
225.3,7.50927,0.03792
225.4,7.5127,0.03841
225.5,7.51615,0.03798
225.6,7.51939,0.03795
225.7,7.52266,0.0374
225.8,7.52606,0.0377
225.9,7.52926,0.03742
226,7.53263,0.03674
226.1,7.53606,0.03678
226.2,7.53926,0.03644
226.3,7.54251,0.03644
226.4,7.5461,0.03676
226.5,7.54922,0.0362
226.6,7.55254,0.036
226.7,7.55615,0.03605
226.8,7.55945,0.03613
226.9,7.56258,0.03566
227,7.56608,0.03592
227.1,7.56937,0.03542
227.2,7.57261,0.03544
227.3,7.57596,0.03569
227.4,7.57937,0.03626
227.5,7.58248,0.03583
227.6,7.58588,0.03604
227.7,7.58928,0.03586
227.8,7.59273,0.03628
227.9,7.59589,0.03591
228,7.59934,0.03592
228.1,7.60271,0.03575
228.2,7.60598,0.03552
228.3,7.60933,0.0357
228.4,7.61285,0.03498
228.5,7.61601,0.03571
228.6,7.61919,0.0349
228.7,7.62269,0.03482
228.8,7.62583,0.035
228.9,7.62921,0.03463
229,7.63276,0.03458
229.1,7.63607,0.03476
229.2,7.6391,0.03499
229.3,7.64271,0.03493
229.4,7.64601,0.03506
229.5,7.64942,0.03497
229.6,7.6527,0.03483
229.7,7.65614,0.03493
229.8,7.65928,0.03527
229.9,7.66252,0.03473
230,7.66598,0.03454
230.1,7.66936,0.03434
230.2,7.67252,0.03466
230.3,7.67592,0.03418
230.4,7.67935,0.0346
230.5,7.68251,0.03491
230.6,7.68587,0.03473
230.7,7.68949,0.03529
230.8,7.69273,0.03519
230.9,7.69596,0.03502
231,7.69945,0.03489
231.1,7.70262,0.03499
231.2,7.70592,0.03483
231.3,7.70937,0.03494
231.4,7.71271,0.0346
231.5,7.71575,0.03494
231.6,7.71933,0.03452
231.7,7.72261,0.03472
231.8,7.72601,0.03503
231.9,7.72927,0.03496
232,7.73275,0.03486
232.1,7.73601,0.0355
232.2,7.73932,0.0353
232.3,7.7427,0.03549
232.4,7.74619,0.03548
232.5,7.74932,0.03491
232.6,7.75259,0.03448
232.7,7.75609,0.0351
232.8,7.75915,0.03486
232.9,7.76249,0.0348
233,7.76606,0.03414
233.1,7.76935,0.03476
233.2,7.77245,0.03393
233.3,7.77603,0.03359
233.4,7.77931,0.03347
233.5,7.78266,0.0332
233.6,7.78612,0.03283
233.7,7.78951,0.03271
233.8,7.79255,0.03261
233.9,7.79601,0.03229
234,7.79933,0.03175
234.1,7.8026,0.03224
234.2,7.80586,0.03193
234.3,7.80935,0.03216
234.4,7.81257,0.03223
234.5,7.81592,0.03161
234.6,7.81924,0.03145
234.7,7.82278,0.03171
234.8,7.82599,0.03164
234.9,7.82932,0.03187
235,7.83287,0.03211
235.1,7.83599,0.03198
235.2,7.83926,0.0322
235.3,7.84277,0.03146
235.4,7.84601,0.03165
235.5,7.84908,0.03167
235.6,7.8527,0.03135
235.7,7.85591,0.03162
235.8,7.85927,0.03154
235.9,7.86263,0.03142
236,7.86608,0.03159
236.1,7.86921,0.03142
236.2,7.87268,0.03137
236.3,7.87611,0.03122
236.4,7.87943,0.03157
236.5,7.88265,0.03108
236.6,7.88601,0.03137
236.7,7.88928,0.03102
236.8,7.89249,0.03094
236.9,7.89594,0.03056
237,7.89942,0.03132
237.1,7.90258,0.03092
237.2,7.90584,0.03076
237.3,7.90938,0.03029
237.4,7.9126,0.03017
237.5,7.91594,0.03007
237.6,7.91956,0.03002
237.7,7.92277,0.02976
237.8,7.92585,0.02963
237.9,7.9294,0.02989
238,7.93266,0.02981
238.1,7.93588,0.03028
238.2,7.93932,0.02971
238.3,7.94271,0.02974
238.4,7.94584,0.03063
238.5,7.94929,0.0306
238.6,7.95263,0.03034
238.7,7.95603,0.03042
238.8,7.95933,0.03021
238.9,7.96275,0.03014
239,7.96608,0.0308
239.1,7.96927,0.02975
239.2,7.97264,0.03013
239.3,7.97606,0.03001
239.4,7.97927,0.03076
239.5,7.98251,0.03078
239.6,7.986,0.03112
239.7,7.98918,0.03084
239.8,7.99255,0.03123
239.9,7.99607,0.03096
240,7.99934,0.03133
240.1,8.00252,0.03157
240.2,8.00607,0.03114
240.3,8.00946,0.03147
240.4,8.01268,0.03138
240.5,8.01604,0.03158
240.6,8.01939,0.03108
240.7,8.02256,0.03148
240.8,8.02583,0.03096
240.9,8.02927,0.03082
241,8.03274,0.0306
241.1,8.03592,0.03079
241.2,8.0393,0.03021
241.3,8.04263,0.0312
241.4,8.04592,0.03095
241.5,8.04932,0.03142
241.6,8.05295,0.03149
241.7,8.05604,0.03203
241.8,8.05926,0.03197
241.9,8.06271,0.03217
242,8.06589,0.0327
242.1,8.06919,0.03261
242.2,8.0727,0.03297
242.3,8.07601,0.03307
242.4,8.07912,0.03294
242.5,8.08266,0.03232
242.6,8.08595,0.03194
242.7,8.08929,0.03145
242.8,8.0927,0.03128
242.9,8.09619,0.03133
243,8.09934,0.03167
243.1,8.10257,0.03189
243.2,8.106,0.0324
243.3,8.10945,0.03238
243.4,8.11258,0.03251
243.5,8.11589,0.03154
243.6,8.11932,0.03265
243.7,8.12256,0.03186
243.8,8.12588,0.0326
243.9,8.12941,0.03294
244,8.13266,0.03275
244.1,8.13588,0.03308
244.2,8.13951,0.03266
244.3,8.14274,0.03331
244.4,8.146,0.03273
244.5,8.14943,0.03232
244.6,8.15277,0.03284
244.7,8.15584,0.03273
244.8,8.15929,0.03262
244.9,8.16259,0.03296
245,8.16593,0.03241
245.1,8.16923,0.03212
245.2,8.17273,0.03162
245.3,8.1759,0.0322
245.4,8.17919,0.03181
245.5,8.18268,0.03165
245.6,8.18621,0.03149
245.7,8.18935,0.03171
245.8,8.19264,0.03125
245.9,8.19611,0.03127
246,8.1992,0.03096
246.1,8.20252,0.03045
246.2,8.20603,0.03075
246.3,8.20932,0.03102
246.4,8.21245,0.03089
246.5,8.21606,0.03079
246.6,8.21928,0.03141
246.7,8.22258,0.03102
246.8,8.22604,0.03072
246.9,8.22952,0.03113
247,8.2326,0.03096
247.1,8.2361,0.0306
247.2,8.23938,0.03038
247.3,8.24268,0.03011
247.4,8.24594,0.02945
247.5,8.24931,0.02922
247.6,8.25256,0.02862
247.7,8.25585,0.02875
247.8,8.25929,0.02799
247.9,8.26273,0.02795
248,8.26588,0.02765
248.1,8.26925,0.02736
248.2,8.2728,0.02793
248.3,8.27599,0.02812
248.4,8.2793,0.02785
248.5,8.28282,0.02786
248.6,8.28602,0.02736
248.7,8.2891,0.02691
248.8,8.29271,0.0266
248.9,8.2959,0.02691
249,8.2992,0.02752
249.1,8.30269,0.02686
249.2,8.30605,0.02738
249.3,8.30917,0.02776
249.4,8.31264,0.02736
249.5,8.31602,0.02793
249.6,8.31943,0.02763
249.7,8.32273,0.02743
249.8,8.32603,0.02768
249.9,8.32935,0.02804
250,8.33258,0.02859
250.1,8.33598,0.02847
250.2,8.33939,0.02946
250.3,8.34257,0.02945
250.4,8.34587,0.02918
250.5,8.34939,0.02879
250.6,8.35254,0.02856
250.7,8.35588,0.0283
250.8,8.3595,0.02792
250.9,8.36275,0.02855
251,8.36591,0.02886
251.1,8.36944,0.0286
251.2,8.37269,0.0287
251.3,8.37592,0.02821
251.4,8.3793,0.02802
251.5,8.3827,0.02757
251.6,8.38579,0.028
251.7,8.38925,0.02747
251.8,8.39263,0.02743
251.9,8.39605,0.02703
252,8.39925,0.02749
252.1,8.40271,0.02712
252.2,8.40601,0.02739
252.3,8.40931,0.0269
252.4,8.4127,0.02625
252.5,8.4162,0.02589
252.6,8.41934,0.0259
252.7,8.42256,0.02563
252.8,8.42605,0.02618
252.9,8.42916,0.02622
253,8.43253,0.02661
253.1,8.43611,0.02643
253.2,8.43938,0.02718
253.3,8.44244,0.02701
253.4,8.44604,0.0274
253.5,8.44933,0.027
253.6,8.45272,0.02753
253.7,8.45608,0.02693
253.8,8.45949,0.02671
253.9,8.46257,0.02775
254,8.46585,0.02831
254.1,8.46934,0.02776
254.2,8.47268,0.02816
254.3,8.47584,0.02707
254.4,8.47929,0.02652
254.5,8.48266,0.02672
254.6,8.48587,0.02733
254.7,8.48923,0.02775
254.8,8.4928,0.02839
254.9,8.49601,0.02836
255,8.49933,0.02835
255.1,8.50282,0.02847
255.2,8.50595,0.02926
255.3,8.50925,0.0286
255.4,8.51274,0.0288
255.5,8.51603,0.02874
255.6,8.51907,0.02809
255.7,8.52267,0.02825
255.8,8.52594,0.0284
255.9,8.52933,0.02849
256,8.53263,0.02848
256.1,8.53612,0.02752
256.2,8.5393,0.02787
256.3,8.54268,0.02725
256.4,8.54607,0.02812
256.5,8.54951,0.02816
256.6,8.55264,0.0284
256.7,8.55594,0.02829
256.8,8.5594,0.02847
256.9,8.56249,0.02875
257,8.56584,0.02877
257.1,8.5694,0.02868
257.2,8.57265,0.02924
257.3,8.5758,0.02937
257.4,8.57939,0.02977
257.5,8.5826,0.03023
257.6,8.58596,0.02997
257.7,8.58948,0.02958
257.8,8.59284,0.03012
257.9,8.59588,0.03098
258,8.59937,0.03028
258.1,8.60264,0.03041
258.2,8.60588,0.03094
258.3,8.6092,0.03045
258.4,8.61272,0.03059
258.5,8.61587,0.03046
258.6,8.61928,0.02971
258.7,8.62259,0.02987
258.8,8.62609,0.03056
258.9,8.62928,0.03043
259,8.63269,0.03004
259.1,8.63619,0.03058
259.2,8.63934,0.03032
259.3,8.64261,0.03026
259.4,8.64611,0.03057
259.5,8.64932,0.03083
259.6,8.65244,0.0309
259.7,8.65605,0.03164
259.8,8.65922,0.03244
259.9,8.66257,0.0323
260,8.66599,0.03205
260.1,8.6694,0.03261
260.2,8.67251,0.03271
260.3,8.67606,0.03252
260.4,8.67944,0.03345
260.5,8.68272,0.0329
260.6,8.686,0.03305
260.7,8.68936,0.03229
260.8,8.69258,0.0327
260.9,8.69586,0.03223
261,8.69927,0.03158
261.1,8.70271,0.03183
261.2,8.70591,0.03113
261.3,8.7092,0.0313
261.4,8.71269,0.03146
261.5,8.71591,0.03063
261.6,8.71931,0.03026
261.7,8.72293,0.02949
261.8,8.72608,0.02948
261.9,8.72918,0.02929
262,8.73275,0.0297
262.1,8.73598,0.03024
262.2,8.7392,0.03048
262.3,8.74267,0.02984
262.4,8.74604,0.03074
262.5,8.74914,0.03112
262.6,8.75267,0.03115
262.7,8.75597,0.0307
262.8,8.75932,0.03059
262.9,8.76268,0.02953
263,8.76611,0.02953
263.1,8.76935,0.0295
263.2,8.77262,0.02933
263.3,8.77602,0.029
263.4,8.7794,0.02972
263.5,8.78256,0.02982
263.6,8.78589,0.02962
263.7,8.78935,0.02962
263.8,8.7925,0.02947
263.9,8.79588,0.02953
264,8.79944,0.02955
264.1,8.80265,0.02996
264.2,8.80586,0.0295
264.3,8.80944,0.02934
264.4,8.81275,0.03061
264.5,8.81598,0.03024
264.6,8.8194,0.02865
264.7,8.82278,0.02978
264.8,8.82587,0.02939
264.9,8.82919,0.02901
265,8.83261,0.02979
265.1,8.83602,0.03091
265.2,8.83926,0.03055
265.3,8.84267,0.03091
265.4,8.84594,0.03168
265.5,8.84927,0.03093
265.6,8.85268,0.03018
265.7,8.85627,0.02999
265.8,8.85934,0.02995
265.9,8.86262,0.03016
266,8.86609,0.03084
266.1,8.8692,0.03152
266.2,8.87252,0.03159
266.3,8.87606,0.0318
266.4,8.87932,0.032
266.5,8.88243,0.03161
266.6,8.88601,0.03131
266.7,8.88926,0.03152
266.8,8.89259,0.03096
266.9,8.89604,0.03102
267,8.89953,0.03124
267.1,8.90264,0.03093
267.2,8.90595,0.0306
267.3,8.90938,0.03051
267.4,8.91275,0.03041
267.5,8.9159,0.0307
267.6,8.91925,0.0309
267.7,8.9226,0.0315
267.8,8.92588,0.0311
267.9,8.92922,0.03018
268,8.93276,0.02978
268.1,8.93598,0.02931
268.2,8.93923,0.02863
268.3,8.94284,0.02794
268.4,8.946,0.02773
268.5,8.94932,0.02755
268.6,8.95282,0.02637
268.7,8.95613,0.02673
268.8,8.95913,0.02567
268.9,8.96265,0.02481
269,8.96591,0.02423
269.1,8.96925,0.02373
269.2,8.97258,0.02316
269.3,8.9761,0.02259
269.4,8.9792,0.02273
269.5,8.98255,0.02258
269.6,8.98602,0.02255
269.7,8.98948,0.02247
269.8,8.99266,0.02228
269.9,8.99601,0.02187
270,8.99945,0.02222
270.1,9.00253,0.02169
270.2,9.00588,0.02195
270.3,9.00936,0.02201
270.4,9.01262,0.0228
270.5,9.01579,0.02327
270.6,9.01941,0.02368
270.7,9.0226,0.02335
270.8,9.02589,0.02323
270.9,9.02939,0.02328
271,9.03281,0.02381
271.1,9.03591,0.02433
271.2,9.03946,0.02411
271.3,9.04273,0.02422
271.4,9.04598,0.02396
271.5,9.0493,0.02438
271.6,9.05269,0.02447
271.7,9.05585,0.02456
271.8,9.05921,0.02444
271.9,9.06263,0.02448
272,9.06607,0.02485
272.1,9.0692,0.02493
272.2,9.07263,0.02503
272.3,9.0761,0.02605
272.4,9.07929,0.02521
272.5,9.08265,0.02438
272.6,9.08619,0.02402
272.7,9.08935,0.02406
272.8,9.09246,0.02326
272.9,9.09605,0.02272
273,9.09921,0.02249
273.1,9.10251,0.02223
273.2,9.10604,0.02179
273.3,9.10936,0.02253
273.4,9.11247,0.0228
273.5,9.116,0.02283
273.6,9.11937,0.02285
273.7,9.12273,0.02255
273.8,9.12609,0.02224
273.9,9.1294,0.02221
274,9.13265,0.02214
274.1,9.13595,0.02174
274.2,9.13933,0.02145
274.3,9.14269,0.02157
274.4,9.14591,0.02112
274.5,9.14922,0.02124
274.6,9.15268,0.02166
274.7,9.15586,0.02164
274.8,9.15923,0.02258
274.9,9.16285,0.02287
275,9.16607,0.02318
275.1,9.16926,0.02282
275.2,9.17278,0.02293
275.3,9.17601,0.02351
275.4,9.17927,0.02347
275.5,9.18267,0.02383
275.6,9.18603,0.02408
275.7,9.18911,0.02412
275.8,9.19261,0.02349
275.9,9.19595,0.02427
276,9.19933,0.02393
276.1,9.20259,0.02346
276.2,9.20608,0.02333
276.3,9.2093,0.02372
276.4,9.21265,0.0231
276.5,9.21605,0.02249
276.6,9.2195,0.02212
276.7,9.22266,0.02203
276.8,9.22592,0.02134
276.9,9.22937,0.02111
277,9.23248,0.02095
277.1,9.23586,0.02129
277.2,9.23947,0.02167
277.3,9.24267,0.02169
277.4,9.24577,0.02129
277.5,9.24941,0.02116
277.6,9.25268,0.0208
277.7,9.25602,0.02126
277.8,9.25943,0.02075
277.9,9.26281,0.02066
278,9.26588,0.02102
278.1,9.26921,0.02017
278.2,9.27266,0.01956
278.3,9.27597,0.02021
278.4,9.2792,0.0201
278.5,9.28266,0.02064
278.6,9.28592,0.02132
278.7,9.28918,0.02124
278.8,9.29259,0.0212
278.9,9.29616,0.02165
279,9.29934,0.02184
279.1,9.30268,0.02179
279.2,9.30613,0.0219
279.3,9.30925,0.02213
279.4,9.3126,0.02258
279.5,9.31609,0.02329
279.6,9.31933,0.02378
279.7,9.32241,0.02312
279.8,9.32604,0.02226
279.9,9.32927,0.02251
280,9.3326,0.02237
280.1,9.33597,0.0229
280.2,9.33947,0.02281
280.3,9.34259,0.02242
280.4,9.34602,0.0209
280.5,9.34939,0.02061
280.6,9.35284,0.02142
280.7,9.356,0.0211
280.8,9.35933,0.02171
280.9,9.36268,0.02272
281,9.36581,0.02179
281.1,9.36919,0.02155
281.2,9.37275,0.02129
281.3,9.37595,0.02131
281.4,9.37917,0.02077
281.5,9.38273,0.02027
281.6,9.38592,0.02082
281.7,9.3893,0.02085
281.8,9.39281,0.02071
281.9,9.39616,0.02123
282,9.39921,0.02193
282.1,9.40276,0.02206
282.2,9.40595,0.02325
282.3,9.40919,0.02337
282.4,9.41256,0.02383
282.5,9.41607,0.02388
282.6,9.41917,0.02455
282.7,9.42263,0.02328
282.8,9.42594,0.02366
282.9,9.4294,0.02533
283,9.43262,0.02685
283.1,9.43607,0.02629
283.2,9.43948,0.02697
283.3,9.44267,0.02563
283.4,9.44596,0.0252
283.5,9.44944,0.02547
283.6,9.45262,0.02675
283.7,9.4558,0.0272
283.8,9.45939,0.02909
283.9,9.46254,0.03045
284,9.46589,0.03126
284.1,9.46937,0.03208
284.2,9.47272,0.03274
284.3,9.47581,0.03193
284.4,9.47942,0.03195
284.5,9.48276,0.03275
284.6,9.48601,0.03321
284.7,9.48935,0.03282
284.8,9.49272,0.03252
284.9,9.49588,0.03277
285,9.49923,0.03187
285.1,9.50263,0.03265
285.2,9.506,0.03167
285.3,9.50924,0.0295
285.4,9.51256,0.02752
285.5,9.516,0.02715
285.6,9.51924,0.02623
285.7,9.52265,0.02632
285.8,9.52626,0.02594
285.9,9.52939,0.02624
286,9.53254,0.0247
286.1,9.5361,0.02497
286.2,9.53929,0.02493
286.3,9.54255,0.02452
286.4,9.54603,0.02468
286.5,9.54935,0.02494
286.6,9.55245,0.02489
286.7,9.55602,0.0251
286.8,9.5593,0.02603
286.9,9.56262,0.02637
287,9.56603,0.02578
287.1,9.56946,0.0261
287.2,9.57266,0.02685
287.3,9.57596,0.02581
287.4,9.57936,0.02597
287.5,9.58271,0.02611
287.6,9.5859,0.02616
287.7,9.58925,0.02596
287.8,9.59265,0.02578
287.9,9.59581,0.02422
288,9.59925,0.02333
288.1,9.6028,0.02253
288.2,9.60595,0.02294
288.3,9.60917,0.02197
288.4,9.61275,0.0213
288.5,9.61605,0.0216
288.6,9.61931,0.02153
288.7,9.62277,0.02099
288.8,9.62611,0.02192
288.9,9.62918,0.0229
289,9.63257,0.02376
289.1,9.63595,0.0241
289.2,9.6393,0.02382
289.3,9.64261,0.02388
289.4,9.64605,0.02403
289.5,9.64924,0.02469
289.6,9.65259,0.02457
289.7,9.65603,0.02519
289.8,9.65961,0.02532
289.9,9.66265,0.02526
290,9.66597,0.02503
290.1,9.66938,0.02504
290.2,9.67251,0.02475
290.3,9.6759,0.02397
290.4,9.67941,0.02379
290.5,9.6826,0.02409
290.6,9.68578,0.02382
290.7,9.6894,0.0237
290.8,9.69258,0.02341
290.9,9.69587,0.02312
291,9.69939,0.02195
291.1,9.70285,0.02146
291.2,9.70597,0.02107
291.3,9.70931,0.0208
291.4,9.71269,0.02077
291.5,9.71604,0.02195
291.6,9.71927,0.0224
291.7,9.72263,0.0231
291.8,9.7259,0.02346
291.9,9.72921,0.02278
292,9.73257,0.02255
292.1,9.7361,0.02278
292.2,9.73929,0.02305
292.3,9.74258,0.02253
292.4,9.74615,0.02487
292.5,9.74932,0.02551
292.6,9.75263,0.0246
292.7,9.75615,0.0246
292.8,9.75941,0.02462
292.9,9.76249,0.02483
293,9.76605,0.02529
293.1,9.76924,0.02637
293.2,9.77251,0.02705
293.3,9.77595,0.02664
293.4,9.77947,0.02757
293.5,9.7825,0.0276
293.6,9.78589,0.02562
293.7,9.78934,0.02615
293.8,9.79279,0.02654
293.9,9.79602,0.02603
294,9.79938,0.02583
294.1,9.80272,0.02628
294.2,9.8059,0.02613
294.3,9.80929,0.02726
294.4,9.8127,0.02802
294.5,9.81591,0.02908
294.6,9.81916,0.02888
294.7,9.82273,0.02918
294.8,9.82592,0.02917
294.9,9.82921,0.02849
295,9.83273,0.02705
295.1,9.83612,0.02848
295.2,9.83924,0.02834
295.3,9.84283,0.02799
295.4,9.84605,0.0296
295.5,9.8493,0.0299
295.6,9.85267,0.02851
295.7,9.85605,0.02867
295.8,9.85914,0.02696
295.9,9.86256,0.02486
296,9.86598,0.02554
296.1,9.86939,0.02596
296.2,9.87253,0.02577
296.3,9.876,0.02621
296.4,9.87939,0.02639
296.5,9.88264,0.02553
296.6,9.886,0.02556
296.7,9.88949,0.02411
296.8,9.89264,0.02259
296.9,9.89583,0.02159
297,9.89939,0.02192
297.1,9.90254,0.02261
297.2,9.90584,0.02248
297.3,9.9094,0.02456
297.4,9.9127,0.02642
297.5,9.91579,0.02474
297.6,9.91935,0.02461
297.7,9.92268,0.0247
297.8,9.92601,0.02506
297.9,9.92946,0.02468
298,9.93275,0.02495
298.1,9.93594,0.0253
298.2,9.9393,0.02457
298.3,9.94269,0.02565
298.4,9.94599,0.02505
298.5,9.94924,0.02581
298.6,9.95261,0.02697
298.7,9.95601,0.02778
298.8,9.95919,0.02613
298.9,9.96257,0.02527
299,9.96616,0.02548
299.1,9.96935,0.02575
299.2,9.97259,0.02504
299.3,9.97613,0.02606
299.4,9.97931,0.02677
299.5,9.98259,0.02636
299.6,9.98605,0.02615
299.7,9.98935,0.02553
299.8,9.99243,0.02519
299.9,9.99598,0.0247
300,9.99926,0.02462
300.022,10.00001,0.02445
