(s),(mm),(kgf)
202.8,6.75943,0.03482
202.9,6.76256,0.03538
203,6.76589,0.03585
203.1,6.76923,0.03474
203.2,6.77269,0.03516
203.3,6.77589,0.03484
203.4,6.7793,0.0344
203.5,6.78264,0.03457
203.6,6.78586,0.03428
203.7,6.78931,0.03436
203.8,6.79289,0.03416
203.9,6.79604,0.03423
204,6.79923,0.03343
204.1,6.80281,0.03366
204.2,6.80589,0.03342
204.3,6.80917,0.03356
204.4,6.81266,0.03322
204.5,6.81605,0.03347
204.6,6.81912,0.03327
204.7,6.82271,0.03301
204.8,6.82595,0.03327
204.9,6.82928,0.03312
205,6.83265,0.03265
205.1,6.83616,0.03259
205.2,6.83933,0.03248
205.3,6.8427,0.0323
205.4,6.84602,0.03201
205.5,6.84938,0.03184
205.6,6.8526,0.03183
205.7,6.85591,0.03172
205.8,6.85932,0.03181
205.9,6.86251,0.03167
206,6.86594,0.03174
206.1,6.86941,0.03192
206.2,6.87261,0.03152
206.3,6.87586,0.03146
206.4,6.87946,0.03177
206.5,6.88267,0.03222
206.6,6.88595,0.03183
206.7,6.88947,0.03173
206.8,6.89274,0.03124
206.9,6.89578,0.03079
207,6.89933,0.03037
207.1,6.9026,0.0303
207.2,6.90591,0.03026
207.3,6.90929,0.03033
207.4,6.91267,0.03003
207.5,6.91589,0.02991
207.6,6.91928,0.02958
207.7,6.92271,0.02928
207.8,6.92617,0.02951
207.9,6.92934,0.02953
208,6.93264,0.02847
208.1,6.9361,0.02914
208.2,6.93924,0.02869
208.3,6.9426,0.02804
208.4,6.94609,0.02839
208.5,6.94928,0.02828
208.6,6.95247,0.02802
208.7,6.95607,0.02797
208.8,6.95924,0.02771
208.9,6.96256,0.02752
209,6.96612,0.02699
209.1,6.96946,0.02743
209.2,6.97258,0.02745
209.3,6.97606,0.02706
209.4,6.97938,0.02658
209.5,6.98263,0.02657
209.6,6.98592,0.02661
209.7,6.98935,0.02624
209.8,6.99253,0.02628
209.9,6.99587,0.02631
210,6.99927,0.02568
210.1,7.00276,0.02618
210.2,7.00591,0.02593
210.3,7.0093,0.02568
210.4,7.01274,0.02594
210.5,7.01597,0.02598
210.6,7.01931,0.0255
210.7,7.02286,0.0255
210.8,7.02606,0.02581
210.9,7.02918,0.02564
211,7.03268,0.02569
211.1,7.03585,0.02573
211.2,7.03924,0.02577
211.3,7.04271,0.02536
211.4,7.04609,0.02543
211.5,7.04912,0.02556
211.6,7.05267,0.02546
211.7,7.05601,0.02505
211.8,7.05947,0.02499
211.9,7.06268,0.02468
212,7.06612,0.02487
212.1,7.06933,0.02489
212.2,7.07249,0.02448
212.3,7.07595,0.0243
212.4,7.07939,0.02438
212.5,7.08252,0.02445
212.6,7.08588,0.02412
212.7,7.08938,0.02446
212.8,7.0925,0.02421
212.9,7.09586,0.02423
213,7.09948,0.0245
213.1,7.10275,0.02482
213.2,7.10594,0.02432
213.3,7.10945,0.02489
213.4,7.11267,0.02423
213.5,7.11598,0.02437
213.6,7.11933,0.02435
213.7,7.1227,0.02393
213.8,7.12576,0.02442
213.9,7.12928,0.02401
214,7.13259,0.02427
214.1,7.13607,0.02471
214.2,7.13926,0.02451
214.3,7.14272,0.02428
214.4,7.14606,0.02434
214.5,7.14932,0.02462
214.6,7.15267,0.02437
214.7,7.1562,0.02442
214.8,7.15935,0.02442
214.9,7.16254,0.02399
215,7.16608,0.02447
215.1,7.16914,0.02399
215.2,7.1725,0.02376
215.3,7.17605,0.02363
215.4,7.17938,0.02363
215.5,7.18242,0.02326
215.6,7.186,0.0229
215.7,7.18933,0.02328
215.8,7.19268,0.02346
215.9,7.19606,0.02305
216,7.1995,0.02264
216.1,7.20259,0.02324
216.2,7.20598,0.02222
216.3,7.20931,0.0224
216.4,7.21261,0.02269
216.5,7.21585,0.02221
216.6,7.21928,0.02158
216.7,7.22262,0.02199
216.8,7.22591,0.02235
216.9,7.22922,0.02232
217,7.23282,0.0222
217.1,7.23602,0.02222
217.2,7.23929,0.02237
217.3,7.24289,0.02243
217.4,7.24603,0.02247
217.5,7.24926,0.02225
217.6,7.25273,0.02166
217.7,7.256,0.02247
217.8,7.25907,0.02213
217.9,7.26269,0.02257
218,7.26593,0.02257
218.1,7.26929,0.02261
218.2,7.27261,0.0224
218.3,7.2761,0.02248
218.4,7.27926,0.02295
218.5,7.28265,0.02277
218.6,7.28607,0.02308
218.7,7.28944,0.02299
218.8,7.29263,0.02282
218.9,7.29593,0.0231
219,7.29933,0.02339
219.1,7.30251,0.02336
219.2,7.3059,0.02407
219.3,7.30942,0.02472
219.4,7.31263,0.02509
219.5,7.31582,0.02501
219.6,7.31939,0.02567
219.7,7.32259,0.02628
219.8,7.32596,0.02579
219.9,7.32956,0.02521
220,7.33279,0.025
220.1,7.33586,0.02453
220.2,7.33939,0.02399
220.3,7.34267,0.02431
220.4,7.34589,0.02371
220.5,7.3493,0.02364
220.6,7.35269,0.02344
220.7,7.35588,0.02341
220.8,7.35927,0.02331
220.9,7.36262,0.02325
221,7.36608,0.02341
221.1,7.3693,0.02324
221.2,7.3727,0.0234
221.3,7.37611,0.02343
221.4,7.37928,0.02344
221.5,7.38264,0.02328
221.6,7.38609,0.02383
221.7,7.38927,0.02393
221.8,7.39248,0.02383
221.9,7.39602,0.02399
222,7.39919,0.02391
222.1,7.40255,0.02427
222.2,7.40605,0.02352
222.3,7.40936,0.02345
222.4,7.41252,0.02335
222.5,7.41604,0.02301
222.6,7.41943,0.02371
222.7,7.42272,0.02369
222.8,7.42602,0.02373
222.9,7.42939,0.02385
223,7.43259,0.02425
223.1,7.4358,0.02386
223.2,7.43925,0.02393
223.3,7.44277,0.02352
223.4,7.44594,0.02362
223.5,7.44925,0.02293
223.6,7.45269,0.02314
223.7,7.45593,0.02269
223.8,7.4593,0.02259
223.9,7.46294,0.02222
224,7.46605,0.02222
224.1,7.46923,0.02162
224.2,7.47271,0.0218
224.3,7.47592,0.02162
224.4,7.4792,0.02137
224.5,7.48266,0.02053
224.6,7.48603,0.02064
224.7,7.48913,0.0207
224.8,7.49263,0.02022
224.9,7.49595,0.01979
225,7.49933,0.01949
225.1,7.50268,0.01972
225.2,7.50616,0.02006
225.3,7.50938,0.01975
225.4,7.51256,0.01965
225.5,7.51599,0.02025
225.6,7.51946,0.01955
225.7,7.52258,0.01952
225.8,7.52585,0.01945
225.9,7.52933,0.01907
226,7.53256,0.01965
226.1,7.53588,0.01955
226.2,7.53941,0.01922
226.3,7.54271,0.02001
226.4,7.54587,0.01945
226.5,7.54947,0.01971
226.6,7.5527,0.01968
226.7,7.556,0.01987
226.8,7.55939,0.01975
226.9,7.56278,0.01995
227,7.56588,0.0203
227.1,7.56927,0.01975
227.2,7.57257,0.01972
227.3,7.57597,0.01964
227.4,7.57922,0.0192
227.5,7.58269,0.01905
227.6,7.58595,0.01935
227.7,7.58919,0.01922
227.8,7.59267,0.0189
227.9,7.59621,0.01889
228,7.59937,0.01878
228.1,7.60259,0.01805
228.2,7.60613,0.01825
228.3,7.60923,0.01831
228.4,7.61253,0.01845
228.5,7.61602,0.01804
228.6,7.61936,0.01864
228.7,7.62244,0.0189
228.8,7.62604,0.01894
228.9,7.62927,0.01878
229,7.63259,0.01892
229.1,7.63601,0.01839
229.2,7.63949,0.01889
229.3,7.64264,0.01863
229.4,7.64606,0.01815
229.5,7.64937,0.01793
229.6,7.65271,0.01788
229.7,7.65594,0.01737
229.8,7.65928,0.01713
229.9,7.6626,0.01705
230,7.66584,0.01637
230.1,7.66927,0.01651
230.2,7.67275,0.01697
230.3,7.67592,0.01662
230.4,7.67922,0.01631
230.5,7.68282,0.01644
230.6,7.68601,0.01659
230.7,7.6893,0.01641
230.8,7.69281,0.01632
230.9,7.69606,0.01671
231,7.69911,0.01646
231.1,7.70269,0.01609
231.2,7.70589,0.01602
231.3,7.7092,0.01603
231.4,7.71265,0.01593
231.5,7.71603,0.01585
231.6,7.71919,0.01546
231.7,7.72262,0.01535
231.8,7.72604,0.01563
231.9,7.72946,0.01552
232,7.7327,0.01552
232.1,7.736,0.01502
232.2,7.73939,0.01542
232.3,7.74258,0.01514
232.4,7.74597,0.01499
232.5,7.74941,0.01463
232.6,7.75258,0.01477
232.7,7.75585,0.0149
232.8,7.75941,0.0152
232.9,7.76257,0.01516
233,7.76587,0.01464
233.1,7.76947,0.01443
233.2,7.77279,0.01434
233.3,7.77593,0.01456
233.4,7.77943,0.01397
233.5,7.78268,0.01469
233.6,7.78592,0.01478
233.7,7.78929,0.01423
233.8,7.7927,0.01451
233.9,7.79582,0.01483
234,7.79922,0.01495
234.1,7.8026,0.0149
234.2,7.80606,0.01584
234.3,7.80924,0.01541
234.4,7.81267,0.01566
234.5,7.81606,0.01625
234.6,7.81931,0.01614
234.7,7.82266,0.01602
234.8,7.82619,0.01584
234.9,7.82932,0.01555
235,7.8325,0.01501
235.1,7.83606,0.01439
235.2,7.83918,0.01425
235.3,7.84255,0.01393
235.4,7.84607,0.01357
235.5,7.84939,0.01358
235.6,7.85246,0.01316
235.7,7.85601,0.01334
235.8,7.85934,0.01326
235.9,7.86276,0.01331
236,7.86605,0.01372
236.1,7.86949,0.01361
236.2,7.87261,0.01396
236.3,7.87583,0.01366
236.4,7.87934,0.01365
236.5,7.88274,0.01329
236.6,7.88584,0.01295
236.7,7.88925,0.01271
236.8,7.89268,0.0126
236.9,7.89584,0.01192
237,7.89921,0.01174
237.1,7.90282,0.01209
237.2,7.90606,0.01163
237.3,7.9093,0.01198
237.4,7.9128,0.01121
237.5,7.91595,0.01176
237.6,7.91928,0.01181
237.7,7.92271,0.01145
237.8,7.92604,0.01185
237.9,7.92909,0.01191
238,7.93265,0.01196
238.1,7.93593,0.01231
238.2,7.93935,0.01245
238.3,7.9426,0.01225
238.4,7.94608,0.01256
238.5,7.94936,0.01326
238.6,7.95267,0.01258
238.7,7.95604,0.01253
238.8,7.95953,0.01274
238.9,7.96266,0.01302
239,7.96591,0.01298
239.1,7.96941,0.01324
239.2,7.97248,0.01291
239.3,7.97585,0.01283
239.4,7.97939,0.01243
239.5,7.98269,0.01289
239.6,7.98578,0.01246
239.7,7.98937,0.01234
239.8,7.99263,0.01266
239.9,7.996,0.01197
240,7.99943,0.01197
240.1,8.00284,0.01203
240.2,8.00589,0.01197
240.3,8.00933,0.01153
240.4,8.01264,0.01158
240.5,8.01592,0.01177
240.6,8.01921,0.01208
240.7,8.02268,0.01178
240.8,8.02592,0.01222
240.9,8.02925,0.01233
241,8.03257,0.01214
241.1,8.03613,0.01254
241.2,8.03932,0.01212
241.3,8.04265,0.01165
241.4,8.04621,0.01151
241.5,8.04933,0.01133
241.6,8.05259,0.01159
241.7,8.0561,0.01127
241.8,8.05932,0.01131
241.9,8.06242,0.01111
242,8.06605,0.01114
242.1,8.06925,0.01128
242.2,8.07259,0.01111
242.3,8.07595,0.01098
242.4,8.0794,0.01127
242.5,8.08255,0.01167
242.6,8.08602,0.0109
242.7,8.08944,0.01181
242.8,8.09276,0.01133
242.9,8.09598,0.01144
243,8.09931,0.01132
243.1,8.10263,0.01133
243.2,8.10585,0.01104
243.3,8.10925,0.01097
243.4,8.11272,0.01048
243.5,8.11593,0.01026
243.6,8.1192,0.01062
243.7,8.12273,0.01012
243.8,8.12592,0.01102
243.9,8.12929,0.01066
244,8.13291,0.01067
244.1,8.1361,0.01143
244.2,8.13917,0.01055
244.3,8.14274,0.01095
244.4,8.146,0.01102
244.5,8.14921,0.01119
244.6,8.15266,0.01066
244.7,8.15603,0.01059
244.8,8.15916,0.01085
244.9,8.16263,0.01066
245,8.16596,0.01113
245.1,8.16937,0.01113
245.2,8.17266,0.011
245.3,8.17608,0.01109
245.4,8.17941,0.01115
245.5,8.1826,0.01069
245.6,8.18598,0.01015
245.7,8.18941,0.01064
245.8,8.19256,0.01088
245.9,8.19584,0.01054
246,8.19936,0.01089
246.1,8.20252,0.01114
246.2,8.20589,0.01117
246.3,8.20941,0.01121
246.4,8.21269,0.01175
246.5,8.21586,0.01202
246.6,8.2194,0.01207
246.7,8.22277,0.01259
246.8,8.22601,0.01284
246.9,8.22937,0.01288
247,8.23274,0.0126
247.1,8.23589,0.01269
247.2,8.23917,0.01284
247.3,8.24262,0.0129
247.4,8.24608,0.0131
247.5,8.24924,0.01229
247.6,8.25264,0.0121
247.7,8.25599,0.01217
247.8,8.25926,0.01265
247.9,8.26265,0.01214
248,8.26629,0.01259
248.1,8.26937,0.01319
248.2,8.27257,0.01308
248.3,8.27603,0.01329
248.4,8.27921,0.01427
248.5,8.28255,0.01439
248.6,8.28603,0.01435
248.7,8.28934,0.01553
248.8,8.29245,0.01453
248.9,8.296,0.01419
249,8.29928,0.01463
249.1,8.30262,0.01515
249.2,8.30601,0.01452
249.3,8.30951,0.01419
249.4,8.31269,0.01465
249.5,8.31592,0.0142
249.6,8.31933,0.01452
249.7,8.32278,0.0139
249.8,8.32593,0.01375
249.9,8.32922,0.01401
250,8.33265,0.01434
250.1,8.3359,0.01431
250.2,8.33921,0.01413
250.3,8.34277,0.01395
250.4,8.34601,0.0138
250.5,8.34919,0.01338
250.6,8.35283,0.01325
250.7,8.35607,0.01381
250.8,8.35935,0.01368
250.9,8.36277,0.01324
251,8.36611,0.01322
251.1,8.36916,0.01354
251.2,8.37264,0.01235
251.3,8.37591,0.01286
251.4,8.37926,0.013
251.5,8.38256,0.01236
251.6,8.38607,0.01229
251.7,8.38924,0.01289
251.8,8.39253,0.01292
251.9,8.39601,0.01254
252,8.39955,0.01318
252.1,8.4027,0.01318
252.2,8.40596,0.01307
252.3,8.40944,0.01305
252.4,8.41255,0.01249
252.5,8.41588,0.01202
252.6,8.41937,0.01275
252.7,8.42267,0.01329
252.8,8.42577,0.01288
252.9,8.42941,0.01327
253,8.4326,0.01386
253.1,8.43589,0.01366
253.2,8.43937,0.01383
253.3,8.44283,0.01421
253.4,8.44594,0.0142
253.5,8.44944,0.01446
253.6,8.45274,0.01454
253.7,8.456,0.01481
253.8,8.45929,0.01413
253.9,8.46265,0.0141
254,8.4659,0.01451
254.1,8.46919,0.0142
254.2,8.47262,0.01458
254.3,8.47606,0.0149
254.4,8.47922,0.01499
254.5,8.48258,0.01485
254.6,8.48614,0.01584
254.7,8.48931,0.01638
254.8,8.49263,0.01677
254.9,8.49616,0.01749
255,8.49939,0.01812
255.1,8.50245,0.01818
255.2,8.50601,0.0184
255.3,8.50922,0.01822
255.4,8.51251,0.01832
255.5,8.516,0.01747
255.6,8.51938,0.01754
255.7,8.5225,0.01714
255.8,8.52597,0.01589
255.9,8.52936,0.01613
256,8.53278,0.01586
256.1,8.53607,0.0156
256.2,8.53936,0.01575
256.3,8.54269,0.01638
256.4,8.54592,0.01596
256.5,8.54931,0.01627
256.6,8.55272,0.01692
256.7,8.55592,0.01631
256.8,8.55919,0.01556
256.9,8.56274,0.01577
257,8.56586,0.01518
257.1,8.5692,0.01536
257.2,8.57285,0.01516
257.3,8.57608,0.01494
257.4,8.57923,0.01444
257.5,8.58278,0.0134
257.6,8.58602,0.01192
257.7,8.58927,0.01162
257.8,8.59265,0.01138
257.9,8.59603,0.01154
258,8.59913,0.01135
258.1,8.60258,0.01156
258.2,8.60596,0.01139
258.3,8.60935,0.01199
258.4,8.61257,0.01157
258.5,8.61604,0.01196
258.6,8.61937,0.01239
258.7,8.62263,0.01373
258.8,8.62602,0.01358
258.9,8.62953,0.01399
259,8.6327,0.01421
259.1,8.63589,0.01323
259.2,8.63937,0.01321
259.3,8.64247,0.01335
259.4,8.64587,0.01265
259.5,8.64944,0.0125
259.6,8.65271,0.01306
259.7,8.65577,0.01305
259.8,8.6594,0.01368
259.9,8.66268,0.01299
260,8.66605,0.01303
260.1,8.66939,0.01195
260.2,8.67284,0.01145
260.3,8.67593,0.01145
260.4,8.6792,0.01006
260.5,8.68263,0.00996
260.6,8.686,0.00994
260.7,8.68919,0.00921
260.8,8.69263,0.00895
260.9,8.69598,0.01004
261,8.69916,0.00987
261.1,8.70256,0.00975
261.2,8.70615,0.01009
261.3,8.70937,0.01014
261.4,8.71263,0.01005
261.5,8.71614,0.01029
261.6,8.71929,0.01042
261.7,8.72264,0.00951
261.8,8.72604,0.00845
261.9,8.72933,0.0093
262,8.73239,0.0092
262.1,8.73603,0.00981
262.2,8.73927,0.0096
262.3,8.74265,0.00878
262.4,8.74594,0.00828
262.5,8.74946,0.00765
262.6,8.75264,0.00851
262.7,8.75601,0.00841
262.8,8.75939,0.00832
262.9,8.76286,0.00842
263,8.76601,0.00821
263.1,8.76927,0.00774
263.2,8.77271,0.00841
263.3,8.77581,0.00833
263.4,8.7792,0.00782
263.5,8.78273,0.0072
263.6,8.78597,0.00679
263.7,8.78913,0.00701
263.8,8.79274,0.00626
263.9,8.79593,0.00672
264,8.7993,0.00741
264.1,8.80278,0.0081
264.2,8.80617,0.00895
264.3,8.80922,0.00966
264.4,8.81271,0.00996
264.5,8.81596,0.01019
264.6,8.81922,0.00955
264.7,8.82256,0.00999
264.8,8.82603,0.00905
264.9,8.82919,0.00857
265,8.8326,0.00801
265.1,8.83594,0.00791
265.2,8.83946,0.00836
265.3,8.84262,0.00872
265.4,8.846,0.0086
265.5,8.84952,0.00912
265.6,8.85268,0.0083
265.7,8.85593,0.00733
265.8,8.85944,0.00647
265.9,8.86264,0.00602
266,8.86577,0.00605
266.1,8.86939,0.00615
266.2,8.87255,0.00594
266.3,8.8759,0.00639
266.4,8.87934,0.00676
266.5,8.88275,0.0075
266.6,8.88583,0.00803
266.7,8.88939,0.00823
266.8,8.89276,0.00798
266.9,8.89607,0.00724
267,8.89934,0.00651
267.1,8.90268,0.00637
267.2,8.90592,0.00622
267.3,8.90921,0.00578
267.4,8.91261,0.00522
267.5,8.91604,0.00566
267.6,8.91924,0.00536
267.7,8.92253,0.00573
267.8,8.92603,0.00574
267.9,8.92925,0.00576
268,8.93264,0.00596
268.1,8.93627,0.006
268.2,8.93942,0.00592
268.3,8.94254,0.0059
268.4,8.9461,0.00507
268.5,8.9493,0.00504
268.6,8.95253,0.00505
268.7,8.956,0.00464
268.8,8.95935,0.0043
268.9,8.96247,0.00366
269,8.96599,0.00405
269.1,8.96929,0.00409
269.2,8.97266,0.00411
269.3,8.97602,0.00363
269.4,8.97943,0.00396
269.5,8.9827,0.0042
269.6,8.98594,0.00313
269.7,8.98935,0.00304
269.8,8.99275,0.00295
269.9,8.99589,0.00329
270,8.99921,0.00261
270.1,9.00267,0.0031
270.2,9.00583,0.0037
270.3,9.00923,0.0035
270.4,9.01278,0.00317
270.5,9.01598,0.00339
270.6,9.01917,0.00376
270.7,9.02277,0.00364
270.8,9.02608,0.00379
270.9,9.02934,0.00362
271,9.03274,0.00428
271.1,9.0361,0.00447
271.2,9.0392,0.00451
271.3,9.04253,0.00496
271.4,9.04595,0.0043
271.5,9.04935,0.00436
271.6,9.0526,0.00408
271.7,9.05599,0.00401
271.8,9.05928,0.00423
271.9,9.06258,0.00364
272,9.06601,0.00384
272.1,9.06963,0.00405
272.2,9.07266,0.00387
272.3,9.07594,0.00367
272.4,9.0794,0.00316
272.5,9.08254,0.00304
272.6,9.08587,0.00277
272.7,9.08937,0.00232
272.8,9.09266,0.00275
272.9,9.09576,0.00245
273,9.09936,0.00291
273.1,9.10259,0.00295
273.2,9.10595,0.00311
273.3,9.10938,0.00325
273.4,9.11286,0.00324
273.5,9.11596,0.00359
273.6,9.11927,0.00348
273.7,9.12268,0.00342
273.8,9.1261,0.00371
273.9,9.12925,0.00399
274,9.13259,0.00391
274.1,9.13595,0.00454
274.2,9.13922,0.00408
274.3,9.14255,0.00405
274.4,9.14611,0.00464
274.5,9.14931,0.00541
274.6,9.15254,0.00563
274.7,9.15618,0.00572
274.8,9.15932,0.00647
274.9,9.16265,0.00585
275,9.16614,0.0059
275.1,9.16946,0.00603
275.2,9.17248,0.00641
275.3,9.17601,0.00654
275.4,9.17923,0.00713
275.5,9.18256,0.00746
275.6,9.18591,0.00657
275.7,9.18942,0.00671
275.8,9.19254,0.00648
275.9,9.19589,0.00611
276,9.19936,0.00638
276.1,9.20284,0.00607
276.2,9.206,0.00693
276.3,9.20934,0.00705
276.4,9.21279,0.00798
276.5,9.2159,0.00852
276.6,9.21922,0.00861
276.7,9.2227,0.01004
276.8,9.22596,0.01152
276.9,9.22913,0.01134
277,9.23276,0.01263
277.1,9.23591,0.0137
277.2,9.23922,0.01375
277.3,9.24274,0.01337
277.4,9.24616,0.01297
277.5,9.24925,0.0125
277.6,9.2528,0.01098
277.7,9.25605,0.01139
277.8,9.25931,0.01137
277.9,9.26266,0.01253
278,9.26602,0.01329
278.1,9.26921,0.01321
278.2,9.27255,0.01196
278.3,9.27596,0.01253
278.4,9.27939,0.01218
278.5,9.28255,0.01198
278.6,9.28594,0.01126
278.7,9.28944,0.01107
278.8,9.29263,0.00982
278.9,9.29599,0.01011
279,9.29951,0.00961
279.1,9.30268,0.00952
279.2,9.30579,0.00945
279.3,9.30938,0.0098
279.4,9.31255,0.00977
279.5,9.31583,0.01019
279.6,9.31938,0.0103
279.7,9.3227,0.01148
279.8,9.3258,0.01147
279.9,9.32933,0.01114
280,9.33268,0.011
280.1,9.33605,0.01167
280.2,9.33942,0.01106
280.3,9.34274,0.01086
280.4,9.34599,0.01092
280.5,9.34926,0.00937
280.6,9.35266,0.00879
280.7,9.35602,0.00878
280.8,9.35926,0.0084
280.9,9.36256,0.00878
281,9.36605,0.0098
281.1,9.36919,0.00866
281.2,9.37255,0.00805
281.3,9.37618,0.00739
281.4,9.3794,0.00667
281.5,9.38259,0.00551
281.6,9.38612,0.00452
281.7,9.38933,0.00476
281.8,9.39258,0.00532
281.9,9.39601,0.00463
282,9.39936,0.00538
282.1,9.40245,0.00517
282.2,9.40594,0.00452
282.3,9.40928,0.00376
282.4,9.41268,0.00464
282.5,9.41593,0.00352
282.6,9.4194,0.00339
282.7,9.42263,0.00346
282.8,9.42595,0.00354
282.9,9.42939,0.00339
283,9.43286,0.00309
283.1,9.436,0.00306
283.2,9.43925,0.00287
283.3,9.44271,0.00271
283.4,9.44581,0.00316
283.5,9.4492,0.00328
283.6,9.45279,0.00415
283.7,9.456,0.00455
283.8,9.45911,0.00446
283.9,9.46274,0.00499
284,9.46597,0.00578
284.1,9.46937,0.00533
284.2,9.47278,0.00472
284.3,9.47617,0.00554
284.4,9.47922,0.00569
284.5,9.48255,0.00531
284.6,9.48599,0.00693
284.7,9.48933,0.00732
284.8,9.49254,0.00645
284.9,9.49597,0.00603
285,9.49927,0.00609
285.1,9.50251,0.00576
285.2,9.50592,0.00651
285.3,9.50946,0.0068
285.4,9.51264,0.0069
285.5,9.51601,0.00774
285.6,9.51949,0.00841
285.7,9.52259,0.00921
285.8,9.52596,0.00967
285.9,9.52943,0.01078
286,9.53269,0.01011
286.1,9.53575,0.0108
286.2,9.53935,0.01113
286.3,9.54258,0.01142
286.4,9.54596,0.01107
286.5,9.5493,0.00909
286.6,9.5528,0.00752
286.7,9.55592,0.00844
286.8,9.55936,0.00748
286.9,9.56272,0.00842
287,9.56615,0.00895
287.1,9.56931,0.00873
287.2,9.57264,0.00882
287.3,9.57604,0.01012
287.4,9.57914,0.00988
287.5,9.58252,0.0099
287.6,9.58607,0.01085
287.7,9.58928,0.00963
287.8,9.59251,0.0079
287.9,9.59607,0.00779
288,9.59923,0.00714
288.1,9.60264,0.00671
288.2,9.60618,0.00678
288.3,9.60949,0.00821
288.4,9.61252,0.00914
288.5,9.61607,0.00973
288.6,9.61929,0.01052
288.7,9.62254,0.0107
288.8,9.6259,0.00996
288.9,9.62939,0.01117
289,9.63251,0.01093
289.1,9.63596,0.01092
289.2,9.63927,0.01035
289.3,9.64274,0.01069
289.4,9.64595,0.01059
289.5,9.64939,0.01046
289.6,9.65282,0.00984
289.7,9.65598,0.00745
289.8,9.6593,0.00659
289.9,9.6628,0.00984
290,9.66599,0.0106
290.1,9.66912,0.00768
290.2,9.67271,0.00643
290.3,9.67587,0.00497
290.4,9.67924,0.00411
290.5,9.6827,0.00365
290.6,9.68605,0.00464
290.7,9.68915,0.00483
290.8,9.69277,0.00448
290.9,9.69608,0.0035
291,9.69935,0.00286
291.1,9.70267,0.00326
291.2,9.70604,0.00431
291.3,9.70923,0.00502
291.4,9.71256,0.00468
291.5,9.71595,0.00536
291.6,9.71933,0.00645
291.7,9.72258,0.00745
291.8,9.72591,0.0077
291.9,9.72933,0.0086
292,9.73256,0.00888
292.1,9.73598,0.00919
292.2,9.7396,0.00907
292.3,9.74274,0.00939
292.4,9.74586,0.01013
292.5,9.74942,0.01078
292.6,9.75264,0.01181
292.7,9.75589,0.01276
292.8,9.75937,0.01379
292.9,9.76268,0.01516
293,9.76579,0.0163
293.1,9.76936,0.01802
293.2,9.77261,0.01931
293.3,9.77595,0.02113
293.4,9.77936,0.02195
293.5,9.78279,0.02444
293.6,9.78599,0.02604
293.7,9.78929,0.02726
293.8,9.7927,0.02946
293.9,9.79606,0.03279
294,9.79922,0.03356
294.1,9.80258,0.03451
294.2,9.80599,0.03525
294.3,9.80914,0.0331
294.4,9.81257,0.03276
294.5,9.81611,0.0316
294.6,9.81929,0.02942
294.7,9.82253,0.02736
294.8,9.82611,0.02668
294.9,9.82939,0.02778
295,9.83265,0.027
295.1,9.83609,0.02324
295.2,9.83943,0.01965
295.3,9.84252,0.01709
295.4,9.8459,0.01413
295.5,9.84927,0.01398
295.6,9.85265,0.0123
295.7,9.85593,0.01039
295.8,9.85936,0.00877
295.9,9.86257,0.00915
296,9.86594,0.00751
296.1,9.86933,0.00548
296.2,9.87293,0.00474
296.3,9.87597,0.00484
296.4,9.87932,0.00667
296.5,9.88274,0.00754
296.6,9.88587,0.00829
296.7,9.88923,0.00923
296.8,9.89273,0.00906
296.9,9.89595,0.00851
297,9.8991,0.00743
297.1,9.90273,0.00788
297.2,9.90591,0.00797
297.3,9.90924,0.00844
297.4,9.91272,0.00752
297.5,9.9162,0.00705
297.6,9.91928,0.00738
297.7,9.92265,0.00691
297.8,9.92603,0.00857
297.9,9.92943,0.00965
298,9.9326,0.01007
298.1,9.93596,0.01072
298.2,9.93924,0.01039
298.3,9.94256,0.0083
298.4,9.94589,0.00895
298.5,9.94944,0.01068
298.6,9.95261,0.0123
298.7,9.95591,0.01341
298.8,9.9595,0.01551
298.9,9.96267,0.01711
299,9.96598,0.01832
299.1,9.96948,0.01946
299.2,9.97276,0.02132
299.3,9.97581,0.02233
299.4,9.97939,0.02266
299.5,9.98256,0.02323
299.6,9.98589,0.02335
299.7,9.98928,0.02223
299.8,9.99276,0.02257
299.9,9.99583,0.02291
300,9.99923,0.02336
300.025,10,0.02297
